firm,in_lines,in_unique_invoices,in_active_days,in_total_net,in_total_abs,in_mean_abs,in_median_abs,in_negative_lines,in_zero_lines,in_valid_lines,in_valid_total_net,in_valid_total_abs,in_valid_mean_abs,in_valid_median_abs,in_valid_negative_lines,in_valid_zero_lines,in_valid_active_months,in_valid_counterparties,in_void_lines,in_duplicate_lines,in_void_rate,in_duplicate_rate,in_negative_rate,in_zero_rate,in_valid_negative_rate,in_valid_zero_rate,in_valid_rate,in_date_span_days,in_monthly_abs_mean,in_monthly_abs_std,in_monthly_net_std,in_monthly_count,in_monthly_abs_cv,in_monthly_abs_trend,in_recent_to_initial_abs,in_top_counterparty_share,in_counterparty_hhi,out_lines,out_unique_invoices,out_active_days,out_total_net,out_total_abs,out_mean_abs,out_median_abs,out_negative_lines,out_zero_lines,out_valid_lines,out_valid_total_net,out_valid_total_abs,out_valid_mean_abs,out_valid_median_abs,out_valid_negative_lines,out_valid_zero_lines,out_valid_active_months,out_valid_counterparties,out_void_lines,out_duplicate_lines,out_void_rate,out_duplicate_rate,out_negative_rate,out_zero_rate,out_valid_negative_rate,out_valid_zero_rate,out_valid_rate,out_date_span_days,out_monthly_abs_mean,out_monthly_abs_std,out_monthly_net_std,out_monthly_count,out_monthly_abs_cv,out_monthly_abs_trend,out_recent_to_initial_abs,out_top_counterparty_share,out_counterparty_hhi,cross_out_to_in_abs,cross_out_to_in_count,cross_out_minus_in_net,cross_out_minus_in_void_rate,cross_out_minus_in_negative_rate
E108,218,218,149,106222.95,107228.01,491.87160550458714,180.0,4,0,218,106222.95,107228.01,491.87160550458714,180.0,4,0,25,70,0,0,0.0,0.0,0.01834862385321101,0.0,0.01834862385321101,0.0,1.0,801,4289.1204,6309.266421520068,6322.398785151356,25,1.4709930785622312,-0.01615421409731684,4.524694014794889,0.18824372475065052,0.07437748359220704,33,33,5,197215.26,197217.26,5976.280606060606,6300.0,1,0,33,197215.26,197217.26,5976.280606060606,6300.0,1,0,4,19,0,0,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,1.0,447,49304.315,27203.263032405383,27203.514228194246,4,0.551742033783562,-0.21034114356927985,0.8944096994666698,0.4257348469398672,0.2200411657691996,1.8392326781034174,0.15137614678899083,90992.31000000001,0.0,0.011954406449819294
E109,10,10,10,3371.0,3371.0,337.1,290.0,0,0,10,3371.0,3371.0,337.1,290.0,0,0,7,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,606,481.57142857142856,383.89315229755323,383.89315229755323,7,0.7971676256549608,0.27454761198457434,3.002906976744186,0.25304064075941857,0.17926481485995555,33,33,20,683043.0,683043.0,20698.272727272728,8400.0,0,0,23,456807.0,456807.0,19861.17391304348,10780.0,0,0,12,17,10,0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.696969696969697,734,38067.25,48592.43594920173,48592.43594920173,12,1.2764892643729644,0.1958625209976437,13.313282525857376,0.2914578804615516,0.15349648763854146,135.51082764758232,2.3,453436.0,0.30303030303030304,0.0
E11,2836,2836,640,155449568.75,156426865.57,55157.568959802535,9999.5,24,0,2715,144211948.08,145189244.9,53476.701620626154,9352.0,24,0,31,466,121,0,0.04266572637517631,0.0,0.00846262341325811,0.0,0.008839779005524863,0.0,0.9573342736248237,986,4683524.029032258,4725012.47113643,4693042.779763441,31,1.008858381391233,0.08522157329661131,13114.030970220943,0.1751129970233766,0.0819723506802937,1117,1117,73,166981799.71,167181799.71,149670.3667949866,100000.0,1,40,1051,162547045.13,162747045.13,154849.709923882,100000.0,1,0,21,4,66,0,0.05908683974932856,0.0,0.0008952551477170994,0.03581020590868397,0.0009514747859181732,0.0,0.9409131602506714,775,7749859.291904761,5097478.119192729,5102664.51213398,21,0.6577510542052525,0.014668602686750024,1.2333569048398831,0.4695194485955949,0.39679429663471744,1.120930446618777,0.3871086556169429,18335097.049999982,0.016421113374152252,-0.00788830421960669
E110,3,3,3,1040.0,1040.0,346.6666666666667,280.0,0,0,3,1040.0,1040.0,346.6666666666667,280.0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,734,346.6666666666667,115.47005383792515,115.47005383792515,3,0.3330866937632456,-0.2884615384615385,1.0,1.0,1.0,83,83,46,275405.2,275405.2,3318.134939759036,930.0,0,0,62,202827.51,202827.51,3271.4114516129034,855.0,0,0,21,34,21,0,0.25301204819277107,0.0,0.0,0.0,0.0,0.0,0.7469879518072289,775,9658.452857142858,10111.875662558426,10111.875662558426,21,1.0469456974240177,-0.053879975963992084,0.05783457592506869,0.2800434221176408,0.15441171196620407,195.02645192307693,20.666666666666668,201787.51,0.25301204819277107,0.0
E111,278,278,208,653296.62,1253296.6199999999,4508.261223021583,778.5,4,0,264,529274.01,1129274.01,4277.553068181818,742.0,4,0,30,95,14,0,0.050359712230215826,0.0,0.014388489208633094,0.0,0.015151515151515152,0.0,0.9496402877697842,1105,37642.467,91594.93672443125,42359.592396945045,30,2.433287295554546,0.005390804817230485,13.38279876526965,0.29006246234250976,0.1625895170320415,250,250,132,1667595.2,5842791.6,23371.1664,7494.0,28,26,204,879141.8,5054338.2,24776.167647058825,8990.0,28,0,30,9,46,0,0.184,0.0,0.112,0.104,0.13725490196078433,0.0,0.816,900,168477.94,408285.4018196835,66424.50640378782,30,2.423376032611056,-0.005550370405712051,0.2538367894452877,0.5539795496866434,0.36465431430562395,4.475741188801467,0.7727272727272727,349867.79000000004,0.13364028776978418,0.12210338680926917
E112,106,106,77,988653.89,1002953.89,9461.829150943397,6213.0,2,0,102,920245.89,934545.89,9162.214607843138,5906.1900000000005,2,0,26,25,4,0,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0196078431372549,0.0,0.9622641509433962,863,35944.072692307695,34874.82406372524,34606.243784320024,26,0.9702524352836821,-0.03477420656381275,0.031067351092146152,0.5366750904013927,0.3103819959976823,22,22,12,1678316.19,1876927.25,85314.875,99305.53,1,0,16,1094803.0,1293414.06,80838.37875,92492.505,1,0,10,2,6,0,0.2727272727272727,0.0,0.045454545454545456,0.0,0.0625,0.0,0.7272727272727273,612,129341.406,107430.44218146168,67980.5474819187,10,0.8305959050844219,-0.10486019340538821,0.4495823527271449,0.9962092572273414,0.9924472539162199,1.3840027267146828,0.1568627450980392,174557.11,0.23499142367066894,0.0428921568627451
E113,104,104,72,1357988.73,1357988.73,13057.583942307692,546.1,0,0,102,1357580.73,1357580.73,13309.615,546.1,0,0,22,35,2,0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.9807692307692307,888,61708.215,194588.3830466043,194588.3830466043,22,3.1533626932265713,-0.025841540024059063,7.242691188737208,0.6681053877363153,0.4882788118407224,47,47,6,340700.0,340700.0,7248.936170212766,8750.0,0,0,31,329500.0,329500.0,10629.032258064517,11200.0,0,0,4,3,16,0,0.3404255319148936,0.0,0.0,0.0,0.0,0.0,0.6595744680851063,593,82375.0,65796.87809209999,65796.87809209999,4,0.7987481407235203,-0.577238239757208,0.5456081081081081,0.5948406676783005,0.4562783082842676,0.24271116458761166,0.30392156862745096,-1028080.73,0.3211947626841244,0.0
E114,76,76,56,700442.0,700442.0,9216.342105263158,1200.0,0,0,69,644317.0,644317.0,9337.927536231884,1000.0,0,0,27,20,7,0,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,0.9078947368421053,949,23863.59259259259,38424.56374834609,38424.56374834609,27,1.6101751485764686,0.015891706571915236,2.2852964246029153,0.2923995486693662,0.1838579503529983,75,75,48,261461.64,270909.64,3612.1285333333335,3338.0,1,0,66,226217.64,235665.64,3570.6915151515154,2628.0,1,0,24,23,9,0,0.12,0.0,0.013333333333333334,0.0,0.015151515151515152,0.0,0.88,1096,9819.401666666667,8912.49609298953,8753.567479457086,24,0.9076414628443447,-0.04961031400249955,0.47419688026981444,0.16363861952892242,0.08047287640443872,0.36576039434005314,0.9565217391304348,-418099.36,0.027894736842105264,0.015151515151515152
E115,2,2,2,560.0,560.0,280.0,280.0,0,0,2,560.0,560.0,280.0,280.0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,422,280.0,0.0,0.0,2,0.0,-1.3086304736965764e-16,1.0,0.5,0.5,6,6,5,108200.0,108200.0,18033.333333333332,14500.0,0,0,4,57200.0,57200.0,14300.0,11000.0,0,0,3,3,2,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,422,19066.666666666668,13827.990936261614,13827.990936261614,3,0.7252442798738609,0.047202797202797374,1.0,0.6118881118881119,0.4502176145532789,102.14285714285714,2.0,56640.0,0.3333333333333333,0.0
E116,10,10,10,2806.25,2806.25,280.625,242.0,0,0,10,2806.25,2806.25,280.625,242.0,0,0,7,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,579,400.89285714285717,171.74131814197438,171.74131814197438,7,0.42839705193543715,0.13414253897550113,1.5889296956977963,0.23839643652561246,0.15307137563801768,47,47,24,265055.32,265055.32,5639.474893617022,6000.0,0,0,43,238370.32,238370.32,5543.495813953488,5690.08,0,0,15,25,4,0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.9148936170212766,791,15891.354666666668,14752.728833598338,14752.728833598338,15,0.928349353661039,0.04402736225118727,1.1074651353568499,0.1600414011274558,0.08963906870255182,84.94265300668151,4.3,235564.07,0.0851063829787234,0.0
E117,4,4,4,7120.0,7120.0,1780.0,1495.0,0,0,4,7120.0,7120.0,1780.0,1495.0,0,0,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,502,1780.0,1474.15512526102,1474.15512526102,4,0.8281770366634944,0.10000000000000021,1.273921200750469,0.702247191011236,0.5585035033455372,44,44,14,718944.0,718944.0,16339.636363636364,10000.0,0,0,26,525168.0,525168.0,20198.76923076923,10000.0,0,0,10,1,18,0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,356,52516.8,46799.59736958808,46799.59736958808,10,0.8911357388414389,-0.23580102274919937,0.22470703580932816,1.0,1.0,73.75955056179775,6.5,518048.0,0.4090909090909091,0.0
E118,29,29,25,169142.79,169142.79,5832.51,1032.0,0,0,27,67712.79,67712.79,2507.881111111111,1032.0,0,0,14,9,2,0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.9310344827586207,938,4836.627857142857,9280.29464023818,9280.29464023818,14,1.9187530887936317,-0.11751408355110565,0.3638593622240392,0.49687806395217216,0.35150815697631627,144,144,106,322775.2,323809.2,2248.675,480.5,1,0,136,280941.2,281975.2,2073.3470588235296,480.5,1,0,30,117,8,0,0.05555555555555555,0.0,0.006944444444444444,0.0,0.007352941176470588,0.0,0.9444444444444444,1038,9399.173333333334,13856.726159581736,13876.54809494393,30,1.4742494545174614,-0.046992019882145186,0.16896098202542745,0.24674155741355977,0.10417633788542649,4.164282700506065,5.037037037037037,213228.41000000003,-0.013409961685823757,0.007352941176470588
E119,315,315,149,249797.33,249875.33,793.2550158730159,504.44,1,0,314,249734.83,249812.83,795.5822611464968,505.095,1,0,31,17,1,0,0.0031746031746031746,0.0,0.0031746031746031746,0.0,0.0031847133757961785,0.0,0.9968253968253968,961,8058.478387096775,6357.986106988122,6353.632993361467,31,0.7889809715402998,0.031024620512885577,2.522926799045878,0.24419318255191297,0.16407953489760185,21,21,14,37242.0,37242.0,1773.4285714285713,2400.0,0,2,18,36742.0,36742.0,2041.2222222222222,2400.0,0,0,9,14,3,0,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571,807,4082.4444444444443,2618.345618473195,2618.345618473195,9,0.6413671157329148,0.08525121114800494,1.9361277445109781,0.19596102552936695,0.09667370592028429,0.14707811444272098,0.05732484076433121,-212992.83,0.13968253968253969,-0.0031847133757961785
E12,1796,1796,626,111222714.63,111755814.89,62224.84125278397,903.0,13,0,1757,95447012.7,95980112.96,54627.26975526465,900.0,13,0,36,395,39,0,0.021714922048997772,0.0,0.007238307349665924,0.0,0.007398975526465566,0.0,0.9782850779510023,1106,2666114.248888889,3302270.980167075,3308626.1881930926,36,1.2386082035093982,0.041195145626077775,31.42488358545457,0.30694214031898137,0.13302058471424932,285,285,30,263582992.51,265582992.51,931870.1491578947,1000000.0,1,0,263,243003020.51,245003020.51,931570.4201901141,1000000.0,1,0,16,5,22,0,0.07719298245614035,0.0,0.0035087719298245615,0.0,0.0038022813688212928,0.0,0.9228070175438596,730,15312688.781875,13001876.702331845,12824134.647523249,16,0.8490916838668877,-0.037595949452580525,0.5378443835034259,0.7238217130174597,0.5637175730025612,2.552643594117312,0.14968696642003415,147556007.81,0.05547806040714258,-0.003596694157644273
E120,36,36,31,30196.34,30196.34,838.7872222222222,200.0,0,0,35,19446.34,19446.34,555.6097142857143,200.0,0,0,12,16,1,0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.9722222222222222,635,1620.5283333333334,2979.441574797756,2979.441574797756,12,1.838561852645437,-0.2719827387152962,0.1164917517674784,0.5528032524372195,0.34269541391307157,29,29,8,196393.41999999998,196393.41999999998,6772.186896551723,0.0,0,20,9,196393.41999999998,196393.41999999998,21821.49111111111,12250.0,0,0,6,6,20,0,0.6896551724137931,0.0,0.0,0.6896551724137931,0.0,0.0,0.3103448275862069,739,32732.236666666664,32726.026934904072,32726.026934904072,6,0.9998102869710424,-0.06463550269948663,0.6680345461188785,0.3971619823108127,0.30542091856442954,10.099248496118035,0.2571428571428571,176947.08,0.6618773946360154,0.0
E121,50,50,44,1251119.88,1255919.88,25118.397599999997,2400.0,1,0,50,1251119.88,1255919.88,25118.397599999997,2400.0,1,0,24,11,0,0,0.0,0.0,0.02,0.0,0.02,0.0,1.0,939,52329.994999999995,23937.153471413792,24388.26894334954,24,0.45742701621534254,-0.05300108450147041,0.06909212448363967,0.982448530076616,0.9653322090172383,186,186,106,117792.76,117792.76,633.2944086021505,716.63,0,15,163,114287.55,114287.55,701.1506134969326,783.0,0,0,24,116,23,0,0.12365591397849462,0.0,0.0,0.08064516129032258,0.0,0.0,0.8763440860215054,698,4761.98125,3872.4023817233438,3872.4023817233438,24,0.813191438274425,0.010837508661647545,1.4812384432462382,0.17826561160861354,0.0435382041350571,0.09099907710673392,3.26,-1136832.3299999998,0.12365591397849462,-0.02
E122,48,48,45,54708.259999999995,65884.26,1372.58875,290.0,1,0,47,53746.259999999995,64922.259999999995,1381.3246808510637,280.0,1,0,19,22,1,0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.02127659574468085,0.0,0.9791666666666666,929,3416.9610526315787,4707.771430062206,4277.241515568797,19,1.3777656103034908,0.04153676515060731,2.546308671439936,0.3989540721472112,0.2732453471513963,118,118,70,87489.06,91589.06,776.1784745762711,288.0,8,0,102,60740.6,64840.6,635.692156862745,288.0,8,0,26,69,16,0,0.13559322033898305,0.0,0.06779661016949153,0.0,0.0784313725490196,0.0,0.864406779661017,1001,2493.869230769231,2824.32267919078,2894.644430085007,26,1.1325063256502914,-0.08370929462233363,0.12106585056140619,0.1480553850519582,0.0695326837347435,0.9987421879644979,2.1702127659574466,6994.340000000004,0.11475988700564972,0.05715477680433875
E123,3,3,3,840.0,840.0,280.0,280.0,0,0,3,840.0,840.0,280.0,280.0,0,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,733,280.0,0.0,0.0,3,0.0,8.50560596178171e-17,1.0,0.6666666666666666,0.5555555555555556,65,65,20,267168.2,267168.2,4110.28,1875.0,0,26,33,227559.7,227559.7,6895.7484848484855,7549.5,0,0,14,5,32,0,0.49230769230769234,0.0,0.0,0.4,0.0,0.0,0.5076923076923077,1008,16254.264285714287,34782.346677735324,34782.346677735324,14,2.1398905583382932,0.012884896037932345,1.6875643187616207,0.5888845872094225,0.42341615401921556,270.9044047619048,11.0,226719.7,0.49230769230769234,0.0
E13,13469,13466,1069,110124167.96,110969387.76,8238.873543692926,500.0,40,0,13255,103628502.97,104471922.77,7881.699190494152,500.0,39,0,38,722,214,3,0.01588833617937486,0.0002227336847575915,0.0029697824634345536,0.0,0.0029422859298377972,0.0,0.9841116638206251,1144,2749261.1255263155,1088887.4976372905,1094517.365759162,38,0.39606550557427866,-0.011945516811030645,0.5414069812895955,0.29128583683671394,0.10040959768665896,8005,8005,1075,275452694.64,284386379.1,35526.09357901312,2702.33,74,670,6808,243978023.32,252910519.78,37149.01876909518,3200.0,73,0,38,3182,1197,0,0.1495315427857589,0.0,0.00924422236102436,0.08369768894440974,0.01072267920094007,0.0,0.8504684572142411,1146,6655539.994210526,6171633.074386366,6101612.053106191,38,0.9272926133348912,0.006250891929856471,2.352705174609057,0.19591366085958387,0.062087031569517705,2.4208467985871645,0.5136175028291211,140349520.35,0.13364320660638404,0.0077803932711022735
E14,7077,7076,992,138371076.37,143405661.01,20263.62314681362,2680.0,130,0,6527,125103670.24,130138254.88,19938.448732955414,2111.0,130,0,36,906,550,1,0.07771654655927653,0.00014130281192595732,0.018369365550374453,0.0,0.019917266738164546,0.0,0.9222834534407235,1073,3614951.524444444,3983601.883066676,3985716.243495087,36,1.1019793366880313,0.007678997351349916,1.021305819623118,0.22253256758901455,0.06288906393385504,3336,3336,639,264977386.65,270191823.99,80992.75299460432,25570.0,43,0,3097,241760597.37,246959854.71,79741.63858895705,25000.0,42,0,36,820,239,0,0.07164268585131894,0.0,0.01288968824940048,0.0,0.013561511139812722,0.0,0.9283573141486811,1073,6859995.964166667,2639673.709528423,2592621.5510877823,36,0.3847923123157526,0.00622737641918565,1.4706955580418544,0.037357691236228376,0.009677191370718383,1.8976730165754934,0.47449057760073543,116656927.13000001,-0.006073860707957582,-0.006355755598351824
