firm,in_lines,in_unique_invoices,in_active_days,in_total_net,in_total_abs,in_mean_abs,in_median_abs,in_negative_lines,in_zero_lines,in_valid_lines,in_valid_total_net,in_valid_total_abs,in_valid_mean_abs,in_valid_median_abs,in_valid_negative_lines,in_valid_zero_lines,in_valid_active_months,in_valid_counterparties,in_void_lines,in_duplicate_lines,in_void_rate,in_duplicate_rate,in_negative_rate,in_zero_rate,in_valid_negative_rate,in_valid_zero_rate,in_valid_rate,in_date_span_days,in_monthly_abs_mean,in_monthly_abs_std,in_monthly_net_std,in_monthly_count,in_monthly_abs_cv,in_monthly_abs_trend,in_recent_to_initial_abs,in_top_counterparty_share,in_counterparty_hhi,out_lines,out_unique_invoices,out_active_days,out_total_net,out_total_abs,out_mean_abs,out_median_abs,out_negative_lines,out_zero_lines,out_valid_lines,out_valid_total_net,out_valid_total_abs,out_valid_mean_abs,out_valid_median_abs,out_valid_negative_lines,out_valid_zero_lines,out_valid_active_months,out_valid_counterparties,out_void_lines,out_duplicate_lines,out_void_rate,out_duplicate_rate,out_negative_rate,out_zero_rate,out_valid_negative_rate,out_valid_zero_rate,out_valid_rate,out_date_span_days,out_monthly_abs_mean,out_monthly_abs_std,out_monthly_net_std,out_monthly_count,out_monthly_abs_cv,out_monthly_abs_trend,out_recent_to_initial_abs,out_top_counterparty_share,out_counterparty_hhi,cross_out_to_in_abs,cross_out_to_in_count,cross_out_minus_in_net,cross_out_minus_in_void_rate,cross_out_minus_in_negative_rate
E134,1695,1695,596,4444929.39,4452815.37,2627.029716814159,254.5,7,0,1664,4295229.39,4303115.37,2586.0068329326923,250.0,7,0,36,581,31,0,0.018289085545722714,0.0,0.004129793510324484,0.0,0.004206730769230769,0.0,0.9817109144542773,1108,119530.9825,270497.72125869663,270370.4477130428,36,2.2629925363384062,0.08106321056422508,32.093448829646285,0.32883152747075894,0.12122744903342586,3070,3070,444,139723861.86,145882448.5,47518.71286644951,36692.525,58,0,2835,130184400.25,136342986.89,48092.764335096996,37500.0,58,0,37,1672,235,0,0.07654723127035831,0.0,0.018892508143322474,0.0,0.020458553791887126,0.0,0.9234527687296417,1111,3684945.591621621,2811382.342481315,2808679.529898256,37,0.7629372734494351,0.049379188224407955,3.2901290529939557,0.0704910635979687,0.007614751794333865,31.684715645911204,1.7037259615384615,125889170.86,0.0582581457246356,0.016251823022656358
E135,2891,2891,615,27480128.37,28097554.77,9718.974323763403,1000.0,5,0,2847,26380957.44,26998383.84,9483.099346680716,1000.0,5,0,31,364,44,0,0.015219647180906262,0.0,0.0017295053614666206,0.0,0.0017562346329469617,0.0,0.9847803528190937,969,870915.6077419355,1176052.6238363879,1138993.8298408932,31,1.350363471939142,0.1100230415449564,237.83592382873098,0.12733962226681195,0.04998646826789812,413,413,158,165998415.86,182564097.46,442043.8195157385,300000.0,14,1,367,143295880.13,159861561.73,435590.08645776566,300000.0,14,0,35,73,46,0,0.11138014527845036,0.0,0.03389830508474576,0.002421307506053269,0.03814713896457766,0.0,0.8886198547215496,1112,4567473.192285714,3658003.6765709682,3366015.6588880257,35,0.800881258098941,0.024517504888362063,1.358504792387256,0.2307385490346917,0.09620457721580168,5.921153009653632,0.128907622058307,116914922.69,0.0961604980975441,0.0363909043316307
E136,1288,1288,53,132336469.83,132341559.33,102749.65786490683,104000.0,1,0,1286,132110009.25,132115098.75,102733.358281493,104000.0,1,0,28,16,2,0,0.0015527950310559005,0.0,0.0007763975155279503,0.0,0.0007776049766718507,0.0,0.9984472049689441,893,4718396.383928572,4715589.314822482,4715463.647758905,28,0.9994050798454214,0.03885816991783232,1.5804140477341655,0.9996920961314424,0.9993843103765172,1355,1355,48,142812812.1,143520812.1,105919.41852398524,105325.0,4,0,1284,134565225.0,135273225.0,105352.97897196261,104625.0,4,0,28,4,71,0,0.05239852398523985,0.0,0.002952029520295203,0.0,0.003115264797507788,0.0,0.9476014760147602,892,4831186.607142857,4540872.114552294,4562879.12685337,28,0.9399082427987078,0.042421191476068855,2.3959846276172807,0.7887687308408593,0.6423019325181604,1.023904355216629,0.9984447900466563,2455215.75,0.05084572895418395,0.002337659820835937
E137,3281,3281,870,121612438.21,128156904.43,39060.318326729655,968.0,38,0,3141,108301441.78,114625108.0,36493.189430117796,890.0,37,0,37,675,140,0,0.04266991770801585,0.0,0.011581834806461445,0.0,0.01177968799745304,0.0,0.9573300822919841,1124,3097975.891891892,2924120.779057887,2838763.5647293334,37,0.9438810633455788,0.02785916995526217,3.0444005023642666,0.08724092107289443,0.03803058810326477,254,254,89,170522212.78,178262212.8,701819.7354330709,876222.0,6,0,231,153538073.1,161278073.12,698173.4767099568,864205.1,6,0,30,25,23,0,0.09055118110236221,0.0,0.023622047244094488,0.0,0.025974025974025976,0.0,0.9094488188976378,1106,5375935.770666667,5863998.896433756,5509157.223395043,30,1.0907866363341174,0.03388078261269379,2.3571559083932208,0.27052989867715255,0.14024247880594554,1.4070047647850417,0.07354345749761222,45236631.31999999,0.04788126339434636,0.014194337976572935
E138,520,520,243,24247640.51,24264724.35,46662.931442307694,594.0,25,0,512,23875015.51,23892099.35,46664.25654296875,591.5,25,0,36,54,8,0,0.015384615384615385,0.0,0.04807692307692308,0.0,0.048828125,0.0,0.9846153846153847,1067,663669.426388889,917030.4513287331,916591.776014115,36,1.381757867494988,0.027922472246201393,5.326666813227582,0.2655451455754975,0.17248558942173775,1492,1492,234,128023359.2,129574359.2,86846.08525469169,93550.0,12,0,1439,124141305.95,125692305.95,87346.98120222377,94160.0,12,0,36,118,53,0,0.035522788203753354,0.0,0.00804289544235925,0.0,0.008339124391938846,0.0,0.9644772117962467,1072,3491452.9430555557,2153099.916366428,2111183.982594584,36,0.6166773407755386,0.032537933874517165,1.854487066533563,0.10157773702615407,0.04238802967956256,5.260831378135048,2.810546875,100266290.44,0.02013817281913797,-0.040489000608061154
E139,472,472,285,1777642.71,1789984.71,3792.3404872881356,259.745,2,0,457,1294008.95,1306350.95,2858.535995623632,243.0,2,0,36,77,15,0,0.03177966101694915,0.0,0.00423728813559322,0.0,0.00437636761487965,0.0,0.9682203389830508,1068,36287.52638888889,45438.53195737023,45386.56631805646,36,1.252180472992597,0.026739035621991633,30.526178376534787,0.13712088623658136,0.07742325260536333,12822,12822,442,215741759.86,217210546.96,16940.457569801903,9991.0,33,0,12209,197108305.55,198566456.93,16263.941103284464,9991.0,32,0,36,167,613,0,0.04780845421931056,0.0,0.0025737014506317267,0.0,0.002621017282332705,0.0,0.9521915457806894,1073,5515734.914722223,2279238.4836347904,2291284.441094788,36,0.41322480483084906,-0.01351614280020635,0.5853852048928884,0.2846040921197596,0.10622973718530593,152.00085163179162,26.71553610503282,195814296.60000002,0.016028793202361412,-0.0017553503325469445
E140,2074,2074,670,7999749.34,9811099.86,4730.520665380906,296.99,18,0,2023,7398424.69,9209032.83,4552.166500247157,295.0,17,0,36,561,51,0,0.02459016393442623,0.0,0.008678881388621022,0.0,0.008403361344537815,0.0,0.9754098360655737,1078,255806.4675,488978.97524137003,337694.0704669476,36,1.9115192044210925,0.05053329998933652,18.88315045262009,0.23779560573029254,0.12010151498216153,845,845,152,232307631.47,240408070.41,284506.59220118343,100000.0,22,0,726,188193665.98,196294104.92,270377.55498622585,100000.0,22,0,37,20,119,0,0.1408284023668639,0.0,0.02603550295857988,0.0,0.030303030303030304,0.0,0.8591715976331361,1107,5305246.078918919,4008765.4688065145,4169334.22376112,37,0.7556229078111687,-0.0016776386902802312,0.8286436905456258,0.218820657897524,0.1352824322628321,21.315387678990387,0.3588729609490855,180795241.29,0.11623823843243766,0.02189966895849249
E141,1413,1413,530,42950106.37,43000192.37,30431.841733899502,9999.0,3,0,1357,41048444.16,41098530.16,30286.31551952837,9999.0,3,0,36,208,56,0,0.039631988676574664,0.0,0.0021231422505307855,0.0,0.002210759027266028,0.0,0.9603680113234253,1074,1141625.8377777776,1118598.0690179288,1119432.5920558218,36,0.9798289702301471,0.05308704105489145,6.545362215937865,0.11308531015358336,0.05489300642638903,4740,4740,595,170643916.89,178818265.31,37725.37242827004,28053.535,144,67,4458,161840043.63,170014392.05,38136.920603409606,28634.165,144,0,35,1183,282,0,0.05949367088607595,0.0,0.030379746835443037,0.014135021097046414,0.03230148048452221,0.0,0.9405063291139241,1046,4857554.058571429,2104717.844572904,1994978.4386212924,35,0.4332875803737089,0.019098985889094224,1.8997880469504913,0.07329197575423732,0.01576966530048874,4.1367511535843215,3.2851879145173175,120791599.47,0.019861682209501283,0.030090721457256178
E142,727,727,363,58091460.57,59398568.65,81703.67077028885,14297.17,11,0,704,55999811.83,57306919.91,81401.87487215908,14178.0,11,0,37,96,23,0,0.03163686382393398,0.0,0.015130674002751032,0.0,0.015625,0.0,0.9683631361760661,1106,1548835.6732432432,1651723.9750655473,1660137.3644835218,37,1.066429449940843,0.06266828107978908,24.818505827095255,0.4305351109211271,0.23992970790182366,1476,1476,263,113757315.65,114734710.21,77733.54350271002,100000.0,10,2,1366,106758632.44,107736027.0,78869.71229868228,100000.0,10,0,37,66,110,0,0.07452574525745258,0.0,0.006775067750677507,0.0013550135501355014,0.007320644216691069,0.0,0.9254742547425474,1112,2911784.5135135134,1786763.539430708,1794922.9047860946,37,0.6136317887324376,0.0511358401281987,5.899160472382586,0.4312348943404048,0.30102469340193905,1.8799828566811558,1.9403409090909092,50758820.61,0.0428888814335186,-0.008304355783308931
E143,3714,3714,823,38267350.73,38947199.01,10486.591009693053,616.0,45,0,3579,36308552.33,36937647.03,10320.661366303437,575.0,43,0,38,598,135,0,0.036348949919224556,0.0,0.012116316639741519,0.0,0.012014529198100027,0.0,0.9636510500807755,1144,972043.3428947369,879845.0744418341,868469.0821593093,38,0.9051500438464636,0.03878175270211824,64.03684985211657,0.2423914564110772,0.08271761793223792,1150,1150,125,108031148.35,111219550.35,96712.65247826086,98000.0,21,2,1099,102948526.86,106136928.86,96575.91343039126,98000.0,21,0,36,76,51,0,0.04434782608695652,0.0,0.018260869565217393,0.0017391304347826088,0.01910828025477707,0.0,0.9556521739130435,1130,2948248.023888889,3450728.712160192,3422314.882834624,36,1.170433655581156,0.07105200146279943,36.072723842106825,0.5943532630684034,0.38744802797497907,2.873407956218699,0.3070690136909751,66639974.53,0.007998876167731962,0.007093751056677042
E144,2478,2478,681,9572537.14,10164153.96,4101.757046004843,340.0,11,0,2434,9341618.74,9933235.56,4081.0335086277732,339.675,11,0,30,671,44,0,0.01775625504439064,0.0,0.00443906376109766,0.0,0.0045193097781429745,0.0,0.9822437449556094,908,331107.852,663443.5850972746,666338.9570350236,30,2.003708402231653,0.11601209567276263,146.7601350220086,0.2013442637013231,0.06957021859773192,1360,1360,108,119989011.44,131169731.44,96448.33194117647,100000.0,58,1,1245,109445317.3,120626037.3,96888.38337349397,100000.0,58,0,27,28,115,0,0.08455882352941177,0.0,0.04264705882352941,0.0007352941176470588,0.046586345381526104,0.0,0.9154411764705882,870,4467631.011111111,4416319.095031598,4009157.9360426604,27,0.9885147372395124,0.08691489239192152,22.273557196183642,0.26147920304764916,0.1272307447608591,12.143680331688419,0.5115036976170912,100103698.56,0.06680256848502113,0.04206703560338313
E145,2988,2988,829,131756611.69,132750937.11,44428.02446787149,6423.0,18,0,2916,129021774.38,130016099.8,44587.13984910837,6312.0,18,0,37,377,72,0,0.024096385542168676,0.0,0.006024096385542169,0.0,0.006172839506172839,0.0,0.9759036144578314,1118,3513948.643243243,2131752.499236383,2130787.5484367358,37,0.6066544265908381,0.013432127622079284,1.320375786744263,0.35627326601286036,0.15319527702446467,4271,4271,546,149797024.33,155155804.11,36327.746221025525,15379.48,81,1,3844,134038527.76,139272838.14,36231.227403746096,15000.0,80,0,37,394,427,0,0.09997658627955983,0.0,0.018965113556544136,0.00023413720440177945,0.02081165452653486,0.0,0.9000234137204401,1116,3764130.7605405403,1387128.8907177318,1431865.7218183405,37,0.36851240803296004,0.012785414011240262,1.3363563724106362,0.2429497863466172,0.08835289822016486,1.0711968621904469,1.318244170096022,5016753.38000001,0.07588020073739116,0.01463881502036202
E146,3250,3250,839,149726604.97,150900288.39,46430.85796615384,480.0,8,0,3170,137328170.11,138501853.53,43691.436444794956,447.0,8,0,37,383,80,0,0.024615384615384615,0.0,0.0024615384615384616,0.0,0.002523659305993691,0.0,0.9753846153846154,1107,3743293.3386486485,4028719.1163313473,3944721.3301342884,37,1.0762499093340463,0.0157737956487939,1.6304285084659895,0.6174913049916351,0.3951794002401048,1612,1612,195,163246884.78,170067408.06,105500.87348635236,100000.0,34,0,1416,143116532.44,149497055.72,105577.01675141243,100000.0,32,0,37,63,196,0,0.12158808933002481,0.0,0.02109181141439206,0.0,0.022598870056497175,0.0,0.8784119106699751,1119,4040460.9654054055,2596304.8919401052,2578020.204223391,37,0.6425764075361142,0.011452899696177962,0.47546221964221896,0.2168315144661633,0.08104587184231853,1.0793866790210025,0.4466876971608833,5788362.329999983,0.0969727047146402,0.020075210750503485
E147,5991,5990,844,166213775.27,169901166.43,28359.400171924553,10000.0,64,0,5603,156403712.08,159733909.24,28508.639878636448,9999.0,62,0,37,733,388,1,0.06476381238524453,0.00016691704223001168,0.010682690702720748,0.0,0.011065500624665358,0.0,0.9352361876147555,1123,4317132.682162163,2771442.720137194,2737752.22370811,37,0.6419637579332317,0.01416671868999418,17.435757989503387,0.15980083109121057,0.046885689049467785,2371,2371,241,204141750.0,206978875.86,87296.02524673134,99000.0,24,0,2314,199817103.33,202654229.19,87577.45427398445,99368.61,24,0,36,145,57,0,0.024040489245044285,0.0,0.010122311261071278,0.0,0.010371650821089023,0.0,0.9759595107549557,1112,5629284.144166667,4134909.4349458436,4077174.445150258,36,0.7345355695414015,-0.003963074114818509,1.1395598229862745,0.11025625988318907,0.06022827821858958,1.2686988639682777,0.41299303944315546,43413391.25,-0.040723323140200246,-0.0006938498035763355
E148,546,546,277,32334860.69,32350451.09,59249.91042124542,1320.0,2,0,511,30231101.33,30246691.73,59191.17755381605,1120.0,2,0,36,134,35,0,0.0641025641025641,0.0,0.003663003663003663,0.0,0.003913894324853229,0.0,0.9358974358974359,1094,840185.8813888889,1828960.3462812556,1827591.5746880274,36,2.176852035716013,-0.05827575987677523,0.21310329133154696,0.6765057611145231,0.4685830554494186,281,281,29,88811723.29,90224363.29,321083.1433807829,434067.0,1,1,270,84596595.29,86009235.29,318552.7232962963,433877.5,1,0,17,186,11,0,0.03914590747330961,0.0,0.0035587188612099642,0.0035587188612099642,0.003703703703703704,0.0,0.9608540925266904,590,5059366.781764706,4691415.271748508,4761730.472142549,17,0.9272732091015042,0.020422728219174093,1.8258696829025447,0.06485536095271566,0.011142776869875116,2.843591492840596,0.5283757338551859,54365493.96000001,-0.02495665662925449,-0.0002101906211495249
E149,293,293,201,646398.03,646398.03,2206.1366211604095,405.0,0,0,285,637449.9400000001,637449.9400000001,2236.666456140351,405.0,0,0,34,109,8,0,0.027303754266211604,0.0,0.0,0.0,0.0,0.0,0.9726962457337884,1042,18748.527647058825,28612.680758521194,28612.680758521194,34,1.526129480520024,0.002296035331677315,5.158844996528045,0.3740058395801245,0.20314668206974232,1226,1226,59,114646927.5,120955601.56,98658.72884176183,100000.0,32,0,1147,107157946.66,113466620.72,98924.69112467306,100000.0,32,0,26,10,79,0,0.06443719412724307,0.0,0.026101141924959218,0.0,0.02789886660854403,0.0,0.935562805872757,986,4364100.796923077,3718191.15586626,3783261.3513387977,26,0.8519947931742967,0.03459639241588347,1.9993497737955346,0.3705624906531543,0.23244261369554162,178.00083363408896,4.024561403508772,106520496.72,0.03713343986103146,0.02789886660854403
E150,3379,3379,780,91184363.57,92318147.33,27321.144519088488,8202.0,16,0,3268,88299286.07,89433069.83,27366.300437576498,7716.5,16,0,37,463,111,0,0.0328499556081681,0.0,0.004735128736312519,0.0,0.004895960832313341,0.0,0.9671500443918319,1120,2417109.9954054053,2850021.064153391,2857594.0553599005,37,1.1791027589025282,0.047874258576715525,12.356768515048262,0.09655600569693651,0.03539940650908068,464,464,254,135593170.18,135596437.18,292233.70081896556,200000.0,1,0,410,123275429.3,123278696.3,300679.7470731707,201256.0,1,0,36,126,54,0,0.11637931034482758,0.0,0.0021551724137931034,0.0,0.0024390243902439024,0.0,0.8836206896551724,1120,3424408.2305555553,2804590.988634076,2804629.604613543,36,0.8190001891740215,0.04165387235385084,2.8614656942055,0.15341078684006168,0.07564868759451948,1.37844643524298,0.12545899632802937,34976143.230000004,0.08352935473665948,-0.0024569364420694386
E151,801,801,381,13363548.78,13363908.78,16684.030936329586,805.0,1,0,781,11855142.48,11855502.48,15179.900742637645,810.0,1,0,31,172,20,0,0.024968789013732832,0.0,0.0012484394506866417,0.0,0.0012804097311139564,0.0,0.9750312109862672,1056,382435.5638709677,1045852.5982132643,1045856.3899756095,31,2.734715850239626,-0.034941674547226804,1.5872224279543632,0.4428876387869475,0.2848651039870801,148,148,58,115197757.06,115197757.06,778363.2233783784,1000000.0,0,0,140,108831139.14,108831139.14,777365.2795714285,1000000.0,0,0,23,5,8,0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.9459459459459459,789,4731788.65826087,4169968.5563884075,4169968.5563884075,23,0.8812668649324346,0.05580873291868036,9.269168424940984,0.37424350183090443,0.272685700198559,9.179799786942477,0.1792573623559539,96975996.66,0.029085265040321225,-0.0012804097311139564
