enterprise_id,enterprise_name,credit_rating,risk_model,risk_score,risk_score_source,risk_rank,risk_percentile,loan_decision,decision_reason,offered_loan_amount_10k,offered_loan_amount_yuan,interest_rate,interest_rate_percent,fitted_churn_rate,acceptance_probability,expected_disbursed_amount_10k,lgd,funding_cost_rate,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,expected_net_return_per_offered_unit,solver_scenario_id,budget_definition,representative_scenario_flag,conservative_risk_score,scenario_family,risk_variant,budget_fraction,scenario_lgd,scenario_funding_cost_rate,scenario_budget_10k
E11,***建设工程有限公司,C,elastic_net_logistic,0.07723891572,selected_model_risk_score,93,0.756097561,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.904961278,0.6601554642,0.569795211,1.675010603,0.01675010603,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1001763276,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E110,***通讯器材经营部,C,elastic_net_logistic,0.5711527053,selected_model_risk_score,11,0.08943089431,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.6124762668,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E111,***科技有限公司,D,elastic_net_logistic,0.1919246162,selected_model_risk_score,49,0.3983739837,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.3189536769,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E112,***机械设备有限公司,D,elastic_net_logistic,0.4170540731,selected_model_risk_score,20,0.162601626,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.5129040595,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E113,***美居科技有限公司,D,elastic_net_logistic,0.7592451553,selected_model_risk_score,4,0.0325203252,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.8315439659,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E114,***食品有限责任公司,D,elastic_net_logistic,0.4770804739,selected_model_risk_score,16,0.1300813008,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.5421990478,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E115,***装饰工程有限公司,D,elastic_net_logistic,0.7835354924,selected_model_risk_score,2,0.0162601626,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.8331104651,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E116,***门窗有限公司,D,elastic_net_logistic,0.4160885126,selected_model_risk_score,21,0.1707317073,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.532859258,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E117,***人力资源管理咨询有限公司,D,elastic_net_logistic,0.6343060557,selected_model_risk_score,7,0.05691056911,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.7561127553,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E118,***体育用品有限公司,D,elastic_net_logistic,0.3859533716,selected_model_risk_score,23,0.1869918699,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.4429217794,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E119,***药房,D,elastic_net_logistic,0.6253065711,selected_model_risk_score,9,0.07317073171,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.6891769584,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E12,***建筑劳务有限公司,B,elastic_net_logistic,0.08202986653,selected_model_risk_score,88,0.7154471545,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.880943403,0.7251866941,0.589368015,1.566388694,0.01566388694,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1054632903,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E120,***陈列广告有限公司,D,elastic_net_logistic,0.721226934,selected_model_risk_score,5,0.0406504065,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.7608714869,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E121,***药业连锁有限公司***药店,D,elastic_net_logistic,0.4662178212,selected_model_risk_score,18,0.1463414634,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.5621951951,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E122,***商贸有限责任公司,D,elastic_net_logistic,0.4500783219,selected_model_risk_score,19,0.1544715447,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.6021516604,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E123,***创科技有限责任公司,D,elastic_net_logistic,0.7819761114,selected_model_risk_score,3,0.0243902439,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.8270597923,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E13,***汽车贸易有限公司,A,elastic_net_logistic,0.04053604698,selected_model_risk_score,113,0.918699187,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.494684571,0.5945463211,0.977806776,1.922331474,0.01922331474,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.05373417783,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E14,个体经营E14,C,elastic_net_logistic,0.03261041867,selected_model_risk_score,117,0.9512195122,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.02,3.588649427,0.4010132096,0.8198059106,2.367830307,0.02367830307,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.04024201468,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E15,***劳务有限公司,A,elastic_net_logistic,0.07381492047,selected_model_risk_score,95,0.7723577236,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.02,2.66113819,0.6459498885,0.5833959534,1.431792348,0.01431792348,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1036254123,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E16,***建筑劳务有限公司,A,elastic_net_logistic,0.04998777847,selected_model_risk_score,108,0.8780487805,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.460258243,0.7331758276,0.977806776,1.74927564,0.0174927564,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.0624669862,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E17,***消防工程有限公司,A,elastic_net_logistic,0.04649981408,selected_model_risk_score,111,0.9024390244,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.472962562,0.6820174994,0.977806776,1.813138286,0.01813138286,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.05349825243,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E18,***消防工程有限责任公司,A,elastic_net_logistic,0.04857513816,selected_model_risk_score,109,0.8861788618,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.465403546,0.7124564886,0.977806776,1.775140281,0.01775140281,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.06117933194,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E19,***科技有限公司,A,elastic_net_logistic,0.06543754966,selected_model_risk_score,100,0.8130081301,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.02,2.685208262,0.5726400251,0.5833959534,1.529172284,0.01529172284,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09093656268,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E2,***技术有限责任公司,A,elastic_net_logistic,0.02833749753,selected_model_risk_score,119,0.9674796748,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.539115716,0.4156289565,0.977806776,2.145679984,0.02145679984,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.03642833627,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E20,***贸易有限公司,B,elastic_net_logistic,0.04546270238,selected_model_risk_score,112,0.9105691057,放贷,优化模型选择,100,1000000,0.0945,9.45,0.6356051463,0.3643948537,36.43948537,0.3,0.02,3.286979126,0.4969912435,0.7287897074,2.061198175,0.02061198175,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.06402096704,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E21,***建设工程有限公司,B,elastic_net_logistic,0.08415779812,selected_model_risk_score,85,0.6910569106,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.874265136,0.7439987164,0.589368015,1.540898404,0.01540898404,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09612822768,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E22,***物流有限公司,A,elastic_net_logistic,0.08272431763,selected_model_risk_score,87,0.7073170732,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.02,2.635539487,0.7239154823,0.5833959534,1.328228051,0.01328228051,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09349623574,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E23,***贸易有限公司,B,elastic_net_logistic,0.03337482103,selected_model_risk_score,116,0.9430894309,放贷,优化模型选择,100,1000000,0.0825,8.25,0.5484939576,0.4515060424,45.15060424,0.3,0.02,3.60060615,0.4520680008,0.9030120848,2.245526064,0.02245526064,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.04082479351,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E24,***建筑工程有限公司,A,elastic_net_logistic,0.04702949043,selected_model_risk_score,110,0.8943089431,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.471033305,0.6897863162,0.977806776,1.803440213,0.01803440213,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.06125175229,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E25,***通讯设备有限公司,C,elastic_net_logistic,0.08202047653,selected_model_risk_score,89,0.7235772358,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.889908358,0.701023121,0.569795211,1.619090026,0.01619090026,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09686547054,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E26,***金属材料有限公司,A,elastic_net_logistic,0.1342940789,selected_model_risk_score,61,0.4959349593,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1782110185,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E27,***农业开发有限公司,A,elastic_net_logistic,0.1103832985,selected_model_risk_score,70,0.5691056911,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1369068444,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E28,***景观工程有限公司,B,elastic_net_logistic,0.09966092865,selected_model_risk_score,76,0.6178861789,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.825610348,0.8810544554,0.589368015,1.355187878,0.01355187878,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1193350508,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E29,***建筑劳务有限公司,C,elastic_net_logistic,0.07253671793,selected_model_risk_score,96,0.7804878049,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.919764354,0.6199661175,0.569795211,1.730003026,0.01730003026,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.08548890218,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E3,***电子(中国)有限公司***分公司,C,elastic_net_logistic,0.02153611417,selected_model_risk_score,123,1,放贷,优化模型选择,100,1000000,0.0825,8.25,0.5302487056,0.4697512944,46.97512944,0.3,0.02,3.791986084,0.3034985252,0.9395025888,2.54898497,0.0254898497,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.025281018,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E30,***建筑工程有限公司,B,elastic_net_logistic,0.07713913412,selected_model_risk_score,94,0.7642276423,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.896292403,0.6819500753,0.589368015,1.624974313,0.01624974313,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1024182862,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E31,***食品有限公司,A,elastic_net_logistic,0.0367643069,selected_model_risk_score,115,0.9349593496,放贷,优化模型选择,100,1000000,0.0745,7.45,0.511096612,0.488903388,48.8903388,0.3,0.02,3.508422494,0.539225826,0.977806776,1.991389892,0.01991389892,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.04188668071,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E32,***建筑劳务有限公司,B,elastic_net_logistic,0.09279588464,selected_model_risk_score,79,0.6422764228,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.847155497,0.820363895,0.589368015,1.437423587,0.01437423587,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.104597557,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E33,***园林有限责任公司,B,elastic_net_logistic,0.09823760896,selected_model_risk_score,77,0.6260162602,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.830077273,0.8684715689,0.589368015,1.372237689,0.01372237689,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1158892222,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E34,***建设工程有限公司,B,elastic_net_logistic,0.1015652078,selected_model_risk_score,75,0.6097560976,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.819633988,0.8978892737,0.589368015,1.332376699,0.01332376699,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1393444528,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E35,***商贸有限公司,B,elastic_net_logistic,0.08567951436,selected_model_risk_score,83,0.674796748,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.869489405,0.7574514796,0.589368015,1.52266991,0.0152266991,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1006056864,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E36,***超硬材料有限公司,D,elastic_net_logistic,0.05081789908,selected_model_risk_score,107,0.8699186992,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.06163613971,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E37,***木业有限公司,B,elastic_net_logistic,0.084549486,selected_model_risk_score,84,0.6829268293,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.873035868,0.747461441,0.589368015,1.536206412,0.01536206412,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1088428529,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E38,***建设工程有限公司,B,elastic_net_logistic,0.1218095512,selected_model_risk_score,63,0.512195122,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1460270212,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E39,***建筑劳务有限公司,C,elastic_net_logistic,0.1815109557,selected_model_risk_score,52,0.4227642276,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.2307578892,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E4,***发展有限责任公司,C,elastic_net_logistic,0.03106769432,selected_model_risk_score,118,0.9593495935,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.02,3.594372351,0.3820421915,0.8198059106,2.392524249,0.02392524249,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.04400979025,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E40,***财税咨询服务有限公司,C,elastic_net_logistic,0.08113873174,selected_model_risk_score,90,0.7317073171,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.892684195,0.6934869116,0.569795211,1.629402072,0.01629402072,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09293248415,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E41,***物业发展有限公司,C,elastic_net_logistic,0.07916167381,selected_model_risk_score,91,0.7398373984,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.898908208,0.6765891395,0.569795211,1.652523857,0.01652523857,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.09683047914,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E42,***园艺场,A,elastic_net_logistic,0.1200846128,selected_model_risk_score,66,0.5365853659,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1475914741,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E43,***建设工程有限公司,B,elastic_net_logistic,0.1927952664,selected_model_risk_score,48,0.3902439024,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.2145282193,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E44,***商贸有限公司,C,elastic_net_logistic,0.08616234673,selected_model_risk_score,82,0.6666666667,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.87686926,0.736423388,0.569795211,1.57065066,0.0157065066,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1035354806,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E45,个体经营E45,B,elastic_net_logistic,0.1068056002,selected_model_risk_score,73,0.593495935,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1219197504,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E46,***广告传媒有限公司,C,elastic_net_logistic,0.05276002815,selected_model_risk_score,105,0.8536585366,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.02,3.513901998,0.6487947438,0.8198059106,2.045301343,0.02045301343,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.06245378683,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E47,***控制设备有限责任公司,C,elastic_net_logistic,0.05124807767,selected_model_risk_score,106,0.8617886179,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.02,3.519510762,0.6302021547,0.8198059106,2.069502697,0.02069502697,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.05822355401,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E48,***化工有限公司,A,elastic_net_logistic,0.07070577235,selected_model_risk_score,97,0.7886178862,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.02,2.670071473,0.6187419221,0.5833959534,1.467933597,0.01467933597,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.08921054517,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E49,***地球环保科技有限公司,C,elastic_net_logistic,0.09803729486,selected_model_risk_score,78,0.6341463415,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.02,2.839485515,0.8379177167,0.569795211,1.431772587,0.01431772587,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1105965348,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E5,***供应链管理有限公司,B,elastic_net_logistic,0.05668387407,selected_model_risk_score,103,0.837398374,放贷,优化模型选择,100,1000000,0.0945,9.45,0.6356051463,0.3643948537,36.43948537,0.3,0.02,3.248338669,0.61965936,0.7287897074,1.899889602,0.01899889602,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.07330978844,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E50,***建筑劳务有限公司,C,elastic_net_logistic,0.1692453772,selected_model_risk_score,54,0.4390243902,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.2040258114,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E51,***物流有限公司,B,elastic_net_logistic,0.0697365828,selected_model_risk_score,98,0.7967479675,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.02,2.919524457,0.6165076707,0.589368015,1.713648771,0.01713648771,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.07874952738,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E52,***商贸有限公司,D,elastic_net_logistic,0.2136303318,selected_model_risk_score,44,0.3577235772,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.02,0,0,0,0,,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.2416471762,lgd_funding_joint,mean,0.5,0.3,0.02,4950
E53,***文化传媒有限公司,C,elastic_net_logistic,0.107156181,selected_model_risk_score,71,0.5772357724,放贷,优化模型选择,50,500000,0.1105,11.05,0.7151023945,0.2848976055,14.24488027,0.3,0.02,1.40538909,0.4579280907,0.2848976055,0.6625633941,0.01325126788,lgd_0.30_funding_cost_0.02_joint,nominal_equality,False,0.1294528809,lgd_funding_joint,mean,0.5,0.3,0.02,4950
