enterprise_id,enterprise_name,credit_rating,risk_model,risk_score,risk_score_source,risk_rank,risk_percentile,loan_decision,decision_reason,offered_loan_amount_10k,offered_loan_amount_yuan,interest_rate,interest_rate_percent,fitted_churn_rate,acceptance_probability,expected_disbursed_amount_10k,lgd,funding_cost_rate,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,expected_net_return_per_offered_unit,solver_scenario_id,budget_definition,representative_scenario_flag,conservative_risk_score,scenario_family,risk_variant,budget_fraction,scenario_lgd,scenario_funding_cost_rate,scenario_budget_10k
E116,***门窗有限公司,D,elastic_net_logistic,0.4160885126,selected_model_risk_score,21,0.1707317073,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.532859258,budget,mean,0.1,0.5,0.03,990
E117,***人力资源管理咨询有限公司,D,elastic_net_logistic,0.6343060557,selected_model_risk_score,7,0.05691056911,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.7561127553,budget,mean,0.1,0.5,0.03,990
E118,***体育用品有限公司,D,elastic_net_logistic,0.3859533716,selected_model_risk_score,23,0.1869918699,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.4429217794,budget,mean,0.1,0.5,0.03,990
E119,***药房,D,elastic_net_logistic,0.6253065711,selected_model_risk_score,9,0.07317073171,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.6891769584,budget,mean,0.1,0.5,0.03,990
E12,***建筑劳务有限公司,B,elastic_net_logistic,0.08202986653,selected_model_risk_score,88,0.7154471545,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1054632903,budget,mean,0.1,0.5,0.03,990
E120,***陈列广告有限公司,D,elastic_net_logistic,0.721226934,selected_model_risk_score,5,0.0406504065,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.7608714869,budget,mean,0.1,0.5,0.03,990
E121,***药业连锁有限公司***药店,D,elastic_net_logistic,0.4662178212,selected_model_risk_score,18,0.1463414634,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.5621951951,budget,mean,0.1,0.5,0.03,990
E122,***商贸有限责任公司,D,elastic_net_logistic,0.4500783219,selected_model_risk_score,19,0.1544715447,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.6021516604,budget,mean,0.1,0.5,0.03,990
E123,***创科技有限责任公司,D,elastic_net_logistic,0.7819761114,selected_model_risk_score,3,0.0243902439,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.8270597923,budget,mean,0.1,0.5,0.03,990
E13,***汽车贸易有限公司,A,elastic_net_logistic,0.04053604698,selected_model_risk_score,113,0.918699187,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.05373417783,budget,mean,0.1,0.5,0.03,990
E14,个体经营E14,C,elastic_net_logistic,0.03261041867,selected_model_risk_score,117,0.9512195122,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.5,0.03,3.045457077,0.4645315097,0.8546928165,1.726232751,0.01726232751,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.04024201468,budget,mean,0.1,0.5,0.03,990
E15,***劳务有限公司,A,elastic_net_logistic,0.07381492047,selected_model_risk_score,95,0.7723577236,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1036254123,budget,mean,0.1,0.5,0.03,990
E16,***建筑劳务有限公司,A,elastic_net_logistic,0.04998777847,selected_model_risk_score,108,0.8780487805,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.0624669862,budget,mean,0.1,0.5,0.03,990
E17,***消防工程有限公司,A,elastic_net_logistic,0.04649981408,selected_model_risk_score,111,0.9024390244,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.05349825243,budget,mean,0.1,0.5,0.03,990
E18,***消防工程有限责任公司,A,elastic_net_logistic,0.04857513816,selected_model_risk_score,109,0.8861788618,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.06117933194,budget,mean,0.1,0.5,0.03,990
E19,***科技有限公司,A,elastic_net_logistic,0.06543754966,selected_model_risk_score,100,0.8130081301,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09093656268,budget,mean,0.1,0.5,0.03,990
E2,***技术有限责任公司,A,elastic_net_logistic,0.02833749753,selected_model_risk_score,119,0.9674796748,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.5,0.03,2.791805062,0.4132995347,0.8750939301,1.503411597,0.01503411597,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.03642833627,budget,mean,0.1,0.5,0.03,990
E20,***贸易有限公司,B,elastic_net_logistic,0.04546270238,selected_model_risk_score,112,0.9105691057,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.5,0.03,2.995705231,0.6698565665,0.8840520225,1.441796642,0.01441796642,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.06402096704,budget,mean,0.1,0.5,0.03,990
E21,***建设工程有限公司,B,elastic_net_logistic,0.08415779812,selected_model_risk_score,85,0.6910569106,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09612822768,budget,mean,0.1,0.5,0.03,990
E22,***物流有限公司,A,elastic_net_logistic,0.08272431763,selected_model_risk_score,87,0.7073170732,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09349623574,budget,mean,0.1,0.5,0.03,990
E23,***贸易有限公司,B,elastic_net_logistic,0.03337482103,selected_model_risk_score,116,0.9430894309,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.5,0.03,3.033641653,0.4917513005,0.8840520225,1.65783833,0.0165783833,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.04082479351,budget,mean,0.1,0.5,0.03,990
E24,***建筑工程有限公司,A,elastic_net_logistic,0.04702949043,selected_model_risk_score,110,0.8943089431,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.06125175229,budget,mean,0.1,0.5,0.03,990
E25,***通讯设备有限公司,C,elastic_net_logistic,0.08202047653,selected_model_risk_score,89,0.7235772358,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09686547054,budget,mean,0.1,0.5,0.03,990
E26,***金属材料有限公司,A,elastic_net_logistic,0.1342940789,selected_model_risk_score,61,0.4959349593,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1782110185,budget,mean,0.1,0.5,0.03,990
E27,***农业开发有限公司,A,elastic_net_logistic,0.1103832985,selected_model_risk_score,70,0.5691056911,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1369068444,budget,mean,0.1,0.5,0.03,990
E28,***景观工程有限公司,B,elastic_net_logistic,0.09966092865,selected_model_risk_score,76,0.6178861789,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1193350508,budget,mean,0.1,0.5,0.03,990
E29,***建筑劳务有限公司,C,elastic_net_logistic,0.07253671793,selected_model_risk_score,96,0.7804878049,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.08548890218,budget,mean,0.1,0.5,0.03,990
E3,***电子(中国)有限公司***分公司,C,elastic_net_logistic,0.02153611417,selected_model_risk_score,123,1,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.5,0.03,3.629730908,0.4413858422,1.229708866,1.9586362,0.019586362,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.025281018,budget,mean,0.1,0.5,0.03,990
E30,***建筑工程有限公司,B,elastic_net_logistic,0.07713913412,selected_model_risk_score,94,0.7642276423,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1024182862,budget,mean,0.1,0.5,0.03,990
E31,***食品有限公司,A,elastic_net_logistic,0.0367643069,selected_model_risk_score,115,0.9349593496,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.04188668071,budget,mean,0.1,0.5,0.03,990
E32,***建筑劳务有限公司,B,elastic_net_logistic,0.09279588464,selected_model_risk_score,79,0.6422764228,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.104597557,budget,mean,0.1,0.5,0.03,990
E33,***园林有限责任公司,B,elastic_net_logistic,0.09823760896,selected_model_risk_score,77,0.6260162602,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1158892222,budget,mean,0.1,0.5,0.03,990
E34,***建设工程有限公司,B,elastic_net_logistic,0.1015652078,selected_model_risk_score,75,0.6097560976,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1393444528,budget,mean,0.1,0.5,0.03,990
E35,***商贸有限公司,B,elastic_net_logistic,0.08567951436,selected_model_risk_score,83,0.674796748,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1006056864,budget,mean,0.1,0.5,0.03,990
E36,***超硬材料有限公司,D,elastic_net_logistic,0.05081789908,selected_model_risk_score,107,0.8699186992,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.06163613971,budget,mean,0.1,0.5,0.03,990
E37,***木业有限公司,B,elastic_net_logistic,0.084549486,selected_model_risk_score,84,0.6829268293,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1088428529,budget,mean,0.1,0.5,0.03,990
E38,***建设工程有限公司,B,elastic_net_logistic,0.1218095512,selected_model_risk_score,63,0.512195122,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1460270212,budget,mean,0.1,0.5,0.03,990
E39,***建筑劳务有限公司,C,elastic_net_logistic,0.1815109557,selected_model_risk_score,52,0.4227642276,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2307578892,budget,mean,0.1,0.5,0.03,990
E4,***发展有限责任公司,C,elastic_net_logistic,0.03106769432,selected_model_risk_score,118,0.9593495935,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.5,0.03,3.050313756,0.442555586,0.8546928165,1.753065354,0.01753065354,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.04400979025,budget,mean,0.1,0.5,0.03,990
E40,***财税咨询服务有限公司,C,elastic_net_logistic,0.08113873174,selected_model_risk_score,90,0.7317073171,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09293248415,budget,mean,0.1,0.5,0.03,990
E41,***物业发展有限公司,C,elastic_net_logistic,0.07916167381,selected_model_risk_score,91,0.7398373984,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09683047914,budget,mean,0.1,0.5,0.03,990
E42,***园艺场,A,elastic_net_logistic,0.1200846128,selected_model_risk_score,66,0.5365853659,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1475914741,budget,mean,0.1,0.5,0.03,990
E43,***建设工程有限公司,B,elastic_net_logistic,0.1927952664,selected_model_risk_score,48,0.3902439024,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2145282193,budget,mean,0.1,0.5,0.03,990
E44,***商贸有限公司,C,elastic_net_logistic,0.08616234673,selected_model_risk_score,82,0.6666666667,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1035354806,budget,mean,0.1,0.5,0.03,990
E45,个体经营E45,B,elastic_net_logistic,0.1068056002,selected_model_risk_score,73,0.593495935,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1219197504,budget,mean,0.1,0.5,0.03,990
E46,***广告传媒有限公司,C,elastic_net_logistic,0.05276002815,selected_model_risk_score,105,0.8536585366,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.06245378683,budget,mean,0.1,0.5,0.03,990
E47,***控制设备有限责任公司,C,elastic_net_logistic,0.05124807767,selected_model_risk_score,106,0.8617886179,放贷,优化模型选择,90,900000,0.1105,11.05,0.7151023945,0.2848976055,25.64078449,0.5,0.03,2.688105166,0.6570204577,0.7692235348,1.261861173,0.0140206797,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.05822355401,budget,mean,0.1,0.5,0.03,990
E48,***化工有限公司,A,elastic_net_logistic,0.07070577235,selected_model_risk_score,97,0.7886178862,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.08921054517,budget,mean,0.1,0.5,0.03,990
E49,***地球环保科技有限公司,C,elastic_net_logistic,0.09803729486,selected_model_risk_score,78,0.6341463415,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1105965348,budget,mean,0.1,0.5,0.03,990
E5,***供应链管理有限公司,B,elastic_net_logistic,0.05668387407,selected_model_risk_score,103,0.837398374,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.07330978844,budget,mean,0.1,0.5,0.03,990
E50,***建筑劳务有限公司,C,elastic_net_logistic,0.1692453772,selected_model_risk_score,54,0.4390243902,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2040258114,budget,mean,0.1,0.5,0.03,990
E51,***物流有限公司,B,elastic_net_logistic,0.0697365828,selected_model_risk_score,98,0.7967479675,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.07874952738,budget,mean,0.1,0.5,0.03,990
E52,***商贸有限公司,D,elastic_net_logistic,0.2136303318,selected_model_risk_score,44,0.3577235772,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2416471762,budget,mean,0.1,0.5,0.03,990
E53,***文化传媒有限公司,C,elastic_net_logistic,0.107156181,selected_model_risk_score,71,0.5772357724,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1294528809,budget,mean,0.1,0.5,0.03,990
E54,***新技术开发有限公司,A,elastic_net_logistic,0.06439978133,selected_model_risk_score,101,0.8211382114,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.08481402429,budget,mean,0.1,0.5,0.03,990
E55,***集团有限公司***电力设备分公司,C,elastic_net_logistic,0.1835760094,selected_model_risk_score,51,0.4146341463,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2408611135,budget,mean,0.1,0.5,0.03,990
E56,***家居材料***有限公司,C,elastic_net_logistic,0.08755638262,selected_model_risk_score,81,0.6585365854,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1073776577,budget,mean,0.1,0.5,0.03,990
E57,***机械设备有限公司,B,elastic_net_logistic,0.1025680758,selected_model_risk_score,74,0.6016260163,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1291130293,budget,mean,0.1,0.5,0.03,990
E58,***油气工程建设有限责任公司,B,elastic_net_logistic,0.1498825704,selected_model_risk_score,58,0.4715447154,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.166452668,budget,mean,0.1,0.5,0.03,990
E59,***商贸有限公司,A,elastic_net_logistic,0.06896464342,selected_model_risk_score,99,0.8048780488,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.07641618763,budget,mean,0.1,0.5,0.03,990
E6,***装饰设计工程有限公司,A,elastic_net_logistic,0.03828902106,selected_model_risk_score,114,0.9268292683,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.04389193776,budget,mean,0.1,0.5,0.03,990
E60,***机械租赁有限公司,B,elastic_net_logistic,0.2143912442,selected_model_risk_score,43,0.3495934959,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2335825691,budget,mean,0.1,0.5,0.03,990
E61,***调味品有限公司,B,elastic_net_logistic,0.07788330382,selected_model_risk_score,92,0.7479674797,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.09484916536,budget,mean,0.1,0.5,0.03,990
E62,***工程造价咨询有限公司***分公司,B,elastic_net_logistic,0.1214523958,selected_model_risk_score,64,0.5203252033,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1450170246,budget,mean,0.1,0.5,0.03,990
E63,***科技有限公司,B,elastic_net_logistic,0.08368298573,selected_model_risk_score,86,0.6991869919,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1084106096,budget,mean,0.1,0.5,0.03,990
E64,***图书有限责任公司,A,elastic_net_logistic,0.1124750355,selected_model_risk_score,69,0.5609756098,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1209520698,budget,mean,0.1,0.5,0.03,990
E65,***商贸有限公司,B,elastic_net_logistic,0.0894097801,selected_model_risk_score,80,0.6504065041,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.1016662421,budget,mean,0.1,0.5,0.03,990
E66,***快递有限公司,B,elastic_net_logistic,0.2947622952,selected_model_risk_score,30,0.243902439,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.3741353375,budget,mean,0.1,0.5,0.03,990
E67,***信息技术有限公司,B,elastic_net_logistic,0.1845447393,selected_model_risk_score,50,0.406504065,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.2088292217,budget,mean,0.1,0.5,0.03,990
E68,***花木总公司,C,elastic_net_logistic,0.3380718151,selected_model_risk_score,28,0.2276422764,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,budget_0.10_bmax_nominal_equality,nominal_equality,False,0.3824767947,budget,mean,0.1,0.5,0.03,990
