enterprise_id,enterprise_name,credit_rating,risk_model,risk_score,risk_score_source,risk_rank,risk_percentile,loan_decision,decision_reason,offered_loan_amount_10k,offered_loan_amount_yuan,interest_rate,interest_rate_percent,fitted_churn_rate,acceptance_probability,expected_disbursed_amount_10k,lgd,funding_cost_rate,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,expected_net_return_per_offered_unit,solver_scenario_id,budget_definition,representative_scenario_flag,conservative_risk_score,scenario_family,risk_variant,budget_fraction,scenario_lgd,scenario_funding_cost_rate,scenario_budget_10k
E12,***建筑劳务有限公司,B,elastic_net_logistic,0.08202986653,selected_model_risk_score,88,0.7154471545,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.880943403,0.7251866941,0.8840520225,1.271704687,0.01271704687,lgd_0.30_baseline_budget,nominal_equality,False,0.1054632903,lgd,mean,0.5,0.3,0.03,4950
E120,***陈列广告有限公司,D,elastic_net_logistic,0.721226934,selected_model_risk_score,5,0.0406504065,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.7608714869,lgd,mean,0.5,0.3,0.03,4950
E121,***药业连锁有限公司***药店,D,elastic_net_logistic,0.4662178212,selected_model_risk_score,18,0.1463414634,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.5621951951,lgd,mean,0.5,0.3,0.03,4950
E122,***商贸有限责任公司,D,elastic_net_logistic,0.4500783219,selected_model_risk_score,19,0.1544715447,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.6021516604,lgd,mean,0.5,0.3,0.03,4950
E123,***创科技有限责任公司,D,elastic_net_logistic,0.7819761114,selected_model_risk_score,3,0.0243902439,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.8270597923,lgd,mean,0.5,0.3,0.03,4950
E13,***汽车贸易有限公司,A,elastic_net_logistic,0.04053604698,selected_model_risk_score,113,0.918699187,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.756755884,0.3547284866,0.8750939301,1.526933467,0.01526933467,lgd_0.30_baseline_budget,nominal_equality,False,0.05373417783,lgd,mean,0.5,0.3,0.03,4950
E14,个体经营E14,C,elastic_net_logistic,0.03261041867,selected_model_risk_score,117,0.9512195122,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.03,3.588649427,0.4010132096,1.229708866,1.957927352,0.01957927352,lgd_0.30_baseline_budget,nominal_equality,False,0.04024201468,lgd,mean,0.5,0.3,0.03,4950
E15,***劳务有限公司,A,elastic_net_logistic,0.07381492047,selected_model_risk_score,95,0.7723577236,放贷,优化模型选择,100,1000000,0.1025,10.25,0.7312754013,0.2687245987,26.87245987,0.3,0.03,2.551109317,0.5950765464,0.8061737961,1.149858974,0.01149858974,lgd_0.30_baseline_budget,nominal_equality,False,0.1036254123,lgd,mean,0.5,0.3,0.03,4950
E16,***建筑劳务有限公司,A,elastic_net_logistic,0.04998777847,selected_model_risk_score,108,0.8780487805,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.729598932,0.4374400152,0.8750939301,1.417064987,0.01417064987,lgd_0.30_baseline_budget,nominal_equality,False,0.0624669862,lgd,mean,0.5,0.3,0.03,4950
E17,***消防工程有限公司,A,elastic_net_logistic,0.04649981408,selected_model_risk_score,111,0.9024390244,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.739620639,0.4069170505,0.8750939301,1.457609658,0.01457609658,lgd_0.30_baseline_budget,nominal_equality,False,0.05349825243,lgd,mean,0.5,0.3,0.03,4950
E18,***消防工程有限责任公司,A,elastic_net_logistic,0.04857513816,selected_model_risk_score,109,0.8861788618,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.733657766,0.4250780856,0.8750939301,1.43348575,0.0143348575,lgd_0.30_baseline_budget,nominal_equality,False,0.06117933194,lgd,mean,0.5,0.3,0.03,4950
E19,***科技有限公司,A,elastic_net_logistic,0.06543754966,selected_model_risk_score,100,0.8130081301,放贷,优化模型选择,100,1000000,0.1025,10.25,0.7312754013,0.2687245987,26.87245987,0.3,0.03,2.574184174,0.5275403782,0.8061737961,1.24047,0.0124047,lgd_0.30_baseline_budget,nominal_equality,False,0.09093656268,lgd,mean,0.5,0.3,0.03,4950
E2,***技术有限责任公司,A,elastic_net_logistic,0.02833749753,selected_model_risk_score,119,0.9674796748,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.791805062,0.2479797208,0.8750939301,1.668731411,0.01668731411,lgd_0.30_baseline_budget,nominal_equality,False,0.03642833627,lgd,mean,0.5,0.3,0.03,4950
E20,***贸易有限公司,B,elastic_net_logistic,0.04546270238,selected_model_risk_score,112,0.9105691057,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.995705231,0.4019139399,0.8840520225,1.709739269,0.01709739269,lgd_0.30_baseline_budget,nominal_equality,False,0.06402096704,lgd,mean,0.5,0.3,0.03,4950
E21,***建设工程有限公司,B,elastic_net_logistic,0.08415779812,selected_model_risk_score,85,0.6910569106,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.874265136,0.7439987164,0.8840520225,1.246214397,0.01246214397,lgd_0.30_baseline_budget,nominal_equality,False,0.09612822768,lgd,mean,0.5,0.3,0.03,4950
E22,***物流有限公司,A,elastic_net_logistic,0.08272431763,selected_model_risk_score,87,0.7073170732,放贷,优化模型选择,100,1000000,0.1225,12.25,0.8148090077,0.1851909923,18.51909923,0.3,0.03,2.080922124,0.4595939541,0.5555729769,1.065755193,0.01065755193,lgd_0.30_baseline_budget,nominal_equality,False,0.09349623574,lgd,mean,0.5,0.3,0.03,4950
E23,***贸易有限公司,B,elastic_net_logistic,0.03337482103,selected_model_risk_score,116,0.9430894309,放贷,优化模型选择,100,1000000,0.0945,9.45,0.6356051463,0.3643948537,36.43948537,0.3,0.03,3.328604124,0.3648483908,1.093184561,1.870571172,0.01870571172,lgd_0.30_baseline_budget,nominal_equality,False,0.04082479351,lgd,mean,0.5,0.3,0.03,4950
E24,***建筑工程有限公司,A,elastic_net_logistic,0.04702949043,selected_model_risk_score,110,0.8943089431,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.73809876,0.4115522161,0.8750939301,1.451452613,0.01451452613,lgd_0.30_baseline_budget,nominal_equality,False,0.06125175229,lgd,mean,0.5,0.3,0.03,4950
E25,***通讯设备有限公司,C,elastic_net_logistic,0.08202047653,selected_model_risk_score,89,0.7235772358,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.889908358,0.701023121,0.8546928165,1.33419242,0.0133419242,lgd_0.30_baseline_budget,nominal_equality,False,0.09686547054,lgd,mean,0.5,0.3,0.03,4950
E26,***金属材料有限公司,A,elastic_net_logistic,0.1342940789,selected_model_risk_score,61,0.4959349593,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1782110185,lgd,mean,0.5,0.3,0.03,4950
E27,***农业开发有限公司,A,elastic_net_logistic,0.1103832985,selected_model_risk_score,70,0.5691056911,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1369068444,lgd,mean,0.5,0.3,0.03,4950
E28,***景观工程有限公司,B,elastic_net_logistic,0.09966092865,selected_model_risk_score,76,0.6178861789,放贷,优化模型选择,100,1000000,0.1185,11.85,0.7692116619,0.2307883381,23.07883381,0.3,0.03,2.462284932,0.6900174029,0.6923650143,1.079902515,0.01079902515,lgd_0.30_baseline_budget,nominal_equality,False,0.1193350508,lgd,mean,0.5,0.3,0.03,4950
E29,***建筑劳务有限公司,C,elastic_net_logistic,0.07253671793,selected_model_risk_score,96,0.7804878049,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.919764354,0.6199661175,0.8546928165,1.44510542,0.0144510542,lgd_0.30_baseline_budget,nominal_equality,False,0.08548890218,lgd,mean,0.5,0.3,0.03,4950
E3,***电子(中国)有限公司***分公司,C,elastic_net_logistic,0.02153611417,selected_model_risk_score,123,1,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.03,3.629730908,0.2648315053,1.229708866,2.135190537,0.02135190537,lgd_0.30_baseline_budget,nominal_equality,False,0.025281018,lgd,mean,0.5,0.3,0.03,4950
E30,***建筑工程有限公司,B,elastic_net_logistic,0.07713913412,selected_model_risk_score,94,0.7642276423,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.896292403,0.6819500753,0.8840520225,1.330290305,0.01330290305,lgd_0.30_baseline_budget,nominal_equality,False,0.1024182862,lgd,mean,0.5,0.3,0.03,4950
E31,***食品有限公司,A,elastic_net_logistic,0.0367643069,selected_model_risk_score,115,0.9349593496,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.3,0.03,2.767592942,0.3217222181,0.8750939301,1.570776794,0.01570776794,lgd_0.30_baseline_budget,nominal_equality,False,0.04188668071,lgd,mean,0.5,0.3,0.03,4950
E32,***建筑劳务有限公司,B,elastic_net_logistic,0.09279588464,selected_model_risk_score,79,0.6422764228,放贷,优化模型选择,100,1000000,0.1185,11.85,0.7692116619,0.2307883381,23.07883381,0.3,0.03,2.481059742,0.64248624,0.6923650143,1.146208487,0.01146208487,lgd_0.30_baseline_budget,nominal_equality,False,0.104597557,lgd,mean,0.5,0.3,0.03,4950
E33,***园林有限责任公司,B,elastic_net_logistic,0.09823760896,selected_model_risk_score,77,0.6260162602,放贷,优化模型选择,100,1000000,0.1185,11.85,0.7692116619,0.2307883381,23.07883381,0.3,0.03,2.466177487,0.6801628353,0.6923650143,1.093649637,0.01093649637,lgd_0.30_baseline_budget,nominal_equality,False,0.1158892222,lgd,mean,0.5,0.3,0.03,4950
E34,***建设工程有限公司,B,elastic_net_logistic,0.1015652078,selected_model_risk_score,75,0.6097560976,放贷,优化模型选择,100,1000000,0.1185,11.85,0.7692116619,0.2307883381,23.07883381,0.3,0.03,2.45707703,0.7032019655,0.6923650143,1.06151005,0.0106151005,lgd_0.30_baseline_budget,nominal_equality,False,0.1393444528,lgd,mean,0.5,0.3,0.03,4950
E35,***商贸有限公司,B,elastic_net_logistic,0.08567951436,selected_model_risk_score,83,0.674796748,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.869489405,0.7574514796,0.8840520225,1.227985903,0.01227985903,lgd_0.30_baseline_budget,nominal_equality,False,0.1006056864,lgd,mean,0.5,0.3,0.03,4950
E36,***超硬材料有限公司,D,elastic_net_logistic,0.05081789908,selected_model_risk_score,107,0.8699186992,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.06163613971,lgd,mean,0.5,0.3,0.03,4950
E37,***木业有限公司,B,elastic_net_logistic,0.084549486,selected_model_risk_score,84,0.6829268293,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.873035868,0.747461441,0.8840520225,1.241522405,0.01241522405,lgd_0.30_baseline_budget,nominal_equality,False,0.1088428529,lgd,mean,0.5,0.3,0.03,4950
E38,***建设工程有限公司,B,elastic_net_logistic,0.1218095512,selected_model_risk_score,63,0.512195122,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1460270212,lgd,mean,0.5,0.3,0.03,4950
E39,***建筑劳务有限公司,C,elastic_net_logistic,0.1815109557,selected_model_risk_score,52,0.4227642276,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.2307578892,lgd,mean,0.5,0.3,0.03,4950
E4,***发展有限责任公司,C,elastic_net_logistic,0.03106769432,selected_model_risk_score,118,0.9593495935,放贷,优化模型选择,100,1000000,0.0905,9.05,0.5900970447,0.4099029553,40.99029553,0.3,0.03,3.594372351,0.3820421915,1.229708866,1.982621294,0.01982621294,lgd_0.30_baseline_budget,nominal_equality,False,0.04400979025,lgd,mean,0.5,0.3,0.03,4950
E40,***财税咨询服务有限公司,C,elastic_net_logistic,0.08113873174,selected_model_risk_score,90,0.7317073171,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.892684195,0.6934869116,0.8546928165,1.344504467,0.01344504467,lgd_0.30_baseline_budget,nominal_equality,False,0.09293248415,lgd,mean,0.5,0.3,0.03,4950
E41,***物业发展有限公司,C,elastic_net_logistic,0.07916167381,selected_model_risk_score,91,0.7398373984,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.898908208,0.6765891395,0.8546928165,1.367626252,0.01367626252,lgd_0.30_baseline_budget,nominal_equality,False,0.09683047914,lgd,mean,0.5,0.3,0.03,4950
E42,***园艺场,A,elastic_net_logistic,0.1200846128,selected_model_risk_score,66,0.5365853659,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1475914741,lgd,mean,0.5,0.3,0.03,4950
E43,***建设工程有限公司,B,elastic_net_logistic,0.1927952664,selected_model_risk_score,48,0.3902439024,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.2145282193,lgd,mean,0.5,0.3,0.03,4950
E44,***商贸有限公司,C,elastic_net_logistic,0.08616234673,selected_model_risk_score,82,0.6666666667,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.87686926,0.736423388,0.8546928165,1.285753055,0.01285753055,lgd_0.30_baseline_budget,nominal_equality,False,0.1035354806,lgd,mean,0.5,0.3,0.03,4950
E45,个体经营E45,B,elastic_net_logistic,0.1068056002,selected_model_risk_score,73,0.593495935,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1219197504,lgd,mean,0.5,0.3,0.03,4950
E46,***广告传媒有限公司,C,elastic_net_logistic,0.05276002815,selected_model_risk_score,105,0.8536585366,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.982023718,0.4509361706,0.8546928165,1.676394731,0.01676394731,lgd_0.30_baseline_budget,nominal_equality,False,0.06245378683,lgd,mean,0.5,0.3,0.03,4950
E47,***控制设备有限责任公司,C,elastic_net_logistic,0.05124807767,selected_model_risk_score,106,0.8617886179,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.986783517,0.4380136384,0.8546928165,1.694077062,0.01694077062,lgd_0.30_baseline_budget,nominal_equality,False,0.05822355401,lgd,mean,0.5,0.3,0.03,4950
E48,***化工有限公司,A,elastic_net_logistic,0.07070577235,selected_model_risk_score,97,0.7886178862,放贷,优化模型选择,100,1000000,0.1025,10.25,0.7312754013,0.2687245987,26.87245987,0.3,0.03,2.559673239,0.570011409,0.8061737961,1.183488033,0.01183488033,lgd_0.30_baseline_budget,nominal_equality,False,0.08921054517,lgd,mean,0.5,0.3,0.03,4950
E49,***地球环保科技有限公司,C,elastic_net_logistic,0.09803729486,selected_model_risk_score,78,0.6341463415,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.839485515,0.8379177167,0.8546928165,1.146874982,0.01146874982,lgd_0.30_baseline_budget,nominal_equality,False,0.1105965348,lgd,mean,0.5,0.3,0.03,4950
E5,***供应链管理有限公司,B,elastic_net_logistic,0.05668387407,selected_model_risk_score,103,0.837398374,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.960488878,0.5011149351,0.8840520225,1.57532192,0.0157532192,lgd_0.30_baseline_budget,nominal_equality,False,0.07330978844,lgd,mean,0.5,0.3,0.03,4950
E50,***建筑劳务有限公司,C,elastic_net_logistic,0.1692453772,selected_model_risk_score,54,0.4390243902,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.2040258114,lgd,mean,0.5,0.3,0.03,4950
E51,***物流有限公司,B,elastic_net_logistic,0.0697365828,selected_model_risk_score,98,0.7967479675,放贷,优化模型选择,100,1000000,0.1065,10.65,0.7053159925,0.2946840075,29.46840075,0.3,0.03,2.919524457,0.6165076707,0.8840520225,1.418964764,0.01418964764,lgd_0.30_baseline_budget,nominal_equality,False,0.07874952738,lgd,mean,0.5,0.3,0.03,4950
E52,***商贸有限公司,D,elastic_net_logistic,0.2136303318,selected_model_risk_score,44,0.3577235772,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.2416471762,lgd,mean,0.5,0.3,0.03,4950
E53,***文化传媒有限公司,C,elastic_net_logistic,0.107156181,selected_model_risk_score,71,0.5772357724,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.1294528809,lgd,mean,0.5,0.3,0.03,4950
E54,***新技术开发有限公司,A,elastic_net_logistic,0.06439978133,selected_model_risk_score,101,0.8211382114,放贷,优化模型选择,100,1000000,0.1025,10.25,0.7312754013,0.2687245987,26.87245987,0.3,0.03,2.577042631,0.5191741618,0.8061737961,1.251694673,0.01251694673,lgd_0.30_baseline_budget,nominal_equality,False,0.08481402429,lgd,mean,0.5,0.3,0.03,4950
E55,***集团有限公司***电力设备分公司,C,elastic_net_logistic,0.1835760094,selected_model_risk_score,51,0.4146341463,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.2408611135,lgd,mean,0.5,0.3,0.03,4950
E56,***家居材料***有限公司,C,elastic_net_logistic,0.08755638262,selected_model_risk_score,81,0.6585365854,放贷,优化模型选择,100,1000000,0.1105,11.05,0.7151023945,0.2848976055,28.48976055,0.3,0.03,2.872480669,0.7483381126,0.8546928165,1.26944974,0.0126944974,lgd_0.30_baseline_budget,nominal_equality,False,0.1073776577,lgd,mean,0.5,0.3,0.03,4950
E57,***机械设备有限公司,B,elastic_net_logistic,0.1025680758,selected_model_risk_score,74,0.6016260163,放贷,优化模型选择,100,1000000,0.1185,11.85,0.7692116619,0.2307883381,23.07883381,0.3,0.03,2.454334345,0.7101454727,0.6923650143,1.051823858,0.01051823858,lgd_0.30_baseline_budget,nominal_equality,False,0.1291130293,lgd,mean,0.5,0.3,0.03,4950
E58,***油气工程建设有限责任公司,B,elastic_net_logistic,0.1498825704,selected_model_risk_score,58,0.4715447154,不放贷,优化模型未选择,0,0,,,,,0,0.3,0.03,0,0,0,0,,lgd_0.30_baseline_budget,nominal_equality,False,0.166452668,lgd,mean,0.5,0.3,0.03,4950
