enterprise_id,enterprise_name,main_risk_score,risk_instability_mean,risk_instability_sd,risk_instability_p05,risk_instability_p10,risk_instability_p50,risk_instability_p90,risk_instability_p95,risk_instability_min,risk_instability_max,risk_instability_test_count,label_spreading_risk_score,label_spreading_final_labeled_nodes,label_spreading_final_unlabeled_target_nodes,label_spreading_test_labels_hidden,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,predicted_rating,ood_feature_count,ood_feature_fraction,missing_primary_feature_count,novelty_score_max_tail_distance,ood_flag,threshold_source,threshold_rule,main_risk_rank,label_spreading_risk_rank,rank_difference_label_spreading_minus_main,main_top20_candidate,label_spreading_top20_candidate,rating_probability_sum,rating_probability_min,rating_row_nonnegative_ok,rating_row_sum_ok,rating_probability_check,risk_instability_interval_width,risk_disagreement_abs,rating_entropy_normalized,uncertainty_reason_ood,uncertainty_reason_interval_width,uncertainty_reason_model_disagreement,uncertainty_reason_rating_entropy,uncertainty_reasons,high_uncertainty_flag,risk_interval_is_external_confidence_interval,risk_interval_definition,risk_interpretation
E390,***建筑工程有限公司,0.5828931716,0.5297521399,0.1059220325,0.3529123073,0.3785927897,0.5350049905,0.6744117067,0.6828615509,0.2852725955,0.694023409,50,0.1631419741,123,302,True,0.001185968566,0.008527862602,0.1036888901,0.8865972787,D,3,0.2,0,0.0175100672,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,22,99,77,1,0,1,0.001185968566,True,True,PASS,0.3299492436,0.4197511975,0.2815646948,True,True,True,False,OOD|risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E291,***文业建设工程有限公司,0.5696332623,0.5437654101,0.1230126668,0.3638518132,0.3935087494,0.5234843379,0.7145205693,0.7294604175,0.334098975,0.8431798899,50,0.3822271592,123,302,True,0.01368936025,0.08917583062,0.496353545,0.4007812641,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,23,63,40,1,0,1,0.01368936025,True,True,PASS,0.3656086043,0.1874061031,0.7129965978,False,True,False,False,risk_interval_width,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E384,个体经营E384,0.5678905916,0.5160894297,0.07847860036,0.4107057741,0.4189861252,0.512445196,0.6262062289,0.6424904675,0.3849953207,0.6992478312,50,0.8871304755,123,302,True,0.01764821384,0.1115857055,0.530082277,0.3406838036,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,24,14,-10,1,1,1,0.01764821384,True,True,PASS,0.2317846934,0.3192398839,0.7352371697,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E368,***通信科技有限责任公司,0.5434393237,0.4939306594,0.0536293569,0.4191425117,0.4280519197,0.4928591029,0.5643150818,0.5837638285,0.340573165,0.5933790061,50,0.03653390923,123,302,True,0.003345183806,0.02363459446,0.2385700799,0.7344501418,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,25,133,108,1,0,1,0.003345183806,True,True,PASS,0.1646213169,0.5069054145,0.4877387708,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E381,***通信网络工程有限公司,0.532733148,0.4846496071,0.08572517115,0.3487351043,0.3989899032,0.4846281739,0.6020766715,0.6168522798,0.2580019113,0.6811011627,50,0.6752876666,123,302,True,0.004869636919,0.03398535411,0.3063257656,0.6548192433,D,2,0.1333333333,0,3.958201487,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,26,29,3,1,1,1,0.004869636919,True,True,PASS,0.2681171755,0.1425545186,0.5630303843,True,True,False,False,OOD|risk_interval_width,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E399,***装饰工程有限公司,0.5323221386,0.4921247715,0.06066007224,0.3943330367,0.4071799234,0.4914981166,0.5683344259,0.5885059455,0.3854600412,0.6204019719,50,0.9925803723,123,302,True,0.01601913327,0.1025284074,0.5183076754,0.3631447839,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,27,1,-26,1,1,1,0.01601913327,True,True,PASS,0.1941729088,0.4602582337,0.7272744241,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E416,***科技有限公司,0.5315217161,0.5393403502,0.06752986785,0.4449677453,0.4591385959,0.5301709759,0.6372234847,0.6457461585,0.423925669,0.6923599642,50,0.08649084579,123,302,True,0.005662827555,0.03927109922,0.3352919336,0.6197741397,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,28,108,80,1,0,1,0.005662827555,True,True,PASS,0.2007784132,0.4450308703,0.5910152227,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E398,***医疗管理咨询有限公司,0.5216074509,0.4582956299,0.07642983917,0.3411872079,0.3607598487,0.4512992705,0.5666335989,0.571804549,0.2997312506,0.582217967,50,0.9655362182,123,302,True,0.007596657385,0.05187982499,0.3924579201,0.5480655975,D,1,0.06666666667,0,0.001445271987,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,29,4,-25,1,1,1,0.007596657385,True,True,PASS,0.2306173411,0.4439287673,0.6400057431,True,True,True,False,OOD|risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E406,***招投标代理有限公司,0.5213655072,0.4740471082,0.04578236429,0.401370009,0.4138066056,0.4772536404,0.5332394615,0.5400239781,0.3770966458,0.5604702685,50,0.9043111344,123,302,True,0.006660535671,0.04582488288,0.3668969832,0.5806175982,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,30,13,-17,1,1,1,0.006660535671,True,True,PASS,0.1386539691,0.3829456272,0.6190552809,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E394,***环保设计研究院（有限合伙）,0.5030424038,0.4454511115,0.03754152008,0.3735931987,0.4025816247,0.4497268673,0.4841067212,0.4902000307,0.3365939321,0.5232884776,50,0.01976467388,123,302,True,0.01298049926,0.08501694016,0.4882131028,0.4137894578,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,31,154,123,1,0,1,0.01298049926,True,True,PASS,0.116606832,0.4832777299,0.7077337579,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E396,***文化传播有限公司,0.4926184178,0.4374393861,0.04002591966,0.369274699,0.3824980722,0.4432103493,0.4833803502,0.4867813652,0.3414883827,0.5077373079,50,0.3241229804,123,302,True,0.009159805755,0.06179180769,0.4280071517,0.5010412349,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,32,77,45,1,0,1,0.009159805755,True,True,PASS,0.1175066662,0.1684954374,0.6668715101,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E376,***建筑装饰设计有限责任公司,0.4865881656,0.4961723992,0.07069717476,0.4077924382,0.419465601,0.4870776233,0.585096752,0.6257968356,0.3577725168,0.7028311012,50,0.1524603203,123,302,True,0.01582697132,0.1014450814,0.5167422251,0.3659857222,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,33,101,68,1,0,1,0.01582697132,True,True,PASS,0.2180043974,0.3341278453,0.7262405914,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E389,***清洁服务有限公司,0.4730465972,0.4693487011,0.09920905063,0.3122567739,0.3407963742,0.4626577061,0.6055814912,0.6183518668,0.2806811461,0.674923062,50,0.08197746105,123,302,True,0.003376924613,0.02385272459,0.2401723704,0.7325979804,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,34,110,76,1,0,1,0.003376924613,True,True,PASS,0.3060950929,0.3910691361,0.4896961968,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E360,***建筑劳务有限公司,0.4716604114,0.4901007389,0.09759672001,0.3535601948,0.3845941599,0.4695165932,0.6231945927,0.6634782511,0.3137406765,0.7745727215,50,0.4860706812,123,302,True,0.004447145436,0.03114222402,0.2892823212,0.6751283093,D,2,0.1333333333,0,0.1428571429,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,35,42,7,1,1,1,0.004447145436,True,True,PASS,0.3099180563,0.01441026976,0.545453861,True,True,False,False,OOD|risk_interval_width,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E411,***机电设备有限公司,0.4592589483,0.4423259646,0.04792187044,0.3684472123,0.3915097865,0.4390633337,0.4987580205,0.5168460188,0.3159560039,0.5520746981,50,0.01413831623,123,302,True,0.01483595587,0.09580714809,0.5080037737,0.3813531224,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,36,163,127,1,0,1,0.01483595587,True,True,PASS,0.1483988065,0.4451206321,0.720530335,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E378,***商贸有限公司,0.4576221214,0.4316012615,0.05809791379,0.3441764053,0.3611033161,0.4414866495,0.4856269137,0.527650369,0.2882109165,0.5594275215,50,0.513002646,123,302,True,0.03472216861,0.1943651274,0.5657812481,0.2051314559,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,37,39,2,1,1,1,0.03472216861,True,True,PASS,0.1834739636,0.05538052456,0.7806725637,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E380,***建材有限公司,0.4551323812,0.4316684844,0.07102342771,0.3233886333,0.3376266389,0.4345476947,0.5346112981,0.5445582956,0.312238966,0.5679388531,50,0.3307114209,123,302,True,0.002211574358,0.01576984962,0.1747633058,0.8072552702,D,2,0.1333333333,0,4.682387553e-06,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,38,73,35,1,0,1,0.002211574358,True,True,PASS,0.2211696622,0.1244209602,0.4015384352,True,True,False,False,OOD|risk_interval_width,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E409,***塑胶有限公司,0.4283230313,0.4164463262,0.04922494875,0.3442882163,0.3597512218,0.4125825329,0.4773621007,0.5086540055,0.3257806132,0.5433251541,50,0.9596193755,123,302,True,0.03358934524,0.1894893732,0.5661335002,0.2107877814,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,39,5,-34,1,1,1,0.03358934524,True,True,PASS,0.1643657892,0.5312963443,0.7786598664,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E383,***通讯器材经营部,0.4224271149,0.4197170075,0.05982713271,0.3309492553,0.3474998653,0.4185044329,0.5014824076,0.5125440337,0.2948163673,0.5396231312,50,0.3935072547,123,302,True,0.00381628934,0.02686062738,0.2614472483,0.707875835,D,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,40,61,21,1,1,1,0.00381628934,True,True,PASS,0.1815947785,0.02891986016,0.5148310292,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E336,***猕猴桃专业合作社,0.4179705012,0.4320590402,0.1048542659,0.2734954054,0.304830957,0.4239494811,0.5529788078,0.5725675147,0.214773481,0.7010967058,50,0.08649079299,123,302,True,0.01477408614,0.09545231091,0.5074192463,0.3823543566,C,1,0.06666666667,0,0.1548619057,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,41,109,68,1,0,1,0.01477408614,True,True,PASS,0.2990721093,0.3314797082,0.7201510111,True,True,True,False,OOD|risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E397,***大闸蟹经营部,0.4160276284,0.4444281731,0.07174093792,0.3500299094,0.3568710191,0.4287171406,0.5347848047,0.5784324291,0.3329378654,0.6268280142,50,0.7905457065,123,302,True,0.01428938798,0.0926607167,0.5026704915,0.3903794038,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,42,21,-21,1,1,1,0.01428938798,True,True,PASS,0.2284025198,0.3745180781,0.7170764502,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
