enterprise_id,enterprise_name,industry_code,mapping_status,confidence,mapping_confidence,q2_main_risk,q2_risk_interpretation,growth_yoy_pct,growth_source,d_h_pp,S_h,identity_multiplier,identity_risk,light_multiplier,light_risk,medium_multiplier,medium_risk,severe_multiplier,severe_risk,robust_risk,unknown_industry_flag,industry_high_uncertainty_flag,high_uncertainty_flag,unknown_policy,growth_source_url,source_release_date,source_period,source_standard,source_status,source_interpretation,risk_override_only
E124,个体经营E124,unknown,generic_unknown,0.0,0.0,0.06693188597,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06693188597,1.1103125,0.07431530964106561,1.220625,0.08169873331213125,1.25,0.08366485746249999,0.08366485746249999,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E135,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.03864400783,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.03864400783,1.0546875,0.04075735200820312,1.109375,0.04287069618640625,1.1640625,0.04498404036460937,0.04498404036460937,0,0,0,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E136,***机械有限责任公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.06222333221,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06222333221,1.1103125,0.06908734354441563,1.220625,0.07595135487883126,1.25,0.0777791652625,0.0777791652625,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E137,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.06292225318,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.06292225318,1.0546875,0.06636331390078125,1.109375,0.0698043746215625,1.1640625,0.07324543534234375,0.07324543534234375,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E138,个体经营E138,unknown,generic_unknown,0.0,0.0,0.03248384417,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.03248384417,1.1103125,0.036067218230003126,1.220625,0.03965059229000625,1.25,0.0406048052125,0.0406048052125,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E139,个体经营E139,unknown,generic_unknown,0.0,0.0,0.02561175391,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.02561175391,1.1103125,0.028437050513196876,1.220625,0.03126234711639375,1.25,0.0320146923875,0.0320146923875,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E140,***建筑工程有限公司,construction,high_specific_rule,1.0,1.0,0.03574723554,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.03574723554,1.0546875,0.037702162483593746,1.109375,0.0396570894271875,1.1640625,0.04161201637078125,0.04161201637078125,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E141,***食品有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.02914031602,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.02914031602,1.1103125,0.032354857130956254,1.220625,0.035569398241912506,1.25,0.036425395025,0.036425395025,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E142,***运业有限公司,transport_storage_post,high_specific_rule,1.0,1.0,0.04497248243,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-14.0,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,14.0,0.35,1.0,0.04497248243,1.04375,0.0469400285363125,1.0875,0.048907574642625,1.13125,0.050875120748937505,0.050875120748937505,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E143,***电子科技有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.07225716502,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.07225716502,1.1103125,0.08022803353626876,1.220625,0.08819890205253751,1.25,0.090321456275,0.090321456275,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E144,***劳务有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.05989639601,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.05989639601,1.1103125,0.06650371719485312,1.220625,0.07311103837970626,1.25,0.0748704950125,0.0748704950125,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E145,***工贸有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.03599533112,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.03599533112,1.1103125,0.039966066084175,1.220625,0.04393680104835,1.25,0.0449941639,0.0449941639,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E146,***基础建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.03763527991,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.03763527991,1.0546875,0.03969345928007813,1.109375,0.04175163865015625,1.1640625,0.04380981802023438,0.04380981802023438,0,0,0,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E147,***装饰工程有限责任公司,construction,high_specific_rule,1.0,1.0,0.03881957715,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.03881957715,1.0546875,0.04094252277539062,1.109375,0.04306546840078125,1.1640625,0.04518841402617187,0.04518841402617187,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E148,***商贸有限公司,wholesale_retail,high_specific_rule,1.0,1.0,0.07220733777,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.8,0.445,1.0,0.07220733777,1.055625,0.07622387093345626,1.11125,0.08024040409691251,1.166875,0.08425693726036876,0.08425693726036876,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E149,***建筑劳务有限公司,construction,high_specific_rule,1.0,1.0,0.05966215737,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.05966215737,1.0546875,0.06292493160117188,1.109375,0.06618770583234375,1.1640625,0.06945048006351563,0.06945048006351563,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E150,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.04809596502,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.04809596502,1.0546875,0.05072621310703125,1.109375,0.053356461194062496,1.1640625,0.05598670928109375,0.05598670928109375,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E151,***路桥工程有限公司,construction,high_specific_rule,1.0,1.0,0.06143754113,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.06143754113,1.0546875,0.06479740666054688,1.109375,0.06815727219109376,1.1640625,0.07151713772164063,0.07151713772164063,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E152,***运贸有限责任公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.03685676442,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.03685676442,1.1103125,0.040922526245081255,1.220625,0.0449882880701625,1.25,0.046070955525,0.046070955525,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E153,个体经营E153,unknown,generic_unknown,0.0,0.0,0.0656927255,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.0656927255,1.1103125,0.07293945428171875,1.220625,0.0801861830634375,1.25,0.08211590687499999,0.08211590687499999,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E154,***汽车销售服务有限公司,wholesale_retail,high_specific_rule,1.0,1.0,0.104624478,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.8,0.445,1.0,0.104624478,1.055625,0.11044421458875,1.11125,0.11626395117750002,1.166875,0.12208368776625002,0.12208368776625002,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E155,个体经营E155,unknown,generic_unknown,0.0,0.0,0.06077081477,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06077081477,1.1103125,0.06747459527431562,1.220625,0.07417837577863126,1.25,0.0759635184625,0.0759635184625,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E156,个体经营E156,unknown,generic_unknown,0.0,0.0,0.06116067527,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06116067527,1.1103125,0.06790746226072188,1.220625,0.07465424925144375,1.25,0.0764508440875,0.0764508440875,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E157,***环境设备工程有限公司,construction,high_specific_rule,1.0,1.0,0.1040462037,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1040462037,1.0546875,0.10973623046484375,1.109375,0.11542625722968751,1.1640625,0.12111628399453125,0.12111628399453125,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E158,***装饰工程有限公司,construction,high_specific_rule,1.0,1.0,0.08635403357,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.08635403357,1.0546875,0.09107651978085937,1.109375,0.09579900599171876,1.1640625,0.10052149220257812,0.10052149220257812,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E159,个体经营E159,unknown,generic_unknown,0.0,0.0,0.04388393826,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04388393826,1.1103125,0.04872488519930625,1.220625,0.053565832138612504,1.25,0.054854922825,0.054854922825,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E160,***钢结构工程有限公司,construction,high_specific_rule,1.0,1.0,0.04763865975,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.04763865975,1.0546875,0.05024389895507812,1.109375,0.052849138160156246,1.1640625,0.05545437736523438,0.05545437736523438,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E161,***建筑劳务有限责任公司,construction,high_specific_rule,1.0,1.0,0.04601752607,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.04601752607,1.0546875,0.048534109526953126,1.109375,0.05105069298390625,1.1640625,0.053567276440859374,0.053567276440859374,0,0,0,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E162,***网络信息安全有限公司,information_software_it,high_specific_rule,1.0,1.0,0.07254758922,historical invoice behavior relative default tendency; 302 firms have no observed default labels,13.2,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,0.0,0.0,1.0,0.07254758922,1.0,0.07254758922,1.0,0.07254758922,1.0,0.07254758922,0.07254758922,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E163,***物流有限公司,transport_storage_post,high_specific_rule,1.0,1.0,0.06342247812,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-14.0,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,14.0,0.35,1.0,0.06342247812,1.04375,0.06619721153775,1.0875,0.06897194495549999,1.13125,0.07174667837325001,0.07174667837325001,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E164,个体经营E164,unknown,generic_unknown,0.0,0.0,0.04031919601,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04031919601,1.1103125,0.04476690731985313,1.220625,0.049214618629706254,1.25,0.0503989950125,0.0503989950125,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E165,***文化传媒股份有限公司,other_services,high_specific_rule,1.0,1.0,0.03651589074,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-1.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,1.8,0.045,1.0,0.03651589074,1.005625,0.0367212926254125,1.01125,0.036926694510825,1.016875,0.0371320963962375,0.0371320963962375,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E166,***建筑工程有限公司,construction,high_specific_rule,1.0,1.0,0.09217207109,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.09217207109,1.0546875,0.09721273122773438,1.109375,0.10225339136546875,1.1640625,0.10729405150320313,0.10729405150320313,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
