enterprise_id,enterprise_name,credit_rating,default_label,business_scale_10k,sales_scale_10k,purchase_scale_10k,net_sales_10k,operating_net_inflow_proxy_10k,sales_growth_trend,sales_monthly_cv,invoice_activity_per_month,sales_return_rate,purchase_return_rate,void_invoice_rate,zero_amount_invoice_rate,customer_count,supplier_count,customer_hhi,supplier_hhi,max_customer_share,max_supplier_share,purchase_sales_ratio,active_month_ratio,longest_active_streak_ratio,audit_all_invoice_count,audit_valid_invoice_count,audit_void_invoice_count,audit_positive_invoice_count,audit_negative_invoice_count,audit_zero_invoice_count,audit_negative_amount_10k,audit_missing_counterparty_count
E112,***机械设备有限公司,D,1,212.150442,119.410853,92.739589,109.4803,17.455711,-0.01985505464,2.249338752,2.87804878,0.08316290145,0.007709760284,0.078125,0,2,25,0.9918217345,0.3145551547,0.9958940081,0.5408127267,0.7766428819,0.6585365854,0.5853658537,128,118,10,115,3,0,10.645553,0
E113,***美居科技有限公司,D,1,168.708073,32.95,135.758073,32.95,-102.808073,0.003959087601,3.808999807,3.243902439,-0,-0,0.119205298,0,3,35,0.4562783083,0.4882788118,0.5948406677,0.6681053877,4.120123612,0.5365853659,0.3902439024,151,133,18,133,0,0,-0,0
E114,***食品有限责任公司,D,1,87.525864,23.094164,64.4317,22.621764,-41.809936,-0.003494652783,1.457157718,3.292682927,0.02045538431,-0,0.1059602649,0,23,20,0.07738565612,0.1838579504,0.149301789,0.2923995487,2.789955939,0.8292682927,0.7317073171,151,135,16,134,1,0,0.4724,0
E115,***装饰工程有限公司,D,1,5.776,5.72,0.056,5.72,5.664,0.006495778964,4.230294937,0.1463414634,-0,-0,0.25,0,3,2,0.4502176146,0.5,0.6118881119,0.5,0.00979020979,0.1219512195,0.0487804878,8,6,2,6,0,0,-0,0
E116,***门窗有限公司,D,1,24.117657,23.837032,0.280625,23.837032,23.556407,-0.006504165021,2.007551482,1.292682927,-0,-0,0.0701754386,0,25,8,0.0896390687,0.1530713756,0.1600414011,0.2383964365,0.01177264854,0.4634146341,0.1463414634,57,53,4,53,0,0,-0,0
E117,***人力资源管理咨询有限公司,D,1,53.2288,52.5168,0.712,52.5168,51.8048,-0.005948285491,2.486176051,0.7317073171,-0,-0,0.375,0,1,3,1,0.5585035033,1,0.702247191,0.01355756634,0.2926829268,0.2195121951,48,30,18,30,0,0,-0,0
E118,***体育用品有限公司,D,1,34.917099,28.14582,6.771279,28.09412,21.322841,-0.00968235278,1.825882772,3.975609756,0.001836862454,-0,0.05780346821,0,117,9,0.1045492824,0.351508157,0.2471947877,0.496878064,0.2405784944,0.8536585366,0.4146341463,173,163,10,162,1,0,0.0517,0
E119,***药房,D,1,28.651583,3.6742,24.977383,3.6742,-21.299283,0.003456279496,2.313397553,8.097560976,-0,0.0001561412579,0.0119047619,0,14,17,0.09667370592,0.164063756,0.1959610255,0.2442313112,6.79804665,0.756097561,0.5853658537,336,332,4,331,1,0,0.0039,0
E12,***建筑劳务有限公司,B,0,33971.65833,24400.30205,9571.356283,24300.30205,14755.60078,0.1137308254,1.834793243,49.26829268,0.004098309922,0.002784873137,0.02931283037,0,5,395,0.5624072098,0.1336447642,0.7226898488,0.3077969352,0.3922638442,0.8780487805,0.7804878049,2081,2020,61,2006,14,0,126.655013,0
E120,***陈列广告有限公司,D,1,21.583976,19.639342,1.944634,19.639342,17.694708,0.00446521441,3.437114749,1.073170732,-0,-0,0.3230769231,0,6,16,0.3054209186,0.3426954139,0.3971619823,0.5528032524,0.0990172685,0.3658536585,0.09756097561,65,44,21,44,0,0,-0,0
E121,***药业连锁有限公司***药店,D,1,136.780743,11.428755,125.351988,11.428755,-113.683233,-0.007481399719,1.354888923,5.195121951,-0,0.001914608646,0.09745762712,0,116,11,0.04353820414,0.9689955572,0.1782656116,0.9843295345,10.96812277,0.6341463415,0.5853658537,236,213,23,212,1,0,0.24,0
E122,***商贸有限责任公司,D,1,12.212486,6.27906,5.933426,6.07406,0.699434,-0.003371315093,1.654391908,3.634146341,0.03264819893,0.09417830441,0.1024096386,0,69,22,0.07354749767,0.3005278191,0.1528891267,0.4365268902,0.9449544996,0.7317073171,0.4146341463,166,149,17,140,9,0,0.7638,0
E123,***创科技有限责任公司,D,1,22.83997,22.75597,0.084,22.75597,22.67197,0.001472904224,3.839339915,0.8780487805,-0,-0,0.4705882353,0,5,2,0.423416154,0.5555555556,0.5888845872,0.6666666667,0.00369133902,0.3658536585,0.09756097561,68,36,32,36,0,0,-0,0
E13,***汽车贸易有限公司,A,0,35249.44844,24844.42716,10405.02129,24397.80233,14034.95204,0.03862448571,1.012837316,489.3414634,0.01797686138,0.004052946057,0.06570736705,0,3182,722,0.06034563361,0.1001635602,0.18933137,0.2906691934,0.4188070517,0.9268292683,0.9268292683,21474,20063,1411,19951,112,0,488.795813,0
E14,个体经营E14,C,0,37198.11886,24436.0226,12762.09626,24176.05974,11665.69271,0.02510699841,0.5573336127,234.7317073,0.01063850984,0.01972475579,0.07577067128,0,818,906,0.009693308992,0.06481358255,0.0377551214,0.2269219681,0.522265692,0.8780487805,0.8780487805,10413,9624,789,9452,172,0,511.692099,0
E15,***劳务有限公司,A,0,22440.47966,21960.08522,480.394444,21960.08522,21479.69077,-0.01639783722,1.206513849,57.36585366,-0,-0,0.0607028754,0,2,33,0.7176798781,0.2643860132,0.829908986,0.4642018716,0.02187580054,0.7804878049,0.2682926829,2504,2352,152,2352,0,0,-0,0
E16,***建筑劳务有限公司,A,0,21386.99344,21355.66859,31.324842,21355.66859,21326.39375,0.02112363819,1.050201713,16.56097561,-0,0.06544326704,0.06858710562,0,53,77,0.06603363099,0.07752183898,0.1514283558,0.1645722587,0.001466816263,0.8780487805,0.8292682927,729,679,50,678,1,0,2.05,0
E17,***消防工程有限公司,A,0,31771.57898,17149.62099,14621.95799,16808.80574,2530.603824,-0.02716425695,0.7814725649,187.902439,0.0198730484,0.02350957849,0.06550218341,0,182,869,0.0412610191,0.0184915368,0.1004504181,0.06004798288,0.8526111449,0.9024390244,0.9024390244,8244,7704,540,7600,104,0,684.571317,0
E18,***消防工程有限责任公司,A,0,33812.70174,19872.64309,13940.05865,19765.63908,5990.355356,-0.001153749733,1.002838606,141.4634146,0.005384488089,0.01182024661,0.05629677839,0,46,641,0.1281455695,0.04225574487,0.26248121,0.1419033447,0.7014697839,0.9024390244,0.9024390244,6146,5800,346,5767,33,0,271.778941,0
E19,***科技有限公司,A,0,42624.09395,21393.47721,21230.61673,20911.51691,-302.538816,-0.06808428204,0.5374439161,105,0.02252837611,0.0007800527046,0.06878650227,0,508,167,0.01467999344,0.1881221739,0.05765515216,0.3687222515,0.9923873766,0.9024390244,0.9024390244,4623,4305,318,4237,68,0,498.521301,0
E2,***技术有限责任公司,A,0,70984.54413,54631.97421,16352.56992,52805.69978,36556.90412,0.06428837112,0.7760526683,1002.731707,0.03342867356,0.006346052058,0.03737004777,0,1562,3625,0.009605644036,0.06848681274,0.05424655585,0.2486179086,0.299322332,0.9268292683,0.9268292683,42708,41112,1596,40648,464,0,1930.048692,0
E20,***贸易有限公司,B,0,42651.32322,22212.20588,20439.11734,22212.20588,1778.224163,-0.02342556606,0.672639982,43.36585366,-0,0.0002512645685,0.06764551652,0,25,70,0.3147606763,0.07300498158,0.5381373312,0.1611059381,0.9201750359,0.9024390244,0.9024390244,1907,1778,129,1775,3,0,5.135626,0
E21,***建设工程有限公司,B,0,25848.33554,13421.21366,12427.12188,12972.28459,652.808579,0.06773089954,1.191655237,87.17073171,0.03344921602,0.008662172547,0.05399682372,0,318,480,0.2492514527,0.0580952737,0.4813275582,0.1601336189,0.9259313051,0.9024390244,0.9024390244,3778,3574,204,3506,68,0,556.574949,0
E22,***物流有限公司,A,0,9969.679717,6177.985606,3791.694111,6145.323171,2400.763374,0.000872874574,0.9568488583,35.26829268,0.005286906944,0.01243093789,0.08999370673,0,45,80,0.09881731969,0.1263724687,0.2369272378,0.2439753769,0.6137427882,0.9024390244,0.9024390244,1589,1446,143,1431,15,0,79.796749,0
E23,***贸易有限公司,B,0,41527.40297,21316.04762,20211.35535,21204.45925,1104.98464,-0.0846461698,0.4020542522,201.0487805,0.005234946272,0.005535538516,0.03262527872,0,117,682,0.05433163271,0.6730001709,0.1094798945,0.8185407063,0.9481755583,0.9024390244,0.9024390244,8521,8243,278,8135,108,0,223.4691,0
E24,***建筑工程有限公司,A,0,24369.48666,15650.50331,8718.983349,15424.84528,6801.778342,0.09067350405,0.815356704,88.82926829,0.0144185793,0.01100087065,0.04883781666,0,48,367,0.1436274069,0.08242405924,0.2914022304,0.1771389207,0.5571056201,0.8780487805,0.8536585366,3829,3642,187,3598,44,0,321.574431,0
E25,***通讯设备有限公司,C,0,5446.907869,4438.575603,1008.332266,4383.379603,3382.960716,0.08448677962,1.309963083,53.7804878,0.01243552097,0.007847987481,0.07663316583,0,232,368,0.05090906764,0.06612323801,0.1485544145,0.1900711764,0.2271747417,0.8292682927,0.8292682927,2388,2205,183,2177,28,0,63.109379,0
E26,***金属材料有限公司,A,0,8521.573414,4249.084282,4272.489132,4242.907082,-21.63397,0.004427587598,0.8527791222,29.46341463,0.001453772058,0.00186029262,0.06718146718,0,42,117,0.08059785297,0.08591291585,0.184866025,0.1752517319,1.00550821,0.9024390244,0.9024390244,1295,1208,87,1205,3,0,14.12528,0
E27,***农业开发有限公司,A,0,9798.765037,4897.506806,4901.258231,4865.97665,-22.990769,-0.005817895823,0.6416788122,94.24390244,0.006438001467,0.002507685052,0.04190428961,0,176,403,0.06563930471,0.3796298083,0.1801787899,0.6101523484,1.000765987,0.9024390244,0.9024390244,4033,3864,169,3818,46,0,43.820968,0
E28,***景观工程有限公司,B,0,5518.828222,5377.352875,141.475347,5377.352875,5235.877528,0.08058229084,1.503272821,16.6097561,-0,-0,0.07723577236,0,5,61,0.3478789981,0.1045463165,0.4701538781,0.202647674,0.02630947797,0.7804878049,0.4634146341,738,681,57,681,0,0,-0,0
E29,***建筑劳务有限公司,C,1,4716.299722,4697.637878,18.661844,4697.637878,4678.976034,0.1160826756,1.961565192,12.6097561,-0,-0,0.01523809524,0,3,17,0.3992803954,0.8013903272,0.5310115562,0.8938023488,0.003972601653,0.5853658537,0.2682926829,525,517,8,517,0,0,-0,0
E3,***电子(中国)有限公司***分公司,C,0,94878.26334,89426.29955,5451.963789,66107.02787,60689.09262,0.05027227141,0.6981982467,684.2682927,0.2607652536,0.006241519261,0.02022071663,0,131,571,0.1344159298,0.3967245201,0.2457021601,0.6195267397,0.06096600012,0.9268292683,0.9268292683,28634,28055,579,23623,4432,0,23353.30022,0
E30,***建筑工程有限公司,B,0,10233.27932,7810.852181,2422.427136,7810.852181,5388.762545,0.05124320007,1.316596347,36.26829268,-0,0.000139323076,0.04311454311,0,7,169,0.2291978841,0.6433921086,0.3578448883,0.800074013,0.3101360876,0.7804878049,0.756097561,1554,1487,67,1485,2,0,0.3375,0
E31,***食品有限公司,A,0,5936.608763,5430.158195,506.450568,5427.184895,4921.264137,0.04265827129,0.5133559743,70.85365854,0.0005475531086,0.001046123814,0.0380794702,0,151,109,0.06593064254,0.6941685314,0.2050489982,0.8312680084,0.09326626404,0.9024390244,0.9024390244,3020,2905,115,2898,7,0,3.50311,0
E32,***建筑劳务有限公司,B,0,4824.7964,4567.525328,257.271072,4547.525328,4293.267756,0.03450502022,1.263058077,79.97560976,0.004378738718,0.01171332625,0.02930728242,0,10,272,0.5516297042,0.1180199781,0.7322783695,0.3083875361,0.0563261402,0.8536585366,0.8292682927,3378,3279,99,3271,8,0,23.0135,0
E33,***园林有限责任公司,B,0,14598.72933,7575.805587,7022.923742,7444.039616,479.564,0.05302998785,1.00585465,49.87804878,0.01739299794,0.008322477667,0.1356720203,0,84,240,0.04353471142,0.0455060941,0.1067873232,0.118109125,0.927020059,0.8292682927,0.8292682927,2366,2045,321,2017,28,0,190.214097,0
E34,***建设工程有限公司,B,0,15181.13282,9583.349293,5597.783531,9556.872851,4271.887686,0.02130676177,1.573140281,65.04878049,0.002762754564,0.05587896786,0.1157161804,0,63,447,0.2798804313,0.03177492792,0.503663387,0.1210250443,0.5841155696,0.9024390244,0.9024390244,3016,2667,349,2620,47,0,339.274808,0
E35,***商贸有限公司,B,0,7302.105632,3865.284075,3436.821557,3863.326075,518.133852,-0.02620601069,0.8364929089,33.41463415,0.0005065604395,0.02666106822,0.04794996525,0,31,103,0.1548091385,0.04578637408,0.2246754702,0.1225451755,0.8891510922,0.9024390244,0.9024390244,1439,1370,69,1357,13,0,93.587334,0
E36,***超硬材料有限公司,D,1,6352.810119,4105.800961,2247.009158,4017.167132,1777.126522,0.05136110814,0.6769792747,72.95121951,0.02158746365,0.003101254828,0.0603204524,0,198,417,0.02973647696,0.05429951965,0.06189940779,0.1096061398,0.5472766896,0.7804878049,0.7804878049,3183,2991,192,2952,39,0,95.602377,0
E37,***木业有限公司,B,0,10084.18342,5066.351548,5017.831869,5008.924577,1.092708,0.05216964676,0.7678507044,43.31707317,0.01133497556,0.0019928926,0.06081438392,0,276,79,0.02475164126,0.06245982366,0.09018585854,0.1667438802,0.9904231519,0.9024390244,0.9024390244,1891,1776,115,1760,16,0,67.426971,0
E38,***建设工程有限公司,B,0,6368.667379,5051.339894,1317.327485,5011.339894,3695.086502,0.04362717786,1.546722237,36.82926829,0.007918691048,0.0008153576178,0.06732550957,0,8,236,0.4257794451,0.1217579315,0.6317154987,0.2998495093,0.2607877341,0.8048780488,0.7804878049,1619,1510,109,1502,8,0,41.074093,0
E39,***建筑劳务有限公司,C,0,3369.710714,3332.386668,37.324046,3291.747668,3254.423622,0.1043363777,1.587005146,12.56097561,0.01219516342,-0,0.05677655678,0,2,54,0.9417840344,0.09624242435,0.9699915076,0.1777138524,0.01120039471,0.7317073171,0.6585365854,546,515,31,509,6,0,40.639,0
E4,***发展有限责任公司,C,0,241395.0539,215495.2606,25899.79335,214654.0585,189195.637,-0.02173387449,1.48133507,62.48780488,0.003903575975,0.01704152168,0.08139117963,0,26,131,0.3312166254,0.8793959179,0.5542072479,0.9373494228,0.1201872992,0.9268292683,0.9268292683,2789,2562,227,2549,13,0,1282.574012,0
E40,***财税咨询服务有限公司,C,0,4180.417471,3728.597531,451.81994,3450.775131,3002.141595,0.1287409544,1.248520615,94.34146341,0.07451123316,0.007052375776,0.04043661622,0,455,796,0.01162508295,0.02164470529,0.06422736646,0.0779071415,0.1211769134,0.8536585366,0.8536585366,4031,3868,163,3792,76,0,281.008804,0
E41,***物业发展有限公司,C,0,4005.002019,3451.944886,553.057133,3333.221783,2794.34905,0.09768287422,0.8751508748,62.75609756,0.03439310502,0.02564725985,0.0456231454,0,13,486,0.3470438842,0.02790920845,0.5526568633,0.1013158635,0.1602160959,0.9268292683,0.9268292683,2696,2573,123,2542,31,0,132.907503,0
E42,***园艺场,A,0,2682.482261,2681.305361,1.1769,2623.545361,2622.368461,0.09803968258,1.65767069,8.317073171,0.02154174636,-0,0.08823529412,0,28,7,0.08399086849,0.6314892103,0.1570076143,0.7849434956,0.0004389280002,0.5365853659,0.2195121951,374,341,33,335,6,0,57.76,0
E43,***建设工程有限公司,B,0,2413.972922,2017.863344,396.109578,1971.544714,1581.891739,0.09020507724,1.634392052,6.87804878,0.02295429477,0.01630004261,0.1269349845,0,5,19,0.4373105178,0.2748247167,0.6194671228,0.3711094307,0.1963014885,0.4390243902,0.1951219512,323,282,41,267,15,0,52.775233,0
E44,***商贸有限公司,C,0,7273.375093,3824.906163,3448.46893,3774.05244,335.88931,0.02336927059,0.804638842,84.48780488,0.01329541715,0.002988514674,0.05946239479,0,30,211,0.3558017042,0.05321800023,0.511648693,0.1243200196,0.9015826227,0.9024390244,0.9024390244,3683,3464,219,3406,58,0,61.159523,0
E45,个体经营E45,B,1,5544.597202,2852.768282,2691.82892,2792.586382,100.757462,0.09735692495,1.587265473,21.87804878,0.02109596506,-0,0.03027027027,0,63,114,0.1092705627,0.4088922686,0.2761081245,0.6148577106,0.943584846,0.7073170732,0.7073170732,925,897,28,890,7,0,60.1819,0
E46,***广告传媒有限公司,C,0,11790.53311,6474.485282,5316.047829,6211.184282,940.829941,-0.00373746678,0.704852151,82.46341463,0.04066747989,0.008595386925,0.03894258101,0,140,437,0.04274998912,0.07848976212,0.1388527367,0.1668679682,0.8210765177,0.9024390244,0.9024390244,3518,3381,137,3328,53,0,308.994488,0
E47,***控制设备有限责任公司,C,0,10605.60395,5802.062501,4803.541445,5758.827763,965.842276,-0.04499929458,0.5120027534,150.4146341,0.007451615351,0.002197536572,0.03985676475,0,760,374,0.01972808684,0.156388758,0.06476362499,0.3652733058,0.8279023958,0.9024390244,0.9024390244,6423,6167,256,6136,31,0,53.790696,0
E48,***化工有限公司,A,0,4341.12881,2896.368375,1444.760435,2892.224875,1454.49534,0.08546947081,0.8462156975,41.31707317,0.001430584602,0.004866481549,0.03089244851,0,59,232,0.06287699564,0.1390812931,0.1665838345,0.3320322992,0.4988179154,0.9268292683,0.9268292683,1748,1694,54,1686,8,0,11.1744,0
E49,***地球环保科技有限公司,C,0,6467.163998,4007.150463,2460.013535,3920.616922,1470.543718,0.02633152953,1.463894072,97.04878049,0.02159478208,0.004040762727,0.03609496124,0,246,713,0.07511131721,0.08191507472,0.2502486002,0.2610503117,0.6139059558,0.9024390244,0.9024390244,4128,3979,149,3947,32,0,96.473872,0
E5,***供应链管理有限公司,B,0,46285.74112,23441.04236,22844.69877,23329.07,595.872102,0.1500194291,1.103413587,75.34146341,0.004776765397,0.004880820235,0.04335707649,0,33,393,0.2045578179,0.1431458059,0.3959123402,0.2719753184,0.9745598517,0.9024390244,0.9024390244,3229,3089,140,3063,26,0,223.473228,0
E50,***建筑劳务有限公司,C,0,2371.968282,2182.808653,189.159629,2013.047871,1825.048242,0.07186251362,1.874585439,10.75609756,0.07777171937,0.006132386737,0.08506224066,0,5,66,0.3035453795,0.4845513412,0.3646606366,0.6892978205,0.08665882314,0.6829268293,0.487804878,482,441,41,422,19,0,170.920782,0
E51,***物流有限公司,B,0,5322.746324,3059.21046,2263.535864,3045.33356,789.42437,0.03927384439,0.6995102028,31.34146341,0.004536105045,0.003369363005,0.04673590504,0,129,61,0.110788275,0.2823025821,0.3018290036,0.4940363516,0.7399085135,0.9024390244,0.9024390244,1348,1285,63,1278,7,0,21.503574,0
E52,***商贸有限公司,D,1,3987.664361,2141.872807,1845.791554,2127.010997,283.269343,0.1143517491,2.15389041,16.95121951,0.006938698671,0.001110580442,0.1355721393,0,11,131,0.4476615063,0.140584026,0.6200774181,0.2845391718,0.8617652495,0.7073170732,0.7073170732,804,695,109,688,7,0,16.91171,0
E53,***文化传媒有限公司,C,0,7338.961776,3837.157111,3501.804665,3812.731611,318.400916,0.06139132099,1.354069047,24.26829268,0.006365519913,0.002134319505,0.08210332103,0,43,62,0.07821103374,0.455642732,0.1850328197,0.6560493456,0.9126039314,0.7804878049,0.7804878049,1084,995,89,990,5,0,31.89947,0
E54,***新技术开发有限公司,A,0,4629.629791,3782.800772,846.829019,3751.097772,2934.705198,0.04225499639,0.6973457815,116.3414634,0.008380827305,0.0359416651,0.07288629738,0,1110,458,0.01677348239,0.03472465864,0.06228427406,0.1114746872,0.2238629709,0.9268292683,0.9268292683,5145,4770,375,4713,57,0,62.139445,0
E55,***集团有限公司***电力设备分公司,C,0,4437.345546,3290.882061,1146.463485,2559.481379,1473.404551,0.04873471446,1.757742483,29.14634146,0.2222506515,0.05267211541,0.1542816702,0,20,137,0.1484998389,0.05633170696,0.2848043766,0.09591508534,0.3483757436,0.9268292683,0.9268292683,1413,1195,218,1095,100,0,791.787339,0
E56,***家居材料***有限公司,C,0,5901.447789,3052.934754,2848.513035,3014.185204,197.813669,0.08526546237,0.7780900513,39.26829268,0.01269255753,0.01128360643,0.05070754717,0,37,162,0.210759852,0.102050457,0.3715047606,0.2256735188,0.9330409146,0.8780487805,0.8780487805,1696,1610,86,1595,15,0,70.89105,0
E57,***机械设备有限公司,B,0,6949.318541,3766.971486,3182.347055,3678.796486,496.449431,0.04790283472,1.212458465,12.3902439,0.02340739778,-0,0.1056338028,0,25,41,0.1238121563,0.6448726371,0.2603171549,0.786298495,0.8448025335,0.8048780488,0.4390243902,568,508,60,499,9,0,88.175,0
E58,***油气工程建设有限责任公司,B,0,3166.887742,2451.840929,715.046813,2409.380751,1698.151527,0.05967620475,1.640750576,38.95121951,0.01731767241,0.00533893576,0.08218390805,0,22,354,0.2139909908,0.1703938495,0.3745917177,0.3356423602,0.2916367063,0.7073170732,0.6829268293,1740,1597,143,1582,15,0,46.277767,0
E59,***商贸有限公司,A,0,5214.220546,3095.62791,2118.592636,3093.288916,974.69628,0.03144630426,0.7476666549,63.3902439,0.0007555798268,-0,0.03669384729,0,185,76,0.02582178976,0.1479613884,0.0857879347,0.2362302792,0.6843821989,0.9024390244,0.9024390244,2698,2599,99,2597,2,0,2.338994,0
E6,***装饰设计工程有限公司,A,0,72206.43438,39800.54318,32405.8912,39589.74382,7471.887474,0.0291075612,0.8098041829,286.0243902,0.005296393897,0.008888348332,0.05343449835,0,142,1515,0.07160571846,0.1147941123,0.1812364435,0.3272416174,0.8142072598,0.9024390244,0.9024390244,12389,11727,662,11626,101,0,498.834203,0
E60,***机械租赁有限公司,B,0,1365.859157,828.3169,537.542257,820.8945,283.352243,0.09816369173,1.688454903,23.26829268,0.008960821637,-0,0.09229305423,0,8,128,0.2466595003,0.2670664872,0.4322450743,0.459498759,0.6489572493,0.6829268293,0.6829268293,1051,954,97,953,1,0,7.4224,0
E61,***调味品有限公司,B,0,1349.329098,1249.87382,99.455278,1212.07062,1118.867502,0.01468644972,0.5215745937,36.97560976,0.03024561311,0.06286403422,0.01813471503,0,65,44,0.1116253754,0.09380170273,0.2506550141,0.2021169756,0.07957225474,0.9024390244,0.9024390244,1544,1516,28,1474,42,0,44.05536,0
E62,***工程造价咨询有限公司***分公司,B,0,1287.452784,1163.565686,123.887098,1006.011214,882.124116,0.001808644432,1.136204164,17.51219512,0.1354065988,-0,0.04138851802,0,26,148,0.1381020932,0.2003894079,0.2475250649,0.4035932781,0.1064719418,0.9268292683,0.9268292683,749,718,31,695,23,0,157.554472,0
E63,***科技有限公司,B,0,9616.83343,5521.575144,4095.258286,5497.824244,1553.805757,-0.1025611707,1.339792171,52.46341463,0.004301471841,0.03693046651,0.04229741763,0,39,293,0.1906305787,0.7703953673,0.3242495309,0.8771106199,0.7416829762,0.9268292683,0.9268292683,2246,2151,95,2124,27,0,174.990699,0
