enterprise_id,enterprise_name,credit_rating,default_label,elastic_net_logistic_oof_mean,elastic_net_logistic_oof_sd,elastic_net_logistic_oof_p10,elastic_net_logistic_oof_p50,elastic_net_logistic_oof_p90,elastic_net_logistic_test_count,hist_gradient_boosting_oof_mean,hist_gradient_boosting_oof_sd,hist_gradient_boosting_oof_p10,hist_gradient_boosting_oof_p50,hist_gradient_boosting_oof_p90,hist_gradient_boosting_test_count,elastic_net_logistic_risk_rank,elastic_net_logistic_risk_percentile,logistic_oof_mean,logistic_oof_sd,logistic_oof_p10,logistic_oof_p50,logistic_oof_p90,logistic_risk_rank,logistic_risk_percentile,hist_gradient_boosting_risk_rank,hist_gradient_boosting_risk_percentile,tree_oof_mean,tree_oof_sd,tree_oof_p10,tree_oof_p50,tree_oof_p90,tree_risk_rank,tree_risk_percentile,selected_model,selected_model_risk_score
E108,***商贸有限公司,D,1,0.5221807895,0.07630955392,0.4383446298,0.5032456114,0.6296705299,10,0.6934505367,0.05294126418,0.6021438699,0.7057450173,0.7387925192,10,15,0.8861788618,0.5221807895,0.07630955392,0.4383446298,0.5032456114,0.6296705299,15,0.8861788618,3,0.9837398374,0.6934505367,0.05294126418,0.6021438699,0.7057450173,0.7387925192,3,0.9837398374,elastic_net_logistic,0.5221807895
E109,***服饰有限公司,D,1,0.5493640614,0.0462578312,0.499541477,0.5402328651,0.6102205923,10,0.6647596875,0.07172449283,0.5885549783,0.6610430375,0.7458067224,10,12,0.9105691057,0.5493640614,0.0462578312,0.499541477,0.5402328651,0.6102205923,12,0.9105691057,9,0.9349593496,0.6647596875,0.07172449283,0.5885549783,0.6610430375,0.7458067224,9,0.9349593496,elastic_net_logistic,0.5493640614
E11,***建设工程有限公司,C,0,0.07723891572,0.01910622924,0.05759312487,0.07389775249,0.1001763276,10,0.1349445834,0.04047173687,0.08216080939,0.1477565058,0.1729809962,10,93,0.2520325203,0.07723891572,0.01910622924,0.05759312487,0.07389775249,0.1001763276,93,0.2520325203,49,0.6097560976,0.1349445834,0.04047173687,0.08216080939,0.1477565058,0.1729809962,49,0.6097560976,elastic_net_logistic,0.07723891572
E110,***通讯器材经营部,C,0,0.5711527053,0.04945164937,0.5147376523,0.5718855578,0.6124762668,10,0.6116547217,0.1503009294,0.4686928979,0.6715344921,0.7400046475,10,11,0.918699187,0.5711527053,0.04945164937,0.5147376523,0.5718855578,0.6124762668,11,0.918699187,12,0.9105691057,0.6116547217,0.1503009294,0.4686928979,0.6715344921,0.7400046475,12,0.9105691057,elastic_net_logistic,0.5711527053
E111,***科技有限公司,D,1,0.1919246162,0.1135947749,0.0653011817,0.1848036297,0.3189536769,10,0.2730358245,0.08359674592,0.1910801178,0.2542711108,0.3811197361,10,49,0.6097560976,0.1919246162,0.1135947749,0.0653011817,0.1848036297,0.3189536769,49,0.6097560976,33,0.7398373984,0.2730358245,0.08359674592,0.1910801178,0.2542711108,0.3811197361,33,0.7398373984,elastic_net_logistic,0.1919246162
E112,***机械设备有限公司,D,1,0.4170540731,0.07312385423,0.3447501467,0.4098501136,0.5129040595,10,0.5163249617,0.1263562111,0.4073698163,0.4894860823,0.6988468146,10,20,0.8455284553,0.4170540731,0.07312385423,0.3447501467,0.4098501136,0.5129040595,20,0.8455284553,19,0.8536585366,0.5163249617,0.1263562111,0.4073698163,0.4894860823,0.6988468146,19,0.8536585366,elastic_net_logistic,0.4170540731
E113,***美居科技有限公司,D,1,0.7592451553,0.06426424806,0.7051632303,0.742346717,0.8315439659,10,0.6841142367,0.03760052322,0.6269813033,0.6882908227,0.7193111979,10,4,0.9756097561,0.7592451553,0.06426424806,0.7051632303,0.742346717,0.8315439659,4,0.9756097561,6,0.9593495935,0.6841142367,0.03760052322,0.6269813033,0.6882908227,0.7193111979,6,0.9593495935,elastic_net_logistic,0.7592451553
E114,***食品有限责任公司,D,1,0.4770804739,0.05032059316,0.432793938,0.4542880445,0.5421990478,10,0.4859394235,0.07449014503,0.4126548176,0.4751249144,0.5803147092,10,16,0.8780487805,0.4770804739,0.05032059316,0.432793938,0.4542880445,0.5421990478,16,0.8780487805,22,0.8292682927,0.4859394235,0.07449014503,0.4126548176,0.4751249144,0.5803147092,22,0.8292682927,elastic_net_logistic,0.4770804739
E115,***装饰工程有限公司,D,1,0.7835354924,0.04595042071,0.7246327416,0.7847242404,0.8331104651,10,0.6662729691,0.04390287372,0.610787833,0.6686927869,0.7114696512,10,2,0.9918699187,0.7835354924,0.04595042071,0.7246327416,0.7847242404,0.8331104651,2,0.9918699187,8,0.9430894309,0.6662729691,0.04390287372,0.610787833,0.6686927869,0.7114696512,8,0.9430894309,elastic_net_logistic,0.7835354924
E116,***门窗有限公司,D,1,0.4160885126,0.08253013203,0.337784137,0.3938428046,0.532859258,10,0.6202922456,0.09777556229,0.5452518444,0.6596954681,0.6875064596,10,21,0.837398374,0.4160885126,0.08253013203,0.337784137,0.3938428046,0.532859258,21,0.837398374,11,0.918699187,0.6202922456,0.09777556229,0.5452518444,0.6596954681,0.6875064596,11,0.918699187,elastic_net_logistic,0.4160885126
E117,***人力资源管理咨询有限公司,D,1,0.6343060557,0.08357170743,0.5661233915,0.5980298176,0.7561127553,10,0.6884843972,0.06295567111,0.610787833,0.6858639098,0.7643249221,10,7,0.9512195122,0.6343060557,0.08357170743,0.5661233915,0.5980298176,0.7561127553,7,0.9512195122,4,0.9756097561,0.6884843972,0.06295567111,0.610787833,0.6858639098,0.7643249221,4,0.9756097561,elastic_net_logistic,0.6343060557
E118,***体育用品有限公司,D,1,0.3859533716,0.04015990574,0.3480531379,0.375876988,0.4429217794,10,0.5314135789,0.1095927617,0.449589513,0.5536665071,0.6024645976,10,23,0.8211382114,0.3859533716,0.04015990574,0.3480531379,0.375876988,0.4429217794,23,0.8211382114,18,0.8617886179,0.5314135789,0.1095927617,0.449589513,0.5536665071,0.6024645976,18,0.8617886179,elastic_net_logistic,0.3859533716
E119,***药房,D,1,0.6253065711,0.0645798565,0.5737662339,0.6110935073,0.6891769584,10,0.6820787399,0.04777615105,0.6074431737,0.6906846784,0.7292406217,10,9,0.9349593496,0.6253065711,0.0645798565,0.5737662339,0.6110935073,0.6891769584,9,0.9349593496,7,0.9512195122,0.6820787399,0.04777615105,0.6074431737,0.6906846784,0.7292406217,7,0.9512195122,elastic_net_logistic,0.6253065711
E12,***建筑劳务有限公司,B,0,0.08202986653,0.0258022163,0.06003292533,0.08012467447,0.1054632903,10,0.1546116346,0.06939512317,0.08244780977,0.1551914643,0.2202102865,10,88,0.2926829268,0.08202986653,0.0258022163,0.06003292533,0.08012467447,0.1054632903,88,0.2926829268,47,0.6260162602,0.1546116346,0.06939512317,0.08244780977,0.1551914643,0.2202102865,47,0.6260162602,elastic_net_logistic,0.08202986653
E120,***陈列广告有限公司,D,1,0.721226934,0.04398398928,0.6766369927,0.7165969875,0.7608714869,10,0.711260938,0.02449023636,0.6745046296,0.7158572509,0.740849173,10,5,0.9674796748,0.721226934,0.04398398928,0.6766369927,0.7165969875,0.7608714869,5,0.9674796748,2,0.9918699187,0.711260938,0.02449023636,0.6745046296,0.7158572509,0.740849173,2,0.9918699187,elastic_net_logistic,0.721226934
E121,***药业连锁有限公司***药店,D,1,0.4662178212,0.08991248205,0.3653689974,0.4748415052,0.5621951951,10,0.3844705994,0.08045431424,0.3225936759,0.3938704492,0.474246635,10,18,0.8617886179,0.4662178212,0.08991248205,0.3653689974,0.4748415052,0.5621951951,18,0.8617886179,26,0.7967479675,0.3844705994,0.08045431424,0.3225936759,0.3938704492,0.474246635,26,0.7967479675,elastic_net_logistic,0.4662178212
E122,***商贸有限责任公司,D,1,0.4500783219,0.1747689831,0.152095429,0.4981088719,0.6021516604,10,0.5050799156,0.1298829769,0.2932545321,0.5637750507,0.6133303896,10,19,0.8536585366,0.4500783219,0.1747689831,0.152095429,0.4981088719,0.6021516604,19,0.8536585366,21,0.837398374,0.5050799156,0.1298829769,0.2932545321,0.5637750507,0.6133303896,21,0.837398374,elastic_net_logistic,0.4500783219
E123,***创科技有限责任公司,D,1,0.7819761114,0.06066292319,0.7374465977,0.7960858471,0.8270597923,10,0.6860189202,0.04808495857,0.6262977089,0.6886413409,0.7418707286,10,3,0.9837398374,0.7819761114,0.06066292319,0.7374465977,0.7960858471,0.8270597923,3,0.9837398374,5,0.9674796748,0.6860189202,0.04808495857,0.6262977089,0.6886413409,0.7418707286,5,0.9674796748,elastic_net_logistic,0.7819761114
E13,***汽车贸易有限公司,A,0,0.04053604698,0.01025554743,0.03020284859,0.03735430366,0.05373417783,10,0.04645299441,0.006186955526,0.03835720759,0.04814692386,0.05165010538,10,113,0.08943089431,0.04053604698,0.01025554743,0.03020284859,0.03735430366,0.05373417783,113,0.08943089431,118,0.0487804878,0.04645299441,0.006186955526,0.03835720759,0.04814692386,0.05165010538,118,0.0487804878,elastic_net_logistic,0.04053604698
E14,个体经营E14,C,0,0.03261041867,0.008046498737,0.02407427639,0.0329584269,0.04024201468,10,0.05277279256,0.006463484151,0.04813984809,0.05320885676,0.06040098607,10,117,0.05691056911,0.03261041867,0.008046498737,0.02407427639,0.0329584269,0.04024201468,117,0.05691056911,103,0.1707317073,0.05277279256,0.006463484151,0.04813984809,0.05320885676,0.06040098607,103,0.1707317073,elastic_net_logistic,0.03261041867
E15,***劳务有限公司,A,0,0.07381492047,0.02210332429,0.05087113544,0.06950399711,0.1036254123,10,0.1132779301,0.03321189263,0.08267480067,0.1050180074,0.1367458673,10,95,0.2357723577,0.07381492047,0.02210332429,0.05087113544,0.06950399711,0.1036254123,95,0.2357723577,57,0.5447154472,0.1132779301,0.03321189263,0.08267480067,0.1050180074,0.1367458673,57,0.5447154472,elastic_net_logistic,0.07381492047
E16,***建筑劳务有限公司,A,0,0.04998777847,0.01104106271,0.03844691028,0.04963599327,0.0624669862,10,0.04833511037,0.005730710397,0.04317718647,0.04597695119,0.05630062591,10,108,0.1300813008,0.04998777847,0.01104106271,0.03844691028,0.04963599327,0.0624669862,108,0.1300813008,114,0.08130081301,0.04833511037,0.005730710397,0.04317718647,0.04597695119,0.05630062591,114,0.08130081301,elastic_net_logistic,0.04998777847
E17,***消防工程有限公司,A,0,0.04649981408,0.006714314194,0.04167690036,0.04457789443,0.05349825243,10,0.05824140344,0.01023529721,0.05185655528,0.05592913578,0.06319862612,10,111,0.1056910569,0.04649981408,0.006714314194,0.04167690036,0.04457789443,0.05349825243,111,0.1056910569,89,0.2845528455,0.05824140344,0.01023529721,0.05185655528,0.05592913578,0.06319862612,89,0.2845528455,elastic_net_logistic,0.04649981408
E18,***消防工程有限责任公司,A,0,0.04857513816,0.01268746453,0.03183286557,0.0501081575,0.06117933194,10,0.05144686956,0.006993380799,0.04267908045,0.05043984722,0.0591355204,10,109,0.1219512195,0.04857513816,0.01268746453,0.03183286557,0.0501081575,0.06117933194,109,0.1219512195,108,0.1300813008,0.05144686956,0.006993380799,0.04267908045,0.05043984722,0.0591355204,108,0.1300813008,elastic_net_logistic,0.04857513816
E19,***科技有限公司,A,0,0.06543754966,0.02668491786,0.03065760038,0.06562335285,0.09093656268,10,0.1060890826,0.03785653381,0.06040798295,0.1078833174,0.1387327783,10,100,0.1951219512,0.06543754966,0.02668491786,0.03065760038,0.06562335285,0.09093656268,100,0.1951219512,59,0.5284552846,0.1060890826,0.03785653381,0.06040798295,0.1078833174,0.1387327783,59,0.5284552846,elastic_net_logistic,0.06543754966
E2,***技术有限责任公司,A,0,0.02833749753,0.006576471863,0.02239040344,0.0261436873,0.03642833627,10,0.04997199076,0.00384970822,0.04634489597,0.04952258211,0.05594050081,10,119,0.0406504065,0.02833749753,0.006576471863,0.02239040344,0.0261436873,0.03642833627,119,0.0406504065,110,0.1138211382,0.04997199076,0.00384970822,0.04634489597,0.04952258211,0.05594050081,110,0.1138211382,elastic_net_logistic,0.02833749753
E20,***贸易有限公司,B,0,0.04546270238,0.0133597347,0.03126598193,0.04367250257,0.06402096704,10,0.07724004364,0.02554496039,0.05782319513,0.07603733353,0.09146465782,10,112,0.09756097561,0.04546270238,0.0133597347,0.03126598193,0.04367250257,0.06402096704,112,0.09756097561,74,0.406504065,0.07724004364,0.02554496039,0.05782319513,0.07603733353,0.09146465782,74,0.406504065,elastic_net_logistic,0.04546270238
E21,***建设工程有限公司,B,0,0.08415779812,0.01215910231,0.07419139295,0.08551364751,0.09612822768,10,0.05845377617,0.008643889966,0.04789602347,0.05753731883,0.07107741334,10,85,0.3170731707,0.08415779812,0.01215910231,0.07419139295,0.08551364751,0.09612822768,85,0.3170731707,88,0.2926829268,0.05845377617,0.008643889966,0.04789602347,0.05753731883,0.07107741334,88,0.2926829268,elastic_net_logistic,0.08415779812
E22,***物流有限公司,A,0,0.08272431763,0.01171601235,0.06901216977,0.08448052502,0.09349623574,10,0.057700116,0.0113495965,0.0463403724,0.05888798352,0.06308501993,10,87,0.3008130081,0.08272431763,0.01171601235,0.06901216977,0.08448052502,0.09349623574,87,0.3008130081,90,0.2764227642,0.057700116,0.0113495965,0.0463403724,0.05888798352,0.06308501993,90,0.2764227642,elastic_net_logistic,0.08272431763
E23,***贸易有限公司,B,0,0.03337482103,0.007559078312,0.02495115091,0.03500867128,0.04082479351,10,0.06201485584,0.01127105941,0.04973319605,0.06200823646,0.07102195944,10,116,0.06504065041,0.03337482103,0.007559078312,0.02495115091,0.03500867128,0.04082479351,116,0.06504065041,84,0.325203252,0.06201485584,0.01127105941,0.04973319605,0.06200823646,0.07102195944,84,0.325203252,elastic_net_logistic,0.03337482103
E24,***建筑工程有限公司,A,0,0.04702949043,0.01079664398,0.03760773545,0.04703657904,0.06125175229,10,0.04800919208,0.008259563114,0.03835720759,0.04948918795,0.05617062624,10,110,0.1138211382,0.04702949043,0.01079664398,0.03760773545,0.04703657904,0.06125175229,110,0.1138211382,115,0.07317073171,0.04800919208,0.008259563114,0.03835720759,0.04948918795,0.05617062624,115,0.07317073171,elastic_net_logistic,0.04702949043
E25,***通讯设备有限公司,C,0,0.08202047653,0.01265093024,0.06726581422,0.08339407542,0.09686547054,10,0.04525491899,0.008067526197,0.03697111423,0.04410851783,0.05345503351,10,89,0.2845528455,0.08202047653,0.01265093024,0.06726581422,0.08339407542,0.09686547054,89,0.2845528455,121,0.0243902439,0.04525491899,0.008067526197,0.03697111423,0.04410851783,0.05345503351,121,0.0243902439,elastic_net_logistic,0.08202047653
E26,***金属材料有限公司,A,0,0.1342940789,0.03835783272,0.0957811141,0.1245747018,0.1782110185,10,0.07877185938,0.01983316711,0.05955440887,0.07622872566,0.1013274523,10,61,0.512195122,0.1342940789,0.03835783272,0.0957811141,0.1245747018,0.1782110185,61,0.512195122,71,0.4308943089,0.07877185938,0.01983316711,0.05955440887,0.07622872566,0.1013274523,71,0.4308943089,elastic_net_logistic,0.1342940789
E27,***农业开发有限公司,A,0,0.1103832985,0.02152905982,0.07939351639,0.113626318,0.1369068444,10,0.09554482231,0.02849833916,0.06701150756,0.08921357901,0.1338679407,10,70,0.4390243902,0.1103832985,0.02152905982,0.07939351639,0.113626318,0.1369068444,70,0.4390243902,62,0.5040650407,0.09554482231,0.02849833916,0.06701150756,0.08921357901,0.1338679407,62,0.5040650407,elastic_net_logistic,0.1103832985
E28,***景观工程有限公司,B,0,0.09966092865,0.01717692788,0.08259285105,0.09517578696,0.1193350508,10,0.130337176,0.0391568134,0.08207478325,0.1287017143,0.1766676832,10,76,0.3902439024,0.09966092865,0.01717692788,0.08259285105,0.09517578696,0.1193350508,76,0.3902439024,52,0.5853658537,0.130337176,0.0391568134,0.08207478325,0.1287017143,0.1766676832,52,0.5853658537,elastic_net_logistic,0.09966092865
E29,***建筑劳务有限公司,C,1,0.07253671793,0.01361709077,0.05370720819,0.07142488688,0.08548890218,10,0.1324939659,0.03899565044,0.09541624287,0.1267820035,0.1849023531,10,96,0.2276422764,0.07253671793,0.01361709077,0.05370720819,0.07142488688,0.08548890218,96,0.2276422764,51,0.593495935,0.1324939659,0.03899565044,0.09541624287,0.1267820035,0.1849023531,51,0.593495935,elastic_net_logistic,0.07253671793
E3,***电子(中国)有限公司***分公司,C,0,0.02153611417,0.005366525344,0.01709205939,0.0208068941,0.025281018,10,0.04596535625,0.004931153885,0.03996310172,0.04662563457,0.05173250644,10,123,0.008130081301,0.02153611417,0.005366525344,0.01709205939,0.0208068941,0.025281018,123,0.008130081301,120,0.0325203252,0.04596535625,0.004931153885,0.03996310172,0.04662563457,0.05173250644,120,0.0325203252,elastic_net_logistic,0.02153611417
E30,***建筑工程有限公司,B,0,0.07713913412,0.01773649359,0.05921251275,0.07564411217,0.1024182862,10,0.09027906327,0.02634595743,0.06448231525,0.08262134654,0.1279060646,10,94,0.243902439,0.07713913412,0.01773649359,0.05921251275,0.07564411217,0.1024182862,94,0.243902439,66,0.4715447154,0.09027906327,0.02634595743,0.06448231525,0.08262134654,0.1279060646,66,0.4715447154,elastic_net_logistic,0.07713913412
E31,***食品有限公司,A,0,0.0367643069,0.007319852176,0.02941905964,0.03807940847,0.04188668071,10,0.04488183282,0.003326387978,0.04114266748,0.04547887706,0.04747181214,10,115,0.07317073171,0.0367643069,0.007319852176,0.02941905964,0.03807940847,0.04188668071,115,0.07317073171,122,0.0162601626,0.04488183282,0.003326387978,0.04114266748,0.04547887706,0.04747181214,122,0.0162601626,elastic_net_logistic,0.0367643069
E32,***建筑劳务有限公司,B,0,0.09279588464,0.01108628176,0.08012089358,0.09520077845,0.104597557,10,0.0736933093,0.02495441027,0.05116049106,0.06431733224,0.1119892679,10,79,0.3658536585,0.09279588464,0.01108628176,0.08012089358,0.09520077845,0.104597557,79,0.3658536585,78,0.3739837398,0.0736933093,0.02495441027,0.05116049106,0.06431733224,0.1119892679,78,0.3739837398,elastic_net_logistic,0.09279588464
E33,***园林有限责任公司,B,0,0.09823760896,0.01943264216,0.07475272273,0.1030535279,0.1158892222,10,0.06372140548,0.0047210179,0.05842436234,0.06460256429,0.06761392758,10,77,0.3821138211,0.09823760896,0.01943264216,0.07475272273,0.1030535279,0.1158892222,77,0.3821138211,82,0.3414634146,0.06372140548,0.0047210179,0.05842436234,0.06460256429,0.06761392758,82,0.3414634146,elastic_net_logistic,0.09823760896
E34,***建设工程有限公司,B,0,0.1015652078,0.02341628234,0.07372993823,0.09601488643,0.1393444528,10,0.07450530101,0.01600393403,0.05485779768,0.07361608658,0.09355427824,10,75,0.3983739837,0.1015652078,0.02341628234,0.07372993823,0.09601488643,0.1393444528,75,0.3983739837,77,0.3821138211,0.07450530101,0.01600393403,0.05485779768,0.07361608658,0.09355427824,77,0.3821138211,elastic_net_logistic,0.1015652078
E35,***商贸有限公司,B,0,0.08567951436,0.01484132083,0.07299996107,0.08519443766,0.1006056864,10,0.05174095418,0.005703203723,0.04301850278,0.05352082525,0.05816184887,10,83,0.3333333333,0.08567951436,0.01484132083,0.07299996107,0.08519443766,0.1006056864,83,0.3333333333,107,0.1382113821,0.05174095418,0.005703203723,0.04301850278,0.05352082525,0.05816184887,107,0.1382113821,elastic_net_logistic,0.08567951436
E36,***超硬材料有限公司,D,1,0.05081789908,0.008947238662,0.03998372784,0.05130218537,0.06163613971,10,0.03974332176,0.002198433822,0.03697111423,0.04029206968,0.04193816215,10,107,0.1382113821,0.05081789908,0.008947238662,0.03998372784,0.05130218537,0.06163613971,107,0.1382113821,123,0.008130081301,0.03974332176,0.002198433822,0.03697111423,0.04029206968,0.04193816215,123,0.008130081301,elastic_net_logistic,0.05081789908
E37,***木业有限公司,B,0,0.084549486,0.01474709212,0.07194337804,0.08019785721,0.1088428529,10,0.07941501694,0.0270306493,0.0595291317,0.07170069796,0.1210308182,10,84,0.325203252,0.084549486,0.01474709212,0.07194337804,0.08019785721,0.1088428529,84,0.325203252,70,0.4390243902,0.07941501694,0.0270306493,0.0595291317,0.07170069796,0.1210308182,70,0.4390243902,elastic_net_logistic,0.084549486
E38,***建设工程有限公司,B,0,0.1218095512,0.02099614329,0.09740112963,0.1210452217,0.1460270212,10,0.101982558,0.02852469465,0.06721514146,0.1045422608,0.1345032158,10,63,0.4959349593,0.1218095512,0.02099614329,0.09740112963,0.1210452217,0.1460270212,63,0.4959349593,61,0.512195122,0.101982558,0.02852469465,0.06721514146,0.1045422608,0.1345032158,61,0.512195122,elastic_net_logistic,0.1218095512
E39,***建筑劳务有限公司,C,0,0.1815109557,0.05025346351,0.1077965125,0.192360959,0.2307578892,10,0.1684098365,0.03195442478,0.1303796099,0.1753622877,0.1992182939,10,52,0.5853658537,0.1815109557,0.05025346351,0.1077965125,0.192360959,0.2307578892,52,0.5853658537,45,0.6422764228,0.1684098365,0.03195442478,0.1303796099,0.1753622877,0.1992182939,45,0.6422764228,elastic_net_logistic,0.1815109557
E4,***发展有限责任公司,C,0,0.03106769432,0.01426913404,0.01750548103,0.03099625089,0.04400979025,10,0.06661460424,0.01381654803,0.05080322505,0.06441215581,0.08465489317,10,118,0.0487804878,0.03106769432,0.01426913404,0.01750548103,0.03099625089,0.04400979025,118,0.0487804878,79,0.3658536585,0.06661460424,0.01381654803,0.05080322505,0.06441215581,0.08465489317,79,0.3658536585,elastic_net_logistic,0.03106769432
E40,***财税咨询服务有限公司,C,0,0.08113873174,0.01138659926,0.0681229398,0.08532013695,0.09293248415,10,0.04895349413,0.008092168314,0.04101984274,0.04767734468,0.06221649813,10,90,0.2764227642,0.08113873174,0.01138659926,0.0681229398,0.08532013695,0.09293248415,90,0.2764227642,112,0.09756097561,0.04895349413,0.008092168314,0.04101984274,0.04767734468,0.06221649813,112,0.09756097561,elastic_net_logistic,0.08113873174
E41,***物业发展有限公司,C,0,0.07916167381,0.01456430231,0.06777391311,0.07491474539,0.09683047914,10,0.07561872122,0.01699953107,0.05590420245,0.07124574503,0.09764548432,10,91,0.2682926829,0.07916167381,0.01456430231,0.06777391311,0.07491474539,0.09683047914,91,0.2682926829,76,0.3902439024,0.07561872122,0.01699953107,0.05590420245,0.07124574503,0.09764548432,76,0.3902439024,elastic_net_logistic,0.07916167381
E42,***园艺场,A,0,0.1200846128,0.02762033708,0.08996997529,0.1314104132,0.1475914741,10,0.09387109917,0.02546860952,0.06337204113,0.09126439726,0.125540979,10,66,0.4715447154,0.1200846128,0.02762033708,0.08996997529,0.1314104132,0.1475914741,66,0.4715447154,63,0.4959349593,0.09387109917,0.02546860952,0.06337204113,0.09126439726,0.125540979,63,0.4959349593,elastic_net_logistic,0.1200846128
