enterprise_id,enterprise_name,industry_code,q2_main_risk,robust_risk,scenario_id,scenario,risk_used,q2_decision,q2_selected_rate,q2_offered_loan_amount_10k,offered_loan_amount_10k,selected_rate,acceptance_probability,customer_churn_mass,unit_expected_interest_per_10k,unit_expected_credit_loss_per_10k,unit_expected_funding_cost_per_10k,unit_expected_net_return_per_10k,expected_disbursed_amount_10k,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,source
E124,个体经营E124,unknown,0.06693188597,0.08366485746,fixed_q2_under_robust,fixed_q2_under_robust,0.08366485746,贷,0.1225,50,50,0.1225,0.1877442636,0.8110378526,0.02107449165,0.007853798525,0.005632327907,0.007588365215,9.387213178,1.053724582,0.3926899262,0.2816163953,0.3794182608,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E135,***建设工程有限公司,construction,0.03864400783,0.04498404036,fixed_q2_under_robust,fixed_q2_under_robust,0.04498404036,贷,0.0985,100,100,0.0985,0.3093359187,0.6786381338,0.02909894281,0.006957589725,0.00928007756,0.01286127553,30.93359187,2.909894281,0.6957589725,0.928007756,1.286127553,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E136,***机械有限责任公司,unknown,0.06222333221,0.07777916526,fixed_q2_under_robust,fixed_q2_under_robust,0.07777916526,贷,0.1225,50,50,0.1225,0.1985091346,0.7799331448,0.02242598432,0.007719937392,0.005955274037,0.008750772894,9.925456728,1.121299216,0.3859968696,0.2977637018,0.4375386447,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E137,***建设工程有限公司,construction,0.06292225318,0.07324543534,fixed_q2_under_robust,fixed_q2_under_robust,0.07324543534,贷,0.1225,50,50,0.1225,0.1986821338,0.7759379415,0.02255587287,0.007276279694,0.005960464015,0.009319129162,9.934106692,1.127793644,0.3638139847,0.2980232008,0.4659564581,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E138,个体经营E138,unknown,0.03248384417,0.04060480521,fixed_q2_under_robust,fixed_q2_under_robust,0.04060480521,贷,0.0985,100,100,0.0985,0.301957634,0.6938032696,0.02853512525,0.006130465456,0.00905872902,0.01334593078,30.1957634,2.853512525,0.6130465456,0.905872902,1.334593078,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E139,个体经营E139,unknown,0.02561175391,0.03201469239,fixed_q2_under_robust,fixed_q2_under_robust,0.03201469239,贷,0.0985,100,100,0.0985,0.3010011196,0.6953269852,0.02869941914,0.004818229126,0.009030033589,0.01485115643,30.10011196,2.869941914,0.4818229126,0.9030033589,1.485115643,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E140,***建筑工程有限公司,construction,0.03574723554,0.04161201637,fixed_q2_under_robust,fixed_q2_under_robust,0.04161201637,贷,0.0985,50,50,0.0985,0.3045833982,0.689285131,0.02875304329,0.006337164677,0.009137501947,0.01327837666,15.22916991,1.437652164,0.3168582338,0.4568750974,0.6639188331,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E141,***食品有限公司,unknown,0.02914031602,0.03642539503,fixed_q2_under_robust,fixed_q2_under_robust,0.03642539503,贷,0.0985,100,100,0.0985,0.3049112955,0.688676687,0.02893977094,0.005553257193,0.009147338865,0.01423917488,30.49112955,2.893977094,0.5553257193,0.9147338865,1.423917488,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E142,***运业有限公司,transport_storage_post,0.04497248243,0.05087512075,fixed_q2_under_robust,fixed_q2_under_robust,0.05087512075,贷,0.1025,50,50,0.1025,0.2859522061,0.6969321315,0.0278189462,0.007273926508,0.008578566184,0.0119664535,14.29761031,1.39094731,0.3636963254,0.4289283092,0.5983226752,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E143,***电子科技有限公司,unknown,0.07225716502,0.09032145628,fixed_q2_under_robust,fixed_q2_under_robust,0.09032145628,贷,0.1425,50,50,0.1425,0.1442767179,0.8177502036,0.01870247444,0.006515641635,0.004328301538,0.007858531267,7.213835897,0.935123722,0.3257820818,0.2164150769,0.3929265633,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E144,***劳务有限公司,unknown,0.05989639601,0.07487049501,fixed_q2_under_robust,fixed_q2_under_robust,0.07487049501,贷,0.1225,50,50,0.1225,0.1984477177,0.7807718414,0.02248975526,0.007428939431,0.005953431532,0.0091073843,9.922385887,1.124487763,0.3714469715,0.2976715766,0.455369215,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E145,***工贸有限公司,unknown,0.03599533112,0.0449941639,fixed_q2_under_robust,fixed_q2_under_robust,0.0449941639,贷,0.0985,100,100,0.0985,0.3092807353,0.6787980064,0.02909344336,0.006957914049,0.00927842206,0.01285710725,30.92807353,2.909344336,0.6957914049,0.927842206,1.285710725,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E146,***基础建设工程有限公司,construction,0.03763527991,0.04380981802,fixed_q2_under_robust,fixed_q2_under_robust,0.04380981802,贷,0.0985,100,100,0.0985,0.3067003825,0.6851120335,0.02888649361,0.006718243972,0.009201011474,0.01296723817,30.67003825,2.888649361,0.6718243972,0.9201011474,1.296723817,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E147,***装饰工程有限责任公司,construction,0.03881957715,0.04518841403,fixed_q2_under_robust,fixed_q2_under_robust,0.04518841403,贷,0.0985,50,50,0.0985,0.3102983721,0.6755636407,0.02918323336,0.007010945654,0.009308951162,0.01286333654,15.5149186,1.459161668,0.3505472827,0.4654475581,0.6431668269,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E148,***商贸有限公司,wholesale_retail,0.07220733777,0.08425693726,fixed_q2_under_robust,fixed_q2_under_robust,0.08425693726,贷,0.1225,50,50,0.1225,0.1971917499,0.7894495131,0.02212067969,0.008307386451,0.005915752498,0.007897540737,9.859587496,1.106033984,0.4153693225,0.2957876249,0.3948770368,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E149,***建筑劳务有限公司,construction,0.05966215737,0.06945048006,fixed_q2_under_robust,fixed_q2_under_robust,0.06945048006,贷,0.1225,50,50,0.1225,0.1974805671,0.7880426858,0.02251126725,0.006857560094,0.005924417013,0.009729290139,9.874028355,1.125563362,0.3428780047,0.2962208506,0.486464507,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E150,***建设工程有限公司,construction,0.04809596502,0.05598670928,fixed_q2_under_robust,fixed_q2_under_robust,0.05598670928,贷,0.1025,50,50,0.1025,0.2855995481,0.6990977254,0.02763500135,0.007994889436,0.008567986444,0.01107212547,14.27997741,1.381750068,0.3997444718,0.4283993222,0.5536062735,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E151,***路桥工程有限公司,construction,0.06143754113,0.07151713772,fixed_q2_under_robust,fixed_q2_under_robust,0.07151713772,贷,0.1225,50,50,0.1225,0.1979879492,0.7849913164,0.02251898117,0.007079765714,0.005939638475,0.009499576984,9.899397459,1.125949059,0.3539882857,0.2969819238,0.4749788492,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E152,***运贸有限责任公司,unknown,0.03685676442,0.04607095552,fixed_q2_under_robust,fixed_q2_under_robust,0.04607095552,贷,0.0985,50,50,0.0985,0.3115924755,0.6698662087,0.02927785557,0.00717768154,0.009347774265,0.01275239977,15.57962377,1.463892779,0.358884077,0.4673887132,0.6376199884,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E153,个体经营E153,unknown,0.0656927255,0.08211590687,fixed_q2_under_robust,fixed_q2_under_robust,0.08211590687,贷,0.1225,50,50,0.1225,0.198547082,0.7681107493,0.02232479301,0.008151936846,0.005956412459,0.008216443708,9.927354098,1.116239651,0.4075968423,0.2978206229,0.4108221854,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E154,***汽车销售服务有限公司,wholesale_retail,0.104624478,0.1220836878,fixed_q2_under_robust,fixed_q2_under_robust,0.1220836878,贷,0.1425,50,50,0.1425,0.132792275,0.8616507355,0.01661272187,0.008105885319,0.00398376825,0.004523068302,6.639613749,0.8306360935,0.4052942659,0.1991884125,0.2261534151,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E155,个体经营E155,unknown,0.06077081477,0.07596351846,fixed_q2_under_robust,fixed_q2_under_robust,0.07596351846,贷,0.1225,50,50,0.1225,0.1981347367,0.7838806145,0.02242775631,0.007525505865,0.005944042101,0.008958208343,9.906736835,1.121387815,0.3762752932,0.2972021051,0.4479104172,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E156,个体经营E156,unknown,0.06116067527,0.07645084409,fixed_q2_under_robust,fixed_q2_under_robust,0.07645084409,贷,0.1225,50,50,0.1225,0.198701801,0.7740236669,0.02248008288,0.007595460206,0.005961054031,0.008923568641,9.935090052,1.124004144,0.3797730103,0.2980527016,0.446178432,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E157,***环境设备工程有限公司,construction,0.1040462037,0.121116284,fixed_q2_under_robust,fixed_q2_under_robust,0.121116284,贷,0.1425,50,50,0.1425,0.1404417837,0.7688038178,0.01758905953,0.008504893479,0.004213253511,0.004870912544,7.022089184,0.8794529767,0.4252446739,0.2106626755,0.2435456272,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E158,***装饰工程有限公司,construction,0.08635403357,0.1005214922,fixed_q2_under_robust,fixed_q2_under_robust,0.1005214922,贷,0.1425,50,50,0.1425,0.1437671772,0.8276797668,0.01842745676,0.007225845592,0.004313015317,0.006888595852,7.188358861,0.921372838,0.3612922796,0.2156507658,0.3444297926,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E159,个体经营E159,unknown,0.04388393826,0.05485492282,fixed_q2_under_robust,fixed_q2_under_robust,0.05485492282,贷,0.1025,50,50,0.1025,0.2857855492,0.6980376534,0.02768615251,0.007838372123,0.008573566476,0.01127421391,14.28927746,1.384307625,0.3919186061,0.4286783238,0.5637106954,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E160,***钢结构工程有限公司,construction,0.04763865975,0.05545437737,fixed_q2_under_robust,fixed_q2_under_robust,0.05545437737,贷,0.1065,50,50,0.1065,0.2658418073,0.712065788,0.02674211969,0.007371045952,0.00797525422,0.01139581952,13.29209037,1.337105985,0.3685522976,0.398762711,0.5697909761,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E161,***建筑劳务有限责任公司,construction,0.04601752607,0.05356727644,fixed_q2_under_robust,fixed_q2_under_robust,0.05356727644,贷,0.1025,100,100,0.1025,0.2827248082,0.708663087,0.02742695105,0.007572398978,0.008481744245,0.01137280782,28.27248082,2.742695105,0.7572398978,0.8481744245,1.137280782,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E162,***网络信息安全有限公司,information_software_it,0.07254758922,0.07254758922,fixed_q2_under_robust,fixed_q2_under_robust,0.07254758922,贷,0.1425,50,50,0.1425,0.144242522,0.8112698284,0.01906337566,0.005232223618,0.00432727566,0.009503876378,7.212126101,0.9531687828,0.2616111809,0.216363783,0.4751938189,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E163,***物流有限公司,transport_storage_post,0.06342247812,0.07174667837,fixed_q2_under_robust,fixed_q2_under_robust,0.07174667837,贷,0.1225,50,50,0.1225,0.1963465782,0.7477269012,0.02232677202,0.007043607398,0.005890397346,0.009392767273,9.81732891,1.116338601,0.3521803699,0.2945198673,0.4696383636,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E164,个体经营E164,unknown,0.04031919601,0.05039899501,fixed_q2_under_robust,fixed_q2_under_robust,0.05039899501,贷,0.0985,100,100,0.0985,0.3087215608,0.6803424024,0.02887648698,0.007779628201,0.009261646824,0.01183521196,30.87215608,2.887648698,0.7779628201,0.9261646824,1.183521196,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E165,***文化传媒股份有限公司,other_services,0.03651589074,0.0371320964,fixed_q2_under_robust,fixed_q2_under_robust,0.0371320964,贷,0.0985,50,50,0.0985,0.3112742999,0.6715527266,0.02952202921,0.005779133655,0.009338228997,0.01440466656,15.56371499,1.47610146,0.2889566827,0.4669114498,0.7202333279,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E166,***建筑工程有限公司,construction,0.09217207109,0.1072940515,fixed_q2_under_robust,fixed_q2_under_robust,0.1072940515,贷,0.1425,50,50,0.1425,0.132606061,0.7166395102,0.01686889628,0.007113920771,0.003978181831,0.005776793675,6.630303052,0.8434448139,0.3556960386,0.1989090915,0.2888396838,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E167,***体育文化股份有限公司,unknown,0.05747336053,0.07184170066,fixed_q2_under_robust,fixed_q2_under_robust,0.07184170066,贷,0.1225,100,100,0.1225,0.1875624499,0.8113175174,0.02132573646,0.006737402692,0.005626873498,0.008961460268,18.75624499,2.132573646,0.6737402692,0.5626873498,0.8961460268,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E168,***建材有限公司,unknown,0.04702682686,0.05878353357,fixed_q2_under_robust,fixed_q2_under_robust,0.05878353357,贷,0.1025,50,50,0.1025,0.2831756063,0.7075350972,0.02731927822,0.008323031381,0.00849526819,0.01050097864,14.15878032,1.365963911,0.4161515691,0.4247634095,0.5250489322,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E169,***建筑设计有限公司,unknown,0.04621654357,0.05777067946,fixed_q2_under_robust,fixed_q2_under_robust,0.05777067946,贷,0.1025,50,50,0.1025,0.2858025046,0.6979330537,0.02760237872,0.00825550244,0.008574075137,0.01077280114,14.29012523,1.380118936,0.412775122,0.4287037569,0.538640057,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E170,***建筑劳务有限公司,construction,0.06550885325,0.07625639949,fixed_q2_under_robust,fixed_q2_under_robust,0.07625639949,贷,0.1225,50,50,0.1225,0.1983369433,0.7820381232,0.02244352906,0.00756223059,0.005950108299,0.00893119017,9.916847165,1.122176453,0.3781115295,0.2975054149,0.4465595085,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E171,***质量检验测试站,other_services,0.03962366515,0.0402923145,fixed_q2_under_robust,fixed_q2_under_robust,0.0402923145,贷,0.0985,50,50,0.0985,0.3089338439,0.679771293,0.02920388915,0.006223829798,0.009268015316,0.01371204404,15.44669219,1.460194458,0.3111914899,0.4634007658,0.6856022018,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E172,***物流有限公司,transport_storage_post,0.05935152676,0.06714141465,fixed_q2_under_robust,fixed_q2_under_robust,0.06714141465,贷,0.1225,50,50,0.1225,0.1971534358,0.7896238,0.02252974372,0.006618580291,0.005914603074,0.00999656035,9.857671791,1.126487186,0.3309290146,0.2957301537,0.4998280175,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E173,***贸易有限责任公司,wholesale_retail,0.03266440506,0.03811527765,fixed_q2_under_robust,fixed_q2_under_robust,0.03811527765,贷,0.0985,100,100,0.0985,0.3034102891,0.6913738242,0.02874680359,0.005782283707,0.009102308674,0.01386221121,30.34102891,2.874680359,0.5782283707,0.9102308674,1.386221121,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E174,***工程技术有限公司,other_services,0.04645413672,0.04723805028,fixed_q2_under_robust,fixed_q2_under_robust,0.04723805028,贷,0.1025,50,50,0.1025,0.2854097162,0.7000525654,0.02787257056,0.006741099261,0.008562291485,0.01256917981,14.27048581,1.393628528,0.3370549631,0.4281145743,0.6284589907,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E175,***食品集团有限公司,unknown,0.1170926019,0.1463657524,fixed_q2_under_robust,fixed_q2_under_robust,0.1463657524,贷,0.1425,100,100,0.1425,0.1288817838,0.8678611587,0.0156775514,0.009431939627,0.003866453514,0.002379158257,12.88817838,1.56775514,0.9431939627,0.3866453514,0.2379158257,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E176,***科技有限公司,unknown,0.03166893663,0.03958617079,fixed_q2_under_robust,fixed_q2_under_robust,0.03958617079,贷,0.0985,100,100,0.0985,0.3059852688,0.6865924653,0.02894643965,0.006056392555,0.009179558065,0.01371048903,30.59852688,2.894643965,0.6056392555,0.9179558065,1.371048903,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E177,***电力工程有限公司,construction,0.08746342911,0.1018128979,fixed_q2_under_robust,fixed_q2_under_robust,0.1018128979,贷,0.1425,50,50,0.1425,0.1442850227,0.8170498403,0.01846727987,0.007345038148,0.004328550682,0.006793691038,7.214251137,0.9233639934,0.3672519074,0.2164275341,0.3396845519,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E178,***贸易有限公司,wholesale_retail,0.07076990542,0.08257963339,fixed_q2_under_robust,fixed_q2_under_robust,0.08257963339,贷,0.1225,100,100,0.1225,0.1872626175,0.8117745508,0.02104532105,0.007732039149,0.005617878524,0.007695403376,18.72626175,2.104532105,0.7732039149,0.5617878524,0.7695403376,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E179,***园林有限公司,unknown,0.07597864058,0.09497330073,fixed_q2_under_robust,fixed_q2_under_robust,0.09497330073,贷,0.1425,50,50,0.1425,0.1438518935,0.8267301048,0.01855204712,0.006831044569,0.004315556804,0.007405445744,7.192594673,0.9276023558,0.3415522284,0.2157778402,0.3702722872,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E180,***电气有限公司,unknown,0.03328246558,0.04160308197,fixed_q2_under_robust,fixed_q2_under_robust,0.04160308197,贷,0.0985,100,100,0.0985,0.3053586538,0.6878265804,0.02882649708,0.006351930552,0.009160759613,0.01331380691,30.53586538,2.882649708,0.6351930552,0.9160759613,1.331380691,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E181,***食品有限公司,unknown,0.08976755602,0.112209445,fixed_q2_under_robust,fixed_q2_under_robust,0.112209445,贷,0.1425,100,100,0.1425,0.1318892588,0.8631620553,0.01668533046,0.00739961027,0.003956677765,0.005329042423,13.18892588,1.668533046,0.739961027,0.3956677765,0.5329042423,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E182,***新材料科技有限公司,unknown,0.03941105035,0.04926381294,fixed_q2_under_robust,fixed_q2_under_robust,0.04926381294,贷,0.0985,100,100,0.0985,0.3061634046,0.6862313821,0.02867144185,0.007541388347,0.009184902138,0.01194515137,30.61634046,2.867144185,0.7541388347,0.9184902138,1.194515137,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E183,***建设工程有限公司,construction,0.1000379791,0.11645046,fixed_q2_under_robust,fixed_q2_under_robust,0.11645046,贷,0.1425,50,50,0.1425,0.1376275827,0.7486899478,0.0173281122,0.008013397659,0.004128827481,0.00518588706,6.881379134,0.86640561,0.400669883,0.206441374,0.259294353,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E184,***建筑装饰工程有限公司,construction,0.1026369757,0.1194758545,fixed_q2_under_robust,fixed_q2_under_robust,0.1194758545,贷,0.1425,50,50,0.1425,0.1430556009,0.7919126907,0.01794985727,0.008545845078,0.004291668026,0.00511234417,7.152780043,0.8974928637,0.4272922539,0.2145834013,0.2556172085,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E185,***生态魔芋有限公司,unknown,0.04370184396,0.05462730495,fixed_q2_under_robust,fixed_q2_under_robust,0.05462730495,贷,0.1025,50,50,0.1025,0.2789231022,0.7163483258,0.0270278442,0.007618408681,0.008367693066,0.01104174245,13.94615511,1.35139221,0.380920434,0.4183846533,0.5520871224,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E186,***建筑劳务有限公司,construction,0.09599836002,0.111748091,fixed_q2_under_robust,fixed_q2_under_robust,0.111748091,贷,0.1425,50,50,0.1425,0.1423215928,0.7845323503,0.01801448328,0.007952083149,0.004269647784,0.005792752344,7.11607964,0.9007241639,0.3976041575,0.2134823892,0.2896376172,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E187,个体经营E187,unknown,0.6080938535,0.7601173169,fixed_q2_under_robust,fixed_q2_under_robust,0.7601173169,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E188,***硬质合金有限公司,unknown,0.03765325996,0.04706657495,fixed_q2_under_robust,fixed_q2_under_robust,0.04706657495,贷,0.0985,100,100,0.0985,0.3064260939,0.6856898292,0.02876236122,0.007211213358,0.009192782817,0.01235836504,30.64260939,2.876236122,0.7211213358,0.9192782817,1.235836504,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E189,***石油工程技术服务有限公司,other_services,0.08558044961,0.0870246197,fixed_q2_under_robust,fixed_q2_under_robust,0.0870246197,贷,0.1425,50,50,0.1425,0.1442418753,0.8194963438,0.01876572254,0.006276297172,0.00432725626,0.008162169108,7.212093766,0.938286127,0.3138148586,0.216362813,0.4081084554,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E190,***劳务有限公司,unknown,0.04801111119,0.06001388899,fixed_q2_under_robust,fixed_q2_under_robust,0.06001388899,贷,0.1025,100,100,0.1025,0.2832999513,0.7072103996,0.02729554699,0.008500965913,0.008498998538,0.01029558254,28.32999513,2.729554699,0.8500965913,0.8498998538,1.029558254,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E191,***商贸有限责任公司,wholesale_retail,0.08893492673,0.1037759426,fixed_q2_under_robust,fixed_q2_under_robust,0.1037759426,贷,0.1225,50,50,0.1225,0.1892549004,0.8086308091,0.02077781235,0.009820052841,0.005677647011,0.005280112496,9.462745018,1.038890617,0.4910026421,0.2838823505,0.2640056248,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E192,***建设工程有限公司,construction,0.1622654,0.1888870672,fixed_q2_under_robust,fixed_q2_under_robust,0.1888870672,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E193,个体经营E193,unknown,0.02959403557,0.03699254446,fixed_q2_under_robust,fixed_q2_under_robust,0.03699254446,贷,0.0985,50,50,0.0985,0.3053730249,0.6877988647,0.02896653522,0.0056482626,0.009161190746,0.01415708187,15.26865124,1.448326761,0.28241313,0.4580595373,0.7078540935,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E194,***文化传播有限公司,other_services,0.04221497419,0.04292735188,fixed_q2_under_robust,fixed_q2_under_robust,0.04292735188,贷,0.0985,50,50,0.0985,0.3116318626,0.6696355298,0.0293780517,0.006688765312,0.009348955879,0.01334033051,15.58159313,1.468902585,0.3344382656,0.467447794,0.6670165256,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E195,***医药有限公司,unknown,0.03274305492,0.04092881865,fixed_q2_under_robust,fixed_q2_under_robust,0.04092881865,贷,0.0985,100,100,0.0985,0.3081353991,0.6818375378,0.02910909245,0.006305808934,0.009244061972,0.01355922154,30.81353991,2.910909245,0.6305808934,0.9244061972,1.355922154,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
