review_priority,enterprise_id,enterprise_name,current_industry_code,mapping_status,matched_keyword,rule_notes,required_external_evidence,recommended_review_action
2,E179,***园林有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E180,***电气有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E181,***食品有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E182,***新材料科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,材料,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E185,***生态魔芋有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:生态魔芋,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E188,***硬质合金有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:硬质合金,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E190,***劳务有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:劳务,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E195,***医药有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E196,***地质制图印刷厂,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E197,***医疗设备有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设备,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E204,***科技发展有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E213,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E222,***数码科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,数码科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E223,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E224,***纸业有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:纸业,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E227,***安全技术有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:技术,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E228,***文化发展有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:文化,文化发展,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E231,***建筑科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E232,***投资发展有限责任公司,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E233,***劳务有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:劳务,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E243,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E247,***石化有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E248,***智能科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,智能科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E251,***医疗器械有限责任公司,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E256,***物资有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E261,***医疗器械有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E263,***通信工程有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:工程,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E266,***煤矿机械有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:机械,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E271,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E279,***环保包装有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:环保包装,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E281,***商业管理有限责任公司,unknown,low_specific_or_unmatched_unknown,unknown:管理,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E284,***成焊科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E287,***鞋材有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:鞋材,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E290,***机电有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E293,***物资有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E299,***压缩天然气有限责任公司,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E302,***机电设备有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设备,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E303,***图书发行有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E304,***环保科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E305,***劳务有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:劳务,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E307,***通信工程有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:工程,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E312,***家居用品有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E315,***轮胎有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E317,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E320,***建筑设计有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设计,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E325,***通讯器材有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E326,***包装材料有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:材料,包装材料,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E328,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E329,***园艺有限责任公司,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E334,***机械科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,机械,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E339,***居益卫浴家俬厂,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E341,***纺织品有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:纺织品,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E344,***机械有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:机械,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E345,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E347,***不锈钢材料有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:材料,不锈钢材料,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E350,***演艺设备有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设备,演艺,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E362,***建材有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:建材,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E364,***电子有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E371,***自动化科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,自动化科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E379,***药业有限公司,unknown,low_specific_or_unmatched_unknown,unknown:有限公司,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E380,***建材有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:建材,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E392,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E394,***环保设计研究院（有限合伙）,unknown,low_specific_or_unmatched_unknown,unknown:设计,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E401,***遮阳技术发展中心,unknown,low_specific_or_unmatched_unknown,unknown:技术,仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E403,***机械有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:机械,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E408,***空调制冷有限责任公司,unknown,low_specific_or_unmatched_unknown,,未命中高特异关键词，保留unknown,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E409,***塑胶有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:塑胶,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E411,***机电设备有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设备,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E413,***石材工艺品有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:石材工艺品,工艺品,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E416,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E419,***科技有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:科技,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E421,***保温材料有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:材料,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
2,E423,***通风设备有限公司,unknown,low_specific_or_unmatched_unknown,"unknown:设备,有限公司",仅命中低特异关键词，未直接分类,企业登记行业、经营范围或可核验的主营业务资料,核对登记行业或主营业务；低特异词不足以直接分类
3,E124,个体经营E124,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E125,个体经营E125,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E126,个体经营E126,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E127,个体经营E127,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E128,个体经营E128,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E129,个体经营E129,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E130,个体经营E130,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E131,个体经营E131,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E132,个体经营E132,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E133,个体经营E133,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E138,个体经营E138,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E139,个体经营E139,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E153,个体经营E153,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E155,个体经营E155,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E156,个体经营E156,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E159,个体经营E159,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E164,个体经营E164,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E187,个体经营E187,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E193,个体经营E193,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E200,个体经营E200,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E202,个体经营E202,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E205,个体经营E205,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E207,个体经营E207,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E208,个体经营E208,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E211,个体经营E211,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E217,个体经营E217,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E235,个体经营E235,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E236,个体经营E236,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E237,个体经营E237,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E238,个体经营E238,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E239,个体经营E239,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E240,个体经营E240,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E241,个体经营E241,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E242,个体经营E242,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E244,个体经营E244,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E255,个体经营E255,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E262,个体经营E262,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E264,个体经营E264,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E270,个体经营E270,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E272,个体经营E272,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
