enterprise_id,enterprise_name,industry_code,unknown_industry_flag,industry_high_uncertainty_flag,risk_used_main_score,risk_used,decision,selected_rate,offered_loan_amount_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,selected_rate_is_observed_attachment3_point,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,pD,d_probability_reject_flag,max_loan_limit_10k,risk_override_only,selected_rate_missing,q2_main_risk,q3_robust_risk,scenario_id,scenario_kind,sensitivity_axis,sensitivity_level,c_pp,rho,lambda_severe,unknown_policy,unknown_S_value,lgd,funding_cost_rate,parameter_source,duration_assumption,risk_override_column
E134,***工程咨询有限公司,other_services,0,0,0.03926355962371875,0.03926355962371875,贷,0.1225,100.0,0.5383073139987476,0.7834342641771967,0.9833220759169401,True,0.4867322585,0.4000696362,0.1035038468,0.009694258535,0.009694258535,False,100.0,True,0,0.03620846997,0.03926355962371875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E135,***建设工程有限公司,construction,0,0,0.057966011745000004,0.057966011745000004,贷,0.1425,100.0,0.56377497460385,0.5557690078149038,0.7456146309489144,True,0.432668112,0.4303506058,0.1249553347,0.01202594757,0.01202594757,False,100.0,True,0,0.03864400783,0.057966011745000004,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E136,***机械有限责任公司,unknown,1,1,0.093334998315,0.093334998315,贷,0.1425,50.0,0.4660136285696601,0.2853093768117735,0.17022458940882856,True,0.2964343182,0.4803856826,0.2016222786,0.02155772059,0.02155772059,False,50.0,True,0,0.06222333221,0.093334998315,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E137,***建设工程有限公司,construction,0,0,0.09438337977,0.09438337977,贷,0.1425,50.0,0.47360294200783176,0.28673507267422993,0.16474365423971654,True,0.2627984165,0.4837128821,0.2281087767,0.02537992471,0.02537992471,False,50.0,True,0,0.06292225318,0.09438337977,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E138,个体经营E138,unknown,1,1,0.048725766255,0.048725766255,贷,0.1225,100.0,0.6547860048831754,0.7678964542161915,0.8144128810831635,True,0.6855925399,0.2618151359,0.04835322782,0.00423909638,0.00423909638,False,100.0,True,0,0.03248384417,0.048725766255,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E139,个体经营E139,unknown,1,1,0.038417630864999996,0.038417630864999996,贷,0.1225,100.0,0.5145705429375845,0.7653785609094673,0.9739728939241142,True,0.7158168363,0.2383298942,0.04218137434,0.003671895207,0.003671895207,False,100.0,True,0,0.02561175391,0.038417630864999996,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E140,***建筑工程有限公司,construction,0,0,0.053620853309999994,0.053620853309999994,贷,0.1425,50.0,0.25068312729976927,0.26714886554675366,0.38285391832061966,True,0.6007538006,0.3247901457,0.0683245829,0.00613147079,0.00613147079,False,50.0,True,0,0.03574723554,0.053620853309999994,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E141,***食品有限公司,unknown,1,1,0.04371047403,0.04371047403,贷,0.1225,100.0,0.5933175362381373,0.7756461115095313,0.9026219999085968,True,0.5899080569,0.332473286,0.07120663964,0.006412017521,0.006412017521,False,100.0,True,0,0.02914031602,0.04371047403,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E142,***运业有限公司,transport_storage_post,0,0,0.067458723645,0.067458723645,贷,0.1425,50.0,0.333791864034816,0.28274802384885067,0.32279946047077634,True,0.34772238,0.4672274759,0.1679344817,0.01711566234,0.01711566234,False,50.0,True,0,0.04497248243,0.067458723645,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E143,***电子科技有限公司,unknown,1,1,0.10838574752999999,0.10838574752999999,贷,0.15,50.0,0.3797381515491623,0.2002045789245517,0.08945197944710573,True,0.1904022841,0.4697935981,0.3018310393,0.03797307849,0.03797307849,False,50.0,True,0,0.07225716502,0.10838574752999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E144,***劳务有限公司,unknown,1,1,0.089844594015,0.089844594015,贷,0.1425,50.0,0.44800857740528915,0.2849419090610056,0.19095331844888946,True,0.3043179548,0.478938604,0.1959630003,0.02078044095,0.02078044095,False,50.0,True,0,0.05989639601,0.089844594015,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E145,***工贸有限公司,unknown,1,1,0.05399299668,0.05399299668,贷,0.1425,100.0,0.5248854273664586,0.5555063589104177,0.7917479410561716,True,0.4348416127,0.4292198963,0.1240172327,0.01192125825,0.01192125825,False,100.0,True,0,0.03599533112,0.05399299668,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E146,***基础建设工程有限公司,construction,0,0,0.056452919865,0.056452919865,贷,0.1425,100.0,0.5370953064999335,0.5436593969774954,0.7466946394316976,True,0.529304326,0.3735120889,0.08899600113,0.008187583934,0.008187583934,False,100.0,True,0,0.03763527991,0.056452919865,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E147,***装饰工程有限责任公司,construction,0,0,0.058229365724999996,0.058229365724999996,贷,0.1425,50.0,0.28555897982806,0.28023070124511235,0.37440054264754236,True,0.392953943,0.4495069292,0.1434011406,0.01413798724,0.01413798724,False,50.0,True,0,0.03881957715,0.058229365724999996,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E148,***商贸有限公司,wholesale_retail,0,0,0.10831100665500001,0.10831100665500001,贷,0.15,50.0,0.3662622669448711,0.1932331075410941,0.08664400730495095,True,0.4067475135,0.4431934577,0.1367002918,0.01335873688,0.01335873688,False,50.0,True,0,0.07220733777,0.10831100665500001,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E149,***建筑劳务有限公司,construction,0,0,0.08949323605500001,0.08949323605500001,贷,0.1425,50.0,0.43939227560943245,0.28055896894145127,0.19009236905397336,True,0.3872386599,0.4520076984,0.1462768946,0.01447674703,0.01447674703,False,50.0,True,0,0.05966215737,0.08949323605500001,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E150,***建设工程有限公司,construction,0,0,0.07214394753,0.07214394753,贷,0.1425,50.0,0.3551605278169769,0.2813110177452921,0.2933984191354494,True,0.3739612452,0.4575401498,0.1531958785,0.01530272657,0.01530272657,False,50.0,True,0,0.04809596502,0.07214394753,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E151,***路桥工程有限公司,construction,0,0,0.092156311695,0.092156311695,贷,0.1425,50.0,0.4558870403668784,0.28267936880093125,0.17567326611082174,True,0.3490068449,0.4667947957,0.167177625,0.01702073444,0.01702073444,False,50.0,True,0,0.06143754113,0.092156311695,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E152,***运贸有限责任公司,unknown,1,1,0.055285146630000004,0.055285146630000004,贷,0.1425,50.0,0.27447845605609555,0.2837015755456894,0.39663085986831403,True,0.3294828544,0.4728661188,0.179109711,0.0185413158,0.0185413158,False,50.0,True,0,0.03685676442,0.055285146630000004,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E153,个体经营E153,unknown,1,1,0.09853908824999999,0.09853908824999999,贷,0.1425,50.0,0.49708440025347944,0.28825944481607685,0.14038824560754487,True,0.2120618395,0.4777038123,0.2768921795,0.03334216872,0.03334216872,False,50.0,True,0,0.0656927255,0.09853908824999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E154,***汽车销售服务有限公司,wholesale_retail,0,0,0.156936717,0.156936717,贷,0.15,50.0,0.49614255587723516,0.18065245491904147,-0.10566456682356445,True,0.6242349977,0.307847563,0.0623604498,0.005556989494,0.005556989494,False,50.0,True,0,0.104624478,0.156936717,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E155,个体经营E155,unknown,1,1,0.091156222155,0.091156222155,贷,0.1425,50.0,0.4520030542048398,0.28334594549830794,0.18205602367144608,True,0.3363784971,0.4708483584,0.1747884957,0.01798464881,0.01798464881,False,50.0,True,0,0.06077081477,0.091156222155,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E156,个体经营E156,unknown,1,1,0.091741012905,0.091741012905,贷,0.1425,50.0,0.4611671093229052,0.2872478231116949,0.18102499014579276,True,0.2487266933,0.4835394822,0.2404592924,0.02727453217,0.02727453217,False,50.0,True,0,0.06116067527,0.091741012905,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E157,***环境设备工程有限公司,construction,0,0,0.15606930555,0.15606930555,贷,0.15,50.0,0.5259320978691281,0.19256357058467571,-0.10908201401894019,True,0.08509086722,0.3494029714,0.4747517629,0.09075439853,0.09075439853,False,50.0,True,0,0.1040462037,0.15606930555,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E158,***装饰工程有限公司,construction,0,0,0.129531050355,0.129531050355,贷,0.15,50.0,0.45280140624885606,0.19975415933438723,-0.0005063408469033193,True,0.2400253267,0.4829012149,0.2485204024,0.02855305602,0.02855305602,False,50.0,True,0,0.08635403357,0.129531050355,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E159,个体经营E159,unknown,1,1,0.06582590739,0.06582590739,贷,0.1425,50.0,0.32489471652708246,0.2820380775456887,0.33168857560501713,True,0.3608457827,0.462600119,0.1603773009,0.01617679742,0.01617679742,False,50.0,True,0,0.04388393826,0.06582590739,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E160,***钢结构工程有限公司,construction,0,0,0.071457989625,0.071457989625,贷,0.1425,50.0,0.35707872541449853,0.28554537711169486,0.30194027718912514,True,0.2912373696,0.4812102203,0.2054600054,0.02209240478,0.02209240478,False,50.0,True,0,0.04763865975,0.071457989625,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E161,***建筑劳务有限责任公司,construction,0,0,0.069026289105,0.069026289105,贷,0.1425,100.0,0.6586949576524294,0.545295312175874,0.604532806276146,True,0.516587352,0.3816635416,0.09313700154,0.008612104943,0.008612104943,False,100.0,True,0,0.04601752607,0.069026289105,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E162,***网络信息安全有限公司,information_software_it,0,0,0.07254758922,0.07254758922,贷,0.1425,50.0,0.366255653229897,0.2884850440283153,0.29842808554228895,True,0.166238031,0.4559952808,0.3332790386,0.04448764957,0.04448764957,False,50.0,True,0,0.07254758922,0.07254758922,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E163,***物流有限公司,transport_storage_post,0,0,0.09513371718,0.09513371718,贷,0.1425,50.0,0.47857576834434473,0.2874605089885334,0.16061743309724485,True,0.1354744215,0.4287113658,0.3798876921,0.05592652057,0.05592652057,False,50.0,True,0,0.06342247812,0.09513371718,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E164,个体经营E164,unknown,1,1,0.060478794015000004,0.060478794015000004,贷,0.1425,100.0,0.5851499324641629,0.5528737724111871,0.712469301659299,True,0.4563941105,0.4175948042,0.1150750485,0.01093603676,0.01093603676,False,100.0,True,0,0.04031919601,0.060478794015000004,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E165,***文化传媒股份有限公司,other_services,0,0,0.039596919021187504,0.039596919021187504,贷,0.1225,50.0,0.27442415401374876,0.3960252619898605,0.49435372188793253,True,0.3469513529,0.4674850329,0.1683906407,0.01717297353,0.01717297353,False,50.0,True,0,0.03651589074,0.039596919021187504,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E166,***建筑工程有限公司,construction,0,0,0.138258106635,0.138258106635,贷,0.15,50.0,0.435695469198214,0.1800754007134727,-0.0338514320643529,True,0.04969554285,0.2519863625,0.5475636659,0.1507544287,0.1507544287,False,50.0,True,0,0.09217207109,0.138258106635,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E167,***体育文化股份有限公司,unknown,1,1,0.086210040795,0.086210040795,贷,0.1425,100.0,0.7458814971947794,0.4943948459675669,0.3691651336681734,True,0.8922289188,0.09336052666,0.01329052186,0.001120032717,0.001120032717,False,100.0,True,0,0.05747336053,0.086210040795,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E168,***建材有限公司,unknown,1,1,0.07054024029,0.07054024029,贷,0.1425,50.0,0.3380737749328539,0.2738649789866559,0.2948830723948352,True,0.4974991226,0.3935557836,0.09965579733,0.009289296422,0.009289296422,False,50.0,True,0,0.04702682686,0.07054024029,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E169,***建筑设计有限公司,unknown,1,1,0.069324815355,0.069324815355,贷,0.1425,50.0,0.3422481977691707,0.2821073488962925,0.3109799292317118,True,0.3595800156,0.4630659719,0.1610895708,0.01626444168,0.01626444168,False,50.0,True,0,0.04621654357,0.069324815355,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E170,***建筑劳务有限公司,construction,0,0,0.098263279875,0.098263279875,贷,0.1425,50.0,0.48894928243541713,0.28433774072931184,0.14013007425909152,True,0.3168190421,0.4761862404,0.187369784,0.01962493355,0.01962493355,False,50.0,True,0,0.06550885325,0.098263279875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E171,***质量检验测试站,other_services,0,0,0.04296691189703125,0.04296691189703125,贷,0.1225,50.0,0.29554204718700694,0.3930493544098883,0.46340238802566147,True,0.4483065632,0.4220426992,0.1183558745,0.01129486312,0.01129486312,False,50.0,True,0,0.03962366515,0.04296691189703125,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E172,***物流有限公司,transport_storage_post,0,0,0.08902729014,0.08902729014,贷,0.1425,50.0,0.4351133643862907,0.2792808899717652,0.19196726698771982,True,0.4092518782,0.4420067154,0.1355186422,0.01322276415,0.01322276415,False,50.0,True,0,0.05935152676,0.08902729014,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E173,***贸易有限责任公司,wholesale_retail,0,0,0.04899660759,0.04899660759,贷,0.1225,100.0,0.6616982969717131,0.7717132494545113,0.8141630780581662,True,0.6390523179,0.296952865,0.05877893046,0.005215886651,0.005215886651,False,100.0,True,0,0.03266440506,0.04899660759,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E174,***工程技术有限公司,other_services,0,0,0.05037370450575,0.05037370450575,贷,0.1425,50.0,0.2473748754547536,0.2806167882139682,0.4213471875545365,True,0.3862271997,0.4524429674,0.1467921145,0.01453771835,0.01453771835,False,50.0,True,0,0.04645413672,0.05037370450575,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E175,***食品集团有限公司,unknown,1,1,0.17563890285,0.17563890285,贷,0.15,100.0,1.0652353541980453,0.34656668130320045,-0.34044169937096824,True,0.7396413693,0.2194902257,0.03761134754,0.003257057422,0.003257057422,False,100.0,True,0,0.1170926019,0.17563890285,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E176,***科技有限公司,unknown,1,1,0.047503404944999994,0.047503404944999994,贷,0.1225,100.0,0.6471342030560076,0.7784515101665025,0.8451735511276025,True,0.5538546789,0.3573006024,0.08142245285,0.007422265812,0.007422265812,False,100.0,True,0,0.03166893663,0.047503404944999994,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
