model,repeat_id,fold_id,feature,imputation_median,winsor_lower_bound,winsor_upper_bound,log_transform,scaler,scaler_center,scaler_scale
elastic_net_logistic,2,2,purchase_sales_ratio,0.3980802338,0.0004294868193,6.828857758,nonnegative_log1p,RobustScaler,0.3350962538,0.5073522142
elastic_net_logistic,2,2,purchase_scale_10k,349.921655,0.05516,43795.41731,nonnegative_log1p,RobustScaler,5.859228339,4.405391934
elastic_net_logistic,2,2,sales_growth_trend,0.03130524528,-0.08518361983,0.1520618129,none,RobustScaler,0.03130524528,0.05610456921
elastic_net_logistic,2,2,sales_monthly_cv,1.328194259,0.4382397344,4.107957702,nonnegative_log1p,RobustScaler,0.8450805631,0.4536790995
elastic_net_logistic,2,2,sales_return_rate,0.009799665738,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.009751615391,0.02709977998
elastic_net_logistic,2,2,sales_scale_10k,1633.868582,5.658626,101290.1859,nonnegative_log1p,RobustScaler,7.370943787,3.13877602
elastic_net_logistic,2,2,supplier_count,79.5,1,2627.84,nonnegative_log1p,RobustScaler,4.388237895,2.723511773
elastic_net_logistic,2,2,supplier_hhi,0.1653492901,-inf,inf,none,RobustScaler,0.1653492901,0.4009133253
elastic_net_logistic,2,2,void_invoice_rate,0.05848262758,-inf,inf,none,RobustScaler,0.05848262758,0.051197348
elastic_net_logistic,2,3,active_month_ratio,0.8292682927,-inf,inf,none,RobustScaler,0.8292682927,0.2134146341
elastic_net_logistic,2,3,customer_count,34,1.97,2686.33,nonnegative_log1p,RobustScaler,3.554939732,2.392435993
elastic_net_logistic,2,3,customer_hhi,0.1452465274,-inf,inf,none,RobustScaler,0.1452465274,0.2614752589
elastic_net_logistic,2,3,invoice_activity_per_month,17.23170732,0.4775609756,743.0556097,nonnegative_log1p,RobustScaler,2.903043881,2.14035871
elastic_net_logistic,2,3,operating_net_inflow_proxy_10k,369.733469,-9124.623188,57351.52832,signed_log1p,RobustScaler,5.915400231,3.428571871
elastic_net_logistic,2,3,purchase_return_rate,0.001078352128,-0,0.1119923857,nonnegative_log1p,RobustScaler,0.001077770606,0.008776473839
elastic_net_logistic,2,3,purchase_sales_ratio,0.3609068459,0.0004294868193,10.85553579,nonnegative_log1p,RobustScaler,0.3081088814,0.517551396
elastic_net_logistic,2,3,purchase_scale_10k,258.669777,0.05516,53069.77397,nonnegative_log1p,RobustScaler,5.559396228,4.364140033
elastic_net_logistic,2,3,sales_growth_trend,0.02861655726,-0.0691185887,0.2099736851,none,RobustScaler,0.02861655726,0.04816302313
elastic_net_logistic,2,3,sales_monthly_cv,1.328194259,0.509823437,4.241425575,nonnegative_log1p,RobustScaler,0.8450805631,0.4871999515
elastic_net_logistic,2,3,sales_return_rate,0.007638846472,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.007609800956,0.02619253067
elastic_net_logistic,2,3,sales_scale_10k,1047.255144,5.658626,223577.0781,nonnegative_log1p,RobustScaler,6.954026528,3.088011572
elastic_net_logistic,2,3,supplier_count,69,1,2627.84,nonnegative_log1p,RobustScaler,4.248393191,2.533780642
elastic_net_logistic,2,3,supplier_hhi,0.1815613826,-inf,inf,none,RobustScaler,0.1815613826,0.4702644687
elastic_net_logistic,2,3,void_invoice_rate,0.05771708749,-inf,inf,none,RobustScaler,0.05771708749,0.05155794333
elastic_net_logistic,2,4,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1951219512
elastic_net_logistic,2,4,customer_count,39,1.98,3267.88,nonnegative_log1p,RobustScaler,3.688879454,2.164829325
elastic_net_logistic,2,4,customer_hhi,0.1304295969,-inf,inf,none,RobustScaler,0.1304295969,0.2350318555
elastic_net_logistic,2,4,invoice_activity_per_month,23.26829268,0.7268292683,507.8682927,nonnegative_log1p,RobustScaler,3.18917067,2.069958873
elastic_net_logistic,2,4,operating_net_inflow_proxy_10k,332.399961,-7219.404265,63259.22351,signed_log1p,RobustScaler,5.809342853,3.374756381
elastic_net_logistic,2,4,purchase_return_rate,0.0019928926,-0,0.2342306267,nonnegative_log1p,RobustScaler,0.001990909424,0.008286775573
elastic_net_logistic,2,4,purchase_sales_ratio,0.3942360391,0.0004710568358,10.8543751,nonnegative_log1p,RobustScaler,0.332346623,0.5283454204
elastic_net_logistic,2,4,purchase_scale_10k,374.896862,0.07308,46181.81304,nonnegative_log1p,RobustScaler,5.929314803,3.89408432
elastic_net_logistic,2,4,sales_growth_trend,0.02633152953,-0.08500446982,0.2098899201,none,RobustScaler,0.02633152953,0.05470011911
elastic_net_logistic,2,4,sales_monthly_cv,1.34260565,0.4386127806,3.824846135,nonnegative_log1p,RobustScaler,0.8512638355,0.4254825453
elastic_net_logistic,2,4,sales_return_rate,0.006438001467,-0,0.4286841204,nonnegative_log1p,RobustScaler,0.006417366055,0.02067636932
elastic_net_logistic,2,4,sales_scale_10k,1226.472282,11.3257611,220883.1389,nonnegative_log1p,RobustScaler,7.112712279,2.989222413
elastic_net_logistic,2,4,supplier_count,68,1,1516.12,nonnegative_log1p,RobustScaler,4.234106505,2.471808378
elastic_net_logistic,2,4,supplier_hhi,0.1796872571,-inf,inf,none,RobustScaler,0.1796872571,0.3853080679
elastic_net_logistic,2,4,void_invoice_rate,0.05946239479,-inf,inf,none,RobustScaler,0.05946239479,0.04471247218
elastic_net_logistic,2,5,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1707317073
elastic_net_logistic,2,5,customer_count,35,2,3267.88,nonnegative_log1p,RobustScaler,3.583518938,2.092875514
elastic_net_logistic,2,5,customer_hhi,0.1396982701,-inf,inf,none,RobustScaler,0.1396982701,0.2751451724
elastic_net_logistic,2,5,invoice_activity_per_month,21.87804878,0.696097561,740.3785365,nonnegative_log1p,RobustScaler,3.130177882,2.067792541
elastic_net_logistic,2,5,operating_net_inflow_proxy_10k,374.514463,-391.6828947,63259.22351,signed_log1p,RobustScaler,5.928296987,3.708913048
elastic_net_logistic,2,5,purchase_return_rate,0.002784873137,-0,0.09845693783,nonnegative_log1p,RobustScaler,0.002781002562,0.009985096581
elastic_net_logistic,2,5,purchase_sales_ratio,0.4957627738,0.0004326338796,10.8543751,nonnegative_log1p,RobustScaler,0.4026362933,0.514929837
elastic_net_logistic,2,5,purchase_scale_10k,465.7996,0.07364,26029.91531,nonnegative_log1p,RobustScaler,6.145900044,3.950234828
elastic_net_logistic,2,5,sales_growth_trend,0.02639573445,-0.08500446982,0.1512134883,none,RobustScaler,0.02639573445,0.05152535083
elastic_net_logistic,2,5,sales_monthly_cv,1.34260565,0.4556173862,4.237715362,nonnegative_log1p,RobustScaler,0.8512638355,0.4117042452
elastic_net_logistic,2,5,sales_return_rate,0.005296393897,-0,0.2230209435,nonnegative_log1p,RobustScaler,0.005282417331,0.02003412015
elastic_net_logistic,2,5,sales_scale_10k,1226.472282,5.679084,91947.67877,nonnegative_log1p,RobustScaler,7.112712279,2.988422889
elastic_net_logistic,2,5,supplier_count,81,1,2617.56,nonnegative_log1p,RobustScaler,4.406719247,2.430663969
elastic_net_logistic,2,5,supplier_hhi,0.164063756,-inf,inf,none,RobustScaler,0.164063756,0.3325637302
elastic_net_logistic,2,5,void_invoice_rate,0.06195069668,-inf,inf,none,RobustScaler,0.06195069668,0.04601613354
elastic_net_logistic,3,1,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1951219512
elastic_net_logistic,3,1,customer_count,31.5,1.97,2686.33,nonnegative_log1p,RobustScaler,3.480173865,2.096577837
elastic_net_logistic,3,1,customer_hhi,0.1407224965,-inf,inf,none,RobustScaler,0.1407224965,0.2514227362
elastic_net_logistic,3,1,invoice_activity_per_month,20.53658537,0.4775609756,743.0556097,nonnegative_log1p,RobustScaler,3.069521578,1.967194593
elastic_net_logistic,3,1,operating_net_inflow_proxy_10k,420.9633175,-322.1880725,64544.28895,signed_log1p,RobustScaler,6.042526887,3.511893081
elastic_net_logistic,3,1,purchase_return_rate,0.002165928039,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.0021635853,0.008776473839
elastic_net_logistic,3,1,purchase_sales_ratio,0.3932499416,0.0004294868193,7.91937477,nonnegative_log1p,RobustScaler,0.3316388551,0.4920447052
elastic_net_logistic,3,1,purchase_scale_10k,371.468457,0.05516,26094.97629,nonnegative_log1p,RobustScaler,5.920109991,3.779869277
elastic_net_logistic,3,1,sales_growth_trend,0.03048130521,-0.08518361983,0.1293793086,none,RobustScaler,0.03048130521,0.05435608169
elastic_net_logistic,3,1,sales_monthly_cv,1.346930609,0.4550708236,4.107957702,nonnegative_log1p,RobustScaler,0.8531037249,0.4401499116
elastic_net_logistic,3,1,sales_return_rate,0.007195157011,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.00716936295,0.02073881691
elastic_net_logistic,3,1,sales_scale_10k,1633.868582,5.658626,93208.36838,nonnegative_log1p,RobustScaler,7.370943787,2.913320729
elastic_net_logistic,3,1,supplier_count,73,1,2627.84,nonnegative_log1p,RobustScaler,4.303242649,2.487260626
elastic_net_logistic,3,1,supplier_hhi,0.1685143369,-inf,inf,none,RobustScaler,0.1685143369,0.3631729088
elastic_net_logistic,3,1,void_invoice_rate,0.05693869921,-inf,inf,none,RobustScaler,0.05693869921,0.04530086389
elastic_net_logistic,3,2,active_month_ratio,0.8292682927,-inf,inf,none,RobustScaler,0.8292682927,0.1951219512
elastic_net_logistic,3,2,customer_count,34.5,1.97,3310.82,nonnegative_log1p,RobustScaler,3.5694335,2.392435993
elastic_net_logistic,3,2,customer_hhi,0.1426870649,-inf,inf,none,RobustScaler,0.1426870649,0.274900941
elastic_net_logistic,3,2,invoice_activity_per_month,21.26829268,0.4775609756,743.0556097,nonnegative_log1p,RobustScaler,3.103154217,2.197962363
elastic_net_logistic,3,2,operating_net_inflow_proxy_10k,369.733469,-9124.623188,57351.52832,signed_log1p,RobustScaler,5.915400231,3.990623195
elastic_net_logistic,3,2,purchase_return_rate,0.002165928039,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.0021635853,0.008793027408
elastic_net_logistic,3,2,purchase_sales_ratio,0.4103657401,0.0004769588854,10.85553579,nonnegative_log1p,RobustScaler,0.3438311493,0.5254482388
elastic_net_logistic,3,2,purchase_scale_10k,385.50322,0.05516,53069.77397,nonnegative_log1p,RobustScaler,5.95676353,3.865244162
elastic_net_logistic,3,2,sales_growth_trend,0.02980675952,-0.06136327891,0.2099736851,none,RobustScaler,0.02980675952,0.06243612738
elastic_net_logistic,3,2,sales_monthly_cv,1.308358753,0.4561899622,4.241425575,nonnegative_log1p,RobustScaler,0.8365365342,0.4480475144
elastic_net_logistic,3,2,sales_return_rate,0.007872384321,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.007841557722,0.0224627243
elastic_net_logistic,3,2,sales_scale_10k,2079.868076,5.658626,223577.0781,nonnegative_log1p,RobustScaler,7.640096286,2.957077043
elastic_net_logistic,3,2,supplier_count,69,1,2627.84,nonnegative_log1p,RobustScaler,4.248393191,2.431129458
elastic_net_logistic,3,2,supplier_hhi,0.160226257,-inf,inf,none,RobustScaler,0.160226257,0.4052303502
elastic_net_logistic,3,2,void_invoice_rate,0.0605116639,-inf,inf,none,RobustScaler,0.0605116639,0.04676743909
elastic_net_logistic,3,3,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1707317073
elastic_net_logistic,3,3,customer_count,44,1.97,3310.82,nonnegative_log1p,RobustScaler,3.806415515,2.275964851
elastic_net_logistic,3,3,customer_hhi,0.126226894,-inf,inf,none,RobustScaler,0.126226894,0.2520319276
elastic_net_logistic,3,3,invoice_activity_per_month,21.08536585,0.7007317073,509.6682927,nonnegative_log1p,RobustScaler,3.09490774,2.164271583
elastic_net_logistic,3,3,operating_net_inflow_proxy_10k,336.3287145,-9124.623188,53496.33198,signed_log1p,RobustScaler,5.821057021,3.235681448
elastic_net_logistic,3,3,purchase_return_rate,0.002748099863,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.002744301999,0.01105598354
elastic_net_logistic,3,3,purchase_sales_ratio,0.3838369937,0.0004675177045,7.915892699,nonnegative_log1p,RobustScaler,0.3248318354,0.5309169027
elastic_net_logistic,3,3,purchase_scale_10k,371.468457,0.07262,53069.77397,nonnegative_log1p,RobustScaler,5.920109991,4.604970664
elastic_net_logistic,3,3,sales_growth_trend,0.02564521575,-0.08518361983,0.2099736851,none,RobustScaler,0.02564521575,0.05099384158
elastic_net_logistic,3,3,sales_monthly_cv,1.348337349,0.4382397344,4.11908834,nonnegative_log1p,RobustScaler,0.8537045878,0.4853476216
elastic_net_logistic,3,3,sales_return_rate,0.007685153199,-0,0.2903268328,nonnegative_log1p,RobustScaler,0.007655745986,0.02737716336
elastic_net_logistic,3,3,sales_scale_10k,1238.173051,6.2009142,101290.1859,nonnegative_log1p,RobustScaler,7.12215496,3.096483541
elastic_net_logistic,3,3,supplier_count,76.5,1,1516.68,nonnegative_log1p,RobustScaler,4.350257124,2.507901753
elastic_net_logistic,3,3,supplier_hhi,0.1653492901,-inf,inf,none,RobustScaler,0.1653492901,0.3808284232
elastic_net_logistic,3,3,void_invoice_rate,0.05989142359,-inf,inf,none,RobustScaler,0.05989142359,0.04666545376
elastic_net_logistic,3,4,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1951219512
elastic_net_logistic,3,4,customer_count,35,2,2767.1,nonnegative_log1p,RobustScaler,3.583518938,2.092875514
elastic_net_logistic,3,4,customer_hhi,0.1344159298,-inf,inf,none,RobustScaler,0.1344159298,0.2222284918
elastic_net_logistic,3,4,invoice_activity_per_month,21,0.4809756097,740.3785365,nonnegative_log1p,RobustScaler,3.091042453,2.2019953
elastic_net_logistic,3,4,operating_net_inflow_proxy_10k,336.768119,-7219.404265,63259.22351,signed_log1p,RobustScaler,5.822359622,3.892465626
elastic_net_logistic,3,4,purchase_return_rate,0.001914608646,-0,0.2342306267,nonnegative_log1p,RobustScaler,0.001912778119,0.009985096581
elastic_net_logistic,3,4,purchase_sales_ratio,0.3922638442,0.0004326338796,10.8543751,nonnegative_log1p,RobustScaler,0.3309310872,0.5463062807
elastic_net_logistic,3,4,purchase_scale_10k,260.068482,0.05544,39805.83715,nonnegative_log1p,RobustScaler,5.564782756,4.622000263
elastic_net_logistic,3,4,sales_growth_trend,0.02633152953,-0.08500446982,0.2098899201,none,RobustScaler,0.02633152953,0.04966137978
elastic_net_logistic,3,4,sales_monthly_cv,1.354888923,0.4386127806,4.237715362,nonnegative_log1p,RobustScaler,0.8564935599,0.4663282347
elastic_net_logistic,3,4,sales_return_rate,0.005286906944,-0,0.4286841204,nonnegative_log1p,RobustScaler,0.005272980316,0.0274353922
elastic_net_logistic,3,4,sales_scale_10k,828.3169,5.679084,220883.1389,nonnegative_log1p,RobustScaler,6.72060235,3.456078196
elastic_net_logistic,3,4,supplier_count,76,1,2617.56,nonnegative_log1p,RobustScaler,4.343805422,2.564949357
