model,repeat_id,fold_id,feature,coefficient_standardized,nonzero,sign,converged,n_iter,max_iter_used,convergence_warning
elastic_net_logistic,2,2,sales_scale_10k,-0.7012125184,True,negative,True,322,5000,False
elastic_net_logistic,2,2,supplier_count,0,False,zero,True,322,5000,False
elastic_net_logistic,2,2,supplier_hhi,-0.2628821774,True,negative,True,322,5000,False
elastic_net_logistic,2,2,void_invoice_rate,0.08439416222,True,positive,True,322,5000,False
elastic_net_logistic,2,3,active_month_ratio,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,customer_count,-0.01131674924,True,negative,True,348,5000,False
elastic_net_logistic,2,3,customer_hhi,0.22242431,True,positive,True,348,5000,False
elastic_net_logistic,2,3,invoice_activity_per_month,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,operating_net_inflow_proxy_10k,-0.02102903795,True,negative,True,348,5000,False
elastic_net_logistic,2,3,purchase_return_rate,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,purchase_sales_ratio,0.1728511522,True,positive,True,348,5000,False
elastic_net_logistic,2,3,purchase_scale_10k,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,sales_growth_trend,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,sales_monthly_cv,0.5820233557,True,positive,True,348,5000,False
elastic_net_logistic,2,3,sales_return_rate,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,sales_scale_10k,-0.8115349528,True,negative,True,348,5000,False
elastic_net_logistic,2,3,supplier_count,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,supplier_hhi,0,False,zero,True,348,5000,False
elastic_net_logistic,2,3,void_invoice_rate,0.2123390169,True,positive,True,348,5000,False
elastic_net_logistic,2,4,active_month_ratio,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,customer_count,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,customer_hhi,0.2430659078,True,positive,True,524,5000,False
elastic_net_logistic,2,4,invoice_activity_per_month,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,operating_net_inflow_proxy_10k,-0.1856644582,True,negative,True,524,5000,False
elastic_net_logistic,2,4,purchase_return_rate,0.005380115479,True,positive,True,524,5000,False
elastic_net_logistic,2,4,purchase_sales_ratio,0.01696640617,True,positive,True,524,5000,False
elastic_net_logistic,2,4,purchase_scale_10k,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,sales_growth_trend,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,sales_monthly_cv,0.6849566156,True,positive,True,524,5000,False
elastic_net_logistic,2,4,sales_return_rate,0.0007126065707,True,positive,True,524,5000,False
elastic_net_logistic,2,4,sales_scale_10k,-0.7728168826,True,negative,True,524,5000,False
elastic_net_logistic,2,4,supplier_count,0,False,zero,True,524,5000,False
elastic_net_logistic,2,4,supplier_hhi,-0.04279784511,True,negative,True,524,5000,False
elastic_net_logistic,2,4,void_invoice_rate,0.08049607658,True,positive,True,524,5000,False
elastic_net_logistic,2,5,active_month_ratio,-0.1442387499,True,negative,True,117,5000,False
elastic_net_logistic,2,5,customer_count,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,customer_hhi,0.003928818505,True,positive,True,117,5000,False
elastic_net_logistic,2,5,invoice_activity_per_month,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,operating_net_inflow_proxy_10k,-0.09984073555,True,negative,True,117,5000,False
elastic_net_logistic,2,5,purchase_return_rate,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,purchase_sales_ratio,0.1181101786,True,positive,True,117,5000,False
elastic_net_logistic,2,5,purchase_scale_10k,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,sales_growth_trend,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,sales_monthly_cv,0.4051025484,True,positive,True,117,5000,False
elastic_net_logistic,2,5,sales_return_rate,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,sales_scale_10k,-1.204345965,True,negative,True,117,5000,False
elastic_net_logistic,2,5,supplier_count,0,False,zero,True,117,5000,False
elastic_net_logistic,2,5,supplier_hhi,-0.1010633243,True,negative,True,117,5000,False
elastic_net_logistic,2,5,void_invoice_rate,0.02327078824,True,positive,True,117,5000,False
elastic_net_logistic,3,1,active_month_ratio,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,customer_count,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,customer_hhi,0.1642372833,True,positive,True,569,5000,False
elastic_net_logistic,3,1,invoice_activity_per_month,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,operating_net_inflow_proxy_10k,-0.3409369051,True,negative,True,569,5000,False
elastic_net_logistic,3,1,purchase_return_rate,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,purchase_sales_ratio,0.01661248993,True,positive,True,569,5000,False
elastic_net_logistic,3,1,purchase_scale_10k,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,sales_growth_trend,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,sales_monthly_cv,0.6403621266,True,positive,True,569,5000,False
elastic_net_logistic,3,1,sales_return_rate,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,sales_scale_10k,-0.8489788576,True,negative,True,569,5000,False
elastic_net_logistic,3,1,supplier_count,0,False,zero,True,569,5000,False
elastic_net_logistic,3,1,supplier_hhi,-0.154287973,True,negative,True,569,5000,False
elastic_net_logistic,3,1,void_invoice_rate,0.06640309799,True,positive,True,569,5000,False
elastic_net_logistic,3,2,active_month_ratio,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,customer_count,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,customer_hhi,0.1284539003,True,positive,True,442,5000,False
elastic_net_logistic,3,2,invoice_activity_per_month,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,operating_net_inflow_proxy_10k,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,purchase_return_rate,0.02293186812,True,positive,True,442,5000,False
elastic_net_logistic,3,2,purchase_sales_ratio,0.07662924437,True,positive,True,442,5000,False
elastic_net_logistic,3,2,purchase_scale_10k,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,sales_growth_trend,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,sales_monthly_cv,0.8259554335,True,positive,True,442,5000,False
elastic_net_logistic,3,2,sales_return_rate,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,sales_scale_10k,-0.978696454,True,negative,True,442,5000,False
elastic_net_logistic,3,2,supplier_count,0,False,zero,True,442,5000,False
elastic_net_logistic,3,2,supplier_hhi,-0.05880635271,True,negative,True,442,5000,False
elastic_net_logistic,3,2,void_invoice_rate,0,False,zero,True,442,5000,False
elastic_net_logistic,3,3,active_month_ratio,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,customer_count,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,customer_hhi,0.1591682732,True,positive,True,320,5000,False
elastic_net_logistic,3,3,invoice_activity_per_month,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,operating_net_inflow_proxy_10k,-0.1417445972,True,negative,True,320,5000,False
elastic_net_logistic,3,3,purchase_return_rate,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,purchase_sales_ratio,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,purchase_scale_10k,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,sales_growth_trend,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,sales_monthly_cv,0.312861316,True,positive,True,320,5000,False
elastic_net_logistic,3,3,sales_return_rate,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,sales_scale_10k,-1.095103517,True,negative,True,320,5000,False
elastic_net_logistic,3,3,supplier_count,0,False,zero,True,320,5000,False
elastic_net_logistic,3,3,supplier_hhi,-0.2673175877,True,negative,True,320,5000,False
elastic_net_logistic,3,3,void_invoice_rate,0.2201012576,True,positive,True,320,5000,False
elastic_net_logistic,3,4,active_month_ratio,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,customer_count,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,customer_hhi,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,invoice_activity_per_month,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,operating_net_inflow_proxy_10k,-0.09659410355,True,negative,True,298,5000,False
elastic_net_logistic,3,4,purchase_return_rate,0.01025309729,True,positive,True,298,5000,False
elastic_net_logistic,3,4,purchase_sales_ratio,0.1768140069,True,positive,True,298,5000,False
elastic_net_logistic,3,4,purchase_scale_10k,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,sales_growth_trend,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,sales_monthly_cv,0.693245802,True,positive,True,298,5000,False
elastic_net_logistic,3,4,sales_return_rate,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,sales_scale_10k,-0.8705844361,True,negative,True,298,5000,False
elastic_net_logistic,3,4,supplier_count,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,supplier_hhi,0,False,zero,True,298,5000,False
elastic_net_logistic,3,4,void_invoice_rate,0.135502345,True,positive,True,298,5000,False
elastic_net_logistic,3,5,active_month_ratio,-0.2335667563,True,negative,True,210,5000,False
elastic_net_logistic,3,5,customer_count,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,customer_hhi,0.3133374943,True,positive,True,210,5000,False
elastic_net_logistic,3,5,invoice_activity_per_month,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,operating_net_inflow_proxy_10k,-0.2733952941,True,negative,True,210,5000,False
elastic_net_logistic,3,5,purchase_return_rate,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,purchase_sales_ratio,0.08027677672,True,positive,True,210,5000,False
elastic_net_logistic,3,5,purchase_scale_10k,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,sales_growth_trend,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,sales_monthly_cv,0.3738427905,True,positive,True,210,5000,False
elastic_net_logistic,3,5,sales_return_rate,-0.0584979314,True,negative,True,210,5000,False
elastic_net_logistic,3,5,sales_scale_10k,-0.6864909276,True,negative,True,210,5000,False
elastic_net_logistic,3,5,supplier_count,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,supplier_hhi,0,False,zero,True,210,5000,False
elastic_net_logistic,3,5,void_invoice_rate,0.1438535749,True,positive,True,210,5000,False
elastic_net_logistic,4,1,active_month_ratio,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,customer_count,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,customer_hhi,0.03512490893,True,positive,True,249,5000,False
elastic_net_logistic,4,1,invoice_activity_per_month,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,operating_net_inflow_proxy_10k,-0.1327219612,True,negative,True,249,5000,False
elastic_net_logistic,4,1,purchase_return_rate,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,purchase_sales_ratio,0.1344078919,True,positive,True,249,5000,False
elastic_net_logistic,4,1,purchase_scale_10k,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,sales_growth_trend,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,sales_monthly_cv,0.324082094,True,positive,True,249,5000,False
elastic_net_logistic,4,1,sales_return_rate,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,sales_scale_10k,-0.9278583615,True,negative,True,249,5000,False
elastic_net_logistic,4,1,supplier_count,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,supplier_hhi,0,False,zero,True,249,5000,False
elastic_net_logistic,4,1,void_invoice_rate,0.1973067985,True,positive,True,249,5000,False
elastic_net_logistic,4,2,active_month_ratio,-0.07710585476,True,negative,True,542,5000,False
elastic_net_logistic,4,2,customer_count,-0.1546836583,True,negative,True,542,5000,False
elastic_net_logistic,4,2,customer_hhi,0.07594379107,True,positive,True,542,5000,False
elastic_net_logistic,4,2,invoice_activity_per_month,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,operating_net_inflow_proxy_10k,-0.1036211615,True,negative,True,542,5000,False
elastic_net_logistic,4,2,purchase_return_rate,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,purchase_sales_ratio,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,purchase_scale_10k,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,sales_growth_trend,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,sales_monthly_cv,0.7372190493,True,positive,True,542,5000,False
elastic_net_logistic,4,2,sales_return_rate,0.01895297962,True,positive,True,542,5000,False
elastic_net_logistic,4,2,sales_scale_10k,-0.6505482611,True,negative,True,542,5000,False
elastic_net_logistic,4,2,supplier_count,0,False,zero,True,542,5000,False
elastic_net_logistic,4,2,supplier_hhi,-0.2266893255,True,negative,True,542,5000,False
elastic_net_logistic,4,2,void_invoice_rate,0.09787700025,True,positive,True,542,5000,False
elastic_net_logistic,4,3,active_month_ratio,-0.2511720156,True,negative,True,425,5000,False
elastic_net_logistic,4,3,customer_count,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,customer_hhi,0.005278992909,True,positive,True,425,5000,False
elastic_net_logistic,4,3,invoice_activity_per_month,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,operating_net_inflow_proxy_10k,-0.3565391504,True,negative,True,425,5000,False
elastic_net_logistic,4,3,purchase_return_rate,0.03022301097,True,positive,True,425,5000,False
elastic_net_logistic,4,3,purchase_sales_ratio,0.03331300247,True,positive,True,425,5000,False
elastic_net_logistic,4,3,purchase_scale_10k,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,sales_growth_trend,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,sales_monthly_cv,0.2622173876,True,positive,True,425,5000,False
elastic_net_logistic,4,3,sales_return_rate,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,sales_scale_10k,-1.052077063,True,negative,True,425,5000,False
elastic_net_logistic,4,3,supplier_count,0,False,zero,True,425,5000,False
elastic_net_logistic,4,3,supplier_hhi,-0.3189382362,True,negative,True,425,5000,False
elastic_net_logistic,4,3,void_invoice_rate,0.06863264262,True,positive,True,425,5000,False
elastic_net_logistic,4,4,active_month_ratio,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,customer_count,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,customer_hhi,0.2479963659,True,positive,True,493,5000,False
elastic_net_logistic,4,4,invoice_activity_per_month,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,operating_net_inflow_proxy_10k,-0.06938154537,True,negative,True,493,5000,False
elastic_net_logistic,4,4,purchase_return_rate,0.01996572393,True,positive,True,493,5000,False
elastic_net_logistic,4,4,purchase_sales_ratio,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,purchase_scale_10k,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,sales_growth_trend,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,sales_monthly_cv,0.7436524191,True,positive,True,493,5000,False
elastic_net_logistic,4,4,sales_return_rate,0.001825117222,True,positive,True,493,5000,False
elastic_net_logistic,4,4,sales_scale_10k,-1.182942015,True,negative,True,493,5000,False
elastic_net_logistic,4,4,supplier_count,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,supplier_hhi,0,False,zero,True,493,5000,False
elastic_net_logistic,4,4,void_invoice_rate,0.09241711793,True,positive,True,493,5000,False
elastic_net_logistic,4,5,active_month_ratio,-0.0326291518,True,negative,True,105,5000,False
elastic_net_logistic,4,5,customer_count,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,customer_hhi,0.2987133493,True,positive,True,105,5000,False
elastic_net_logistic,4,5,invoice_activity_per_month,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,operating_net_inflow_proxy_10k,-0.09855761302,True,negative,True,105,5000,False
elastic_net_logistic,4,5,purchase_return_rate,-0.01021321832,True,negative,True,105,5000,False
elastic_net_logistic,4,5,purchase_sales_ratio,0.2355141931,True,positive,True,105,5000,False
elastic_net_logistic,4,5,purchase_scale_10k,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,sales_growth_trend,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,sales_monthly_cv,0.6593762294,True,positive,True,105,5000,False
elastic_net_logistic,4,5,sales_return_rate,-0.1807223482,True,negative,True,105,5000,False
elastic_net_logistic,4,5,sales_scale_10k,-0.7876689099,True,negative,True,105,5000,False
elastic_net_logistic,4,5,supplier_count,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,supplier_hhi,0,False,zero,True,105,5000,False
elastic_net_logistic,4,5,void_invoice_rate,0.06449397277,True,positive,True,105,5000,False
elastic_net_logistic,5,1,active_month_ratio,-0.05322684938,True,negative,True,504,5000,False
elastic_net_logistic,5,1,customer_count,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,customer_hhi,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,invoice_activity_per_month,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,operating_net_inflow_proxy_10k,-0.2921988274,True,negative,True,504,5000,False
elastic_net_logistic,5,1,purchase_return_rate,0.01528026399,True,positive,True,504,5000,False
elastic_net_logistic,5,1,purchase_sales_ratio,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,purchase_scale_10k,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,sales_growth_trend,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,sales_monthly_cv,0.5291927668,True,positive,True,504,5000,False
elastic_net_logistic,5,1,sales_return_rate,0.001272714103,True,positive,True,504,5000,False
elastic_net_logistic,5,1,sales_scale_10k,-0.5476771713,True,negative,True,504,5000,False
elastic_net_logistic,5,1,supplier_count,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,supplier_hhi,0,False,zero,True,504,5000,False
elastic_net_logistic,5,1,void_invoice_rate,0.1987732218,True,positive,True,504,5000,False
elastic_net_logistic,5,2,active_month_ratio,0,False,zero,True,190,5000,False
elastic_net_logistic,5,2,customer_count,-0.01798546809,True,negative,True,190,5000,False
elastic_net_logistic,5,2,customer_hhi,0.2972081945,True,positive,True,190,5000,False
elastic_net_logistic,5,2,invoice_activity_per_month,0,False,zero,True,190,5000,False
elastic_net_logistic,5,2,operating_net_inflow_proxy_10k,-0.2362372872,True,negative,True,190,5000,False
elastic_net_logistic,5,2,purchase_return_rate,0.0008621043245,True,positive,True,190,5000,False
elastic_net_logistic,5,2,purchase_sales_ratio,0.03825250854,True,positive,True,190,5000,False
elastic_net_logistic,5,2,purchase_scale_10k,0,False,zero,True,190,5000,False
elastic_net_logistic,5,2,sales_growth_trend,0,False,zero,True,190,5000,False
elastic_net_logistic,5,2,sales_monthly_cv,0.5781359551,True,positive,True,190,5000,False
elastic_net_logistic,5,2,sales_return_rate,0.03883008903,True,positive,True,190,5000,False
elastic_net_logistic,5,2,sales_scale_10k,-1.239703851,True,negative,True,190,5000,False
elastic_net_logistic,5,2,supplier_count,0,False,zero,True,190,5000,False
elastic_net_logistic,5,2,supplier_hhi,-0.2143457086,True,negative,True,190,5000,False
elastic_net_logistic,5,2,void_invoice_rate,0.1030558658,True,positive,True,190,5000,False
elastic_net_logistic,5,3,active_month_ratio,0,False,zero,True,369,5000,False
elastic_net_logistic,5,3,customer_count,0,False,zero,True,369,5000,False
elastic_net_logistic,5,3,customer_hhi,0.1247193256,True,positive,True,369,5000,False
