firm,name,p_a,p_b,abs_p_difference,rank_a,rank_b,top20_a,top20_b,domain_distance_5nn,train_support_p95,outside_labeled_support,volume_log,complexity_log,volume_bin,complexity_bin,stratum,unlabeled_block
E139,个体经营E139,0.2847916709796727,0.3462119462455834,0.061420275265910707,171,68,False,False,5.284930899052998,17.33052821724902,False,19.11319176660677,5.501258210544727,3,2,14,U05
E140,***建筑工程有限公司,0.2902392293721695,0.04214518824866842,0.24809404112350109,162,134,False,False,3.729705085375939,17.33052821724902,False,19.14097186550655,6.366470447731438,3,3,15,U08
E141,***食品有限公司,0.2701584572426481,0.34098236907669643,0.07082391183404835,191,69,False,False,4.923064841432129,17.33052821724902,False,19.167903729372064,7.238496840894365,3,3,15,U09
E142,***运业有限公司,0.25711210926289213,4.5844079784975295e-05,0.25706626518310716,214,274,False,False,3.3405050481380223,17.33052821724902,False,18.92171628835883,5.093750200806762,3,1,13,U01
E143,***电子科技有限公司,0.3246257768744812,0.014270590147002968,0.3103551867274782,114,179,False,False,4.018627231155704,17.33052821724902,False,18.77887656899489,6.51471269087253,3,3,15,U10
E144,***劳务有限公司,0.3271192910063296,0.0269990260136601,0.30012026499266947,108,160,False,False,4.677786833525369,17.33052821724902,False,18.687337887430537,6.551080335043404,3,3,15,U01
E145,***工贸有限公司,0.3232923100850116,0.010804602433552545,0.31248770765145906,119,185,False,False,3.1961353361521807,17.33052821724902,False,19.411295483562874,6.648984550024776,3,3,15,U02
E146,***基础建设工程有限公司,0.3798949679071515,0.00019961058819166838,0.3796953573189598,38,258,True,False,3.3072200074383433,17.33052821724902,False,19.478467254238893,6.102558594613569,3,2,14,U06
E147,***装饰工程有限责任公司,0.21701426866019197,0.00030612080995289523,0.21670814785023906,250,246,False,False,3.5052697167256404,17.33052821724902,False,19.70822640375537,6.778784897685177,3,3,15,U03
E148,***商贸有限公司,0.29192724721451696,0.0007467302924054611,0.2911805169221115,159,231,False,False,5.0800544135703465,17.33052821724902,False,18.571304594852034,5.771441123130016,2,2,10,U06
E149,***建筑劳务有限公司,0.36475665475181185,0.4896508273205322,0.12489417256872037,52,28,True,True,4.79622640668705,17.33052821724902,False,18.552621499208755,4.787491742782046,2,1,9,U06
E150,***建设工程有限公司,0.30922600144890583,2.4903959066679547e-05,0.30920109748983915,135,277,False,False,3.1167421519411134,17.33052821724902,False,19.175448601301248,6.380122536899765,3,3,15,U04
E151,***路桥工程有限公司,0.38247031276814675,0.005587730465903888,0.37688258230224286,33,197,True,False,4.675620135588048,17.33052821724902,False,18.608708013995198,5.181783550292085,3,2,14,U07
E152,***运贸有限责任公司,0.23166441265621718,0.04209172454117891,0.18957268811503827,242,135,False,False,5.345626627356745,17.33052821724902,False,18.721439955574294,5.099866427824199,3,1,13,U02
E153,个体经营E153,0.2623497499723655,0.040557915860188566,0.22179183411217693,206,138,False,False,7.0721279315754035,17.33052821724902,False,19.362765999255945,3.6888794541139363,3,0,12,U08
E154,***汽车销售服务有限公司,0.3094009090349779,1e-06,0.30939990903497794,134,285,False,False,5.937481362723995,17.33052821724902,False,19.29374254207568,6.403574197934815,3,3,15,U05
E155,个体经营E155,0.1863673493709544,0.005073296948006598,0.1812940524229478,263,198,False,False,4.872269354407531,17.33052821724902,False,19.002122050302805,4.672828834461906,3,1,13,U03
E156,个体经营E156,0.20963846285055737,0.008994481206720474,0.2006439816438369,253,190,False,False,5.866118296936797,17.33052821724902,False,19.115976857101856,5.214935757608986,3,2,14,U08
E157,***环境设备工程有限公司,0.26576162764311223,0.005869165072469594,0.25989246257064264,201,196,False,False,5.010447807332144,17.33052821724902,False,18.761386051260196,5.978885764901122,3,2,14,U09
E158,***装饰工程有限公司,0.23827638439261198,0.025087760813123174,0.2131886235794888,231,162,False,False,6.374973616813099,17.33052821724902,False,18.836006825786153,5.746203190540153,3,2,14,U10
E159,个体经营E159,0.25138606408405934,6.47502154119378e-05,0.2513213138686474,220,270,False,False,4.124975302484371,17.33052821724902,False,19.041355801389216,7.0192966537150445,3,3,15,U06
E160,***钢结构工程有限公司,0.3018374655277668,0.4009860764255658,0.09914861089779897,147,49,False,True,8.613830939504645,17.33052821724902,False,19.902315107636422,6.194405391104672,3,3,15,U07
E161,***建筑劳务有限责任公司,0.3307130461085062,0.0038889720675326267,0.3268240740409736,98,204,False,False,6.356010264314458,17.33052821724902,False,18.934073570272197,5.087596335232384,3,1,13,U04
E162,***网络信息安全有限公司,0.2667813799039872,0.0037963400128759547,0.26298503989111127,196,207,False,False,5.169091756181274,17.33052821724902,False,19.731907335683573,7.228388451573604,3,3,15,U08
E163,***物流有限公司,0.3540499159580882,0.0004664569756381783,0.35358345898245,66,236,False,False,4.104162816250624,17.33052821724902,False,19.27238873440458,5.673323267171493,3,2,14,U01
E164,个体经营E164,0.343000210257925,0.0001960452323115314,0.34280416502561345,75,259,False,False,3.06957737470755,17.33052821724902,False,19.182172237770835,6.3784261836515865,3,3,15,U09
E165,***文化传媒股份有限公司,0.2926428785624815,0.4481386982881314,0.1554958197256499,157,34,False,True,3.4938336980841322,17.33052821724902,False,19.262360990264852,7.060476365999801,3,3,15,U10
E166,***建筑工程有限公司,0.303152801358698,0.019034252126651188,0.2841185492320468,143,171,False,False,10.849510309115445,17.33052821724902,False,18.719929585166852,4.477336814478207,3,1,13,U05
E167,***体育文化股份有限公司,0.30119262184896156,1e-06,0.3011916218489616,149,286,False,False,6.051359776689104,17.33052821724902,False,19.524299448845593,8.178077463849608,3,3,15,U01
E168,***建材有限公司,0.25381825893739135,0.007852397003966562,0.2459658619334248,217,192,False,False,5.559443638340718,17.33052821724902,False,18.363381102469674,3.044522437723423,2,0,8,U02
E169,***建筑设计有限公司,0.3448103779359568,0.000269725659451703,0.3445406522765051,72,250,False,False,3.268692334402657,17.33052821724902,False,19.14600317780032,7.080026499922591,3,3,15,U02
E170,***建筑劳务有限公司,0.16131981920043065,0.0019650631678559435,0.1593547560325747,268,217,False,False,6.5070916376739065,17.33052821724902,False,18.57522891825394,5.488937726156687,3,2,14,U02
E171,***质量检验测试站,0.3026414530029407,0.0006255659883189458,0.3020158870146218,145,233,False,False,3.7690510967444113,17.33052821724902,False,18.900432587339935,7.475905969367397,3,3,15,U03
E172,***物流有限公司,0.28471998128171805,5.5621603744815455e-05,0.2846643596779732,172,272,False,False,3.825684302175506,17.33052821724902,False,18.67040424516855,4.997212273764115,3,1,13,U06
E173,***贸易有限责任公司,0.287960671451861,0.00044732280414933696,0.28751334864771166,165,239,False,False,3.2004946743767078,17.33052821724902,False,19.33450947414607,6.304448802421981,3,3,15,U04
E174,***工程技术有限公司,0.30505217901990833,6.178491057045556e-05,0.30499039410933787,140,271,False,False,3.0894847007746113,17.33052821724902,False,19.084243004417697,6.248042874508429,3,3,15,U05
E175,***食品集团有限公司,0.3507871771597926,1e-06,0.3507861771597926,69,287,False,False,6.863841521941484,17.33052821724902,False,19.03340051550487,7.778211474512493,3,3,15,U06
E176,***科技有限公司,0.3801640182350162,0.39118352717494087,0.01101950893992465,37,52,True,True,3.841661956798869,17.33052821724902,False,18.477570021672882,6.9411900550683745,2,3,11,U07
E177,***电力工程有限公司,0.3085675345367946,2.585002234349821e-05,0.3085416845144511,136,276,False,False,4.288129387735537,17.33052821724902,False,19.089071526343933,6.683360945766275,3,3,15,U07
E178,***贸易有限公司,0.2556842530580449,1e-06,0.2556832530580449,215,288,False,False,5.182344650682177,17.33052821724902,False,19.039197915859706,5.351858133476067,3,2,14,U03
E179,***园林有限公司,0.3334195410931999,8.759419154990097e-05,0.33333194690164997,90,267,False,False,2.9988033180212903,17.33052821724902,False,18.484065558388725,5.971261839790462,2,2,10,U07
E180,***电气有限公司,0.36102524775544087,0.00041177081254504936,0.3606134769428958,57,241,True,False,3.7816131170998384,17.33052821724902,False,18.881956378575026,6.988413181999592,3,3,15,U08
E181,***食品有限公司,0.30149018579457293,1e-06,0.30148918579457296,148,289,False,False,5.664448643910632,17.33052821724902,False,19.041771328915445,6.317164686747284,3,3,15,U09
E182,***新材料科技有限公司,0.35379957329885725,0.00029333796378392605,0.3535062353350733,67,247,False,False,3.571641145079481,17.33052821724902,False,18.97498578991425,5.272999558563747,3,2,14,U04
E183,***建设工程有限公司,0.2391097323186127,0.0015883987598421,0.23752133355877061,230,218,False,False,6.505912139680016,17.33052821724902,False,18.426044094241423,6.054439346269371,2,2,10,U08
E184,***建筑装饰工程有限公司,0.3618759248198273,0.00027666891937090356,0.3615992559004564,55,249,True,False,3.47869234367088,17.33052821724902,False,18.461474483865462,6.2166061010848646,2,3,11,U08
E185,***生态魔芋有限公司,0.250307226581926,0.059947421674961636,0.19035980490696436,222,120,False,False,7.070072557058563,17.33052821724902,False,18.459142255138598,5.808142489980444,2,2,10,U09
E186,***建筑劳务有限公司,0.286438010024805,0.3728761427748816,0.08643813275007661,168,59,False,True,4.772724848317982,17.33052821724902,False,18.308635790580816,5.420534999272286,2,2,10,U10
E187,个体经营E187,0.312213014779661,0.6663581681909773,0.35414515341131625,129,13,False,True,16.732453420690533,17.33052821724902,False,18.23853986187575,8.217978203150732,2,3,11,U09
E188,***硬质合金有限公司,0.34055782674445717,0.0002872558072372668,0.3402705709372199,78,248,False,False,2.9619059798689937,17.33052821724902,False,19.025501564657016,6.415096959171596,3,3,15,U10
E189,***石油工程技术服务有限公司,0.36805265790116826,0.02953509119365925,0.338517566707509,47,154,True,False,5.428527295105409,17.33052821724902,False,18.312354755289324,6.745236349484363,2,3,11,U10
E190,***劳务有限公司,0.25792407931158895,0.08700668360581491,0.17091739570577402,211,116,False,False,6.163820932289907,17.33052821724902,False,18.73821757681177,4.330733340286331,3,0,12,U09
E191,***商贸有限责任公司,0.29531905178192713,1e-06,0.29531805178192716,154,290,False,False,6.1810458329614,17.33052821724902,False,20.216949770508386,5.476463551931511,3,2,14,U05
E192,***建设工程有限公司,0.15586018877278401,0.00111496842585744,0.1547452203469266,271,225,False,False,7.52973472672141,17.33052821724902,False,18.03449383535805,3.58351893845611,2,0,8,U03
E193,个体经营E193,0.2707320443212039,0.04782403581269322,0.22290800850851067,189,130,False,False,6.076241090317241,17.33052821724902,False,18.91470970094736,7.92588031673756,3,3,15,U01
E194,***文化传播有限公司,0.38072869706983403,0.37708432431346334,0.003644372756370695,36,58,True,True,4.76426143457204,17.33052821724902,False,18.515031578368387,8.329416783939319,2,3,11,U01
E195,***医药有限公司,0.2504288525362424,0.029551307684012904,0.22087754485222952,221,153,False,False,4.177361474481962,17.33052821724902,False,19.201694509282497,6.807934943699926,3,3,15,U02
E196,***地质制图印刷厂,0.3031009808461187,0.020275196904520877,0.2828257839415978,144,169,False,False,3.1687952943328344,17.33052821724902,False,18.73968602948225,6.738152494595957,3,3,15,U03
E197,***医疗设备有限公司,0.38138775544077974,0.398410646597392,0.017022891156612263,35,50,True,True,8.54158094809038,17.33052821724902,False,19.617742725567663,7.60489448081162,3,3,15,U04
E198,***商贸有限公司,0.34290955365288234,1e-06,0.34290855365288236,76,291,False,False,6.799103524940726,17.33052821724902,False,18.790782393906312,5.53338948872752,3,2,14,U06
E199,***建筑劳务有限公司,0.43985279522921145,0.38498736211098816,0.054865433118223284,16,55,True,True,8.6020521575536,17.33052821724902,False,18.201748574059643,3.367295829986474,2,0,8,U04
E200,个体经营E200,0.2774693863461806,1e-06,0.27746838634618065,182,292,False,False,4.72879440677802,17.33052821724902,False,18.52752450897179,5.214935757608986,2,2,10,U01
E201,***物流有限责任公司,0.383041628747978,0.0002184488489654611,0.38282317989901254,32,256,True,False,3.674306255142839,17.33052821724902,False,18.389646152306142,5.62040086571715,2,2,10,U02
E202,个体经营E202,0.23039783065327074,0.42660368690102146,0.19620585624775072,244,40,False,True,5.458547305974323,17.33052821724902,False,18.589282527519153,4.727387818712341,3,1,13,U07
E203,***建设工程有限公司,0.2309377883752565,0.0013881570506981582,0.22954963132455833,243,222,False,False,6.405205342842126,17.33052821724902,False,18.16220768351117,5.902633333401366,2,2,10,U03
E204,***科技发展有限公司,0.3083475213389773,0.3670741133059192,0.05872659196694191,137,60,False,True,5.715870588125538,17.33052821724902,False,18.983749151758907,7.364547014255642,3,3,15,U05
E205,个体经营E205,0.18197362581441126,0.004856381604591657,0.1771172442098196,264,200,False,False,4.764139108025309,17.33052821724902,False,18.577959486571697,4.465908118654584,3,1,13,U08
E206,***建设工程有限公司,0.36961670778745204,0.00026021971388915857,0.36935648807356286,46,251,True,False,3.4246340494530423,17.33052821724902,False,19.01345007318392,7.087573705557973,3,3,15,U06
E207,个体经营E207,0.19074429551087269,0.0033424380238271894,0.1874018574870455,262,208,False,False,4.737213255070379,17.33052821724902,False,19.156043317066473,5.652489180268651,3,2,14,U07
E208,个体经营E208,0.27269194932686736,1e-06,0.2726909493268674,186,293,False,False,5.553034508652784,17.33052821724902,False,19.004956717081317,4.8283137373023015,3,1,13,U09
E209,***工程检测有限公司,0.32588187653547585,0.025147733980462748,0.3007341425550131,110,161,False,False,6.316402070845119,17.33052821724902,False,18.638277151553826,7.643961949002529,3,3,15,U07
E210,***建筑工程有限公司,0.3414573487322838,0.4127532400200043,0.07129589128772051,77,45,False,True,4.139056782880951,17.33052821724902,False,17.938209385938173,5.056245805348308,2,1,9,U07
E211,个体经营E211,0.23669465531672942,0.0022902134594785955,0.23440444185725082,233,213,False,False,6.093933944942483,17.33052821724902,False,18.14397630367393,5.236441962829949,2,2,10,U04
E212,***建电管理咨询有限公司,0.38986492946908835,0.7652132880199306,0.37534835855084225,29,9,True,True,5.831482598886213,17.33052821724902,False,18.242916219177715,5.14166355650266,2,1,9,U08
E213,***科技有限公司,0.34041183538985587,0.00025272199661909424,0.3401591133932368,79,255,False,False,2.5907528278717162,17.33052821724902,False,18.60930362637738,6.734591659972948,3,3,15,U08
E214,***建筑工程有限公司,0.24659275354726548,0.00020840032173839588,0.2463843532255271,223,257,False,False,4.142900524462371,17.33052821724902,False,18.508747787188586,5.921578419643816,2,2,10,U05
E215,***建筑工程有限公司,0.31535931924781907,0.44591224977986216,0.1305529305320431,126,35,False,True,4.863446242607612,17.33052821724902,False,18.063879989242647,4.356708826689592,2,1,9,U09
E216,***建设工程有限公司,0.3757236446080996,1.186920947782501e-05,0.3757117753986218,41,280,True,False,2.9779033539441713,17.33052821724902,False,18.43350536324631,6.398594934535208,2,3,11,U02
E217,个体经营E217,0.10550840541807868,0.29416733832501785,0.18865893290693916,286,91,False,False,17.39366760752034,17.33052821724902,True,17.974554401057656,5.384495062789089,2,2,10,U06
E218,***建设工程有限公司,0.2664899803024818,0.27889151457228245,0.012401534269800674,198,93,False,False,11.824874412390306,17.33052821724902,False,18.274910900120442,5.746203190540153,2,2,10,U07
E219,***品牌营销策划有限公司,0.23797172822719714,0.33423488254988315,0.096263154322686,232,72,False,False,10.723598357965361,17.33052821724902,False,18.27615612664991,6.665683717782408,2,3,11,U03
E220,***文化传播有限公司,0.32878765211313205,0.01425481266757811,0.31453283944555394,104,180,False,False,3.3326257365221084,17.33052821724902,False,18.792880753185102,7.4489161025442,3,3,15,U09
E221,***测绘服务有限公司,0.33201478110730503,0.00014758419325091294,0.33186719691405414,92,262,False,False,3.4970776979588516,17.33052821724902,False,18.257598355152975,7.1316985104669115,2,3,11,U04
E222,***数码科技有限公司,0.12773585108919594,0.31926698920345886,0.19153113811426292,279,81,False,False,9.52526459273048,17.33052821724902,False,18.725832925862072,6.902742737158593,3,3,15,U10
E223,***科技有限公司,0.2349083639076175,1e-06,0.2349073639076175,238,294,False,False,7.551336913400931,17.33052821724902,False,18.226888218562685,6.731018100482083,2,3,11,U05
E224,***纸业有限公司,0.23231289020634552,1e-06,0.23231189020634552,241,295,False,False,5.218400199725581,17.33052821724902,False,19.250291301423257,4.976733742420574,3,1,13,U10
E225,***物业服务有限责任公司***分公司,0.32878438851617175,0.01042476176071998,0.31835962675545176,105,186,False,False,3.508190108505171,17.33052821724902,False,18.65012037942631,7.048386408721883,3,3,15,U01
E226,***建设工程有限公司,0.22653305176214797,1e-06,0.22653205176214797,248,296,False,False,7.005283840054891,17.33052821724902,False,18.4844481696535,5.5053315359323625,2,2,10,U08
E227,***安全技术有限公司,0.24224034543051765,0.04092201266881094,0.20131833276170671,227,137,False,False,4.7710361314403835,17.33052821724902,False,18.580366084335743,6.440946540632921,3,3,15,U02
E228,***文化发展有限公司,0.31769208914682007,0.03341718988557767,0.2842748992612424,123,146,False,False,6.016894384975997,17.33052821724902,False,18.568296602641894,6.633318433280377,2,3,11,U06
E229,***家贸易有限公司,0.28870564472611276,1e-06,0.2887046447261128,164,297,False,False,6.307657552493899,17.33052821724902,False,18.673905194356887,5.552959584921617,3,2,14,U08
E230,***建筑劳务有限公司,0.3291110731798957,0.01794429204151793,0.31116678113837776,103,173,False,False,6.3209840646713245,17.33052821724902,False,17.813000268774225,4.3694478524670215,2,1,9,U10
E231,***建筑科技有限公司,0.40204522619697924,7.275967418487909e-05,0.4019724665227944,25,269,True,False,6.3278983190608376,17.33052821724902,False,18.114206525064613,4.948759890378168,2,1,9,U01
E232,***投资发展有限责任公司,0.05174667631667316,0.002418311075479554,0.049328365241193606,300,211,False,False,12.12977210780075,17.33052821724902,False,18.52073975039135,5.049856007249537,2,1,9,U02
E233,***劳务有限公司,0.23450166583885326,0.027229453724490236,0.20727221211436303,239,159,False,False,5.7802784697701,17.33052821724902,False,16.900121903737144,5.288267030694535,1,2,6,U09
E234,***机电设备商贸有限公司,0.3313163392396243,0.00033350577496081085,0.33098283346466345,93,244,False,False,3.9370900091598826,17.33052821724902,False,17.757665337570693,5.8377304471659395,2,2,10,U09
E235,个体经营E235,0.35563474669815426,0.0009685684773845188,0.35466617822076973,64,228,False,False,3.441045010042552,17.33052821724902,False,17.95848962779751,5.749392985908253,2,2,10,U10
E236,个体经营E236,0.2719152492705733,0.03681803258651467,0.23509721668405864,187,142,False,False,5.037215032737373,17.33052821724902,False,17.82588868320352,4.59511985013459,2,1,9,U03
E237,个体经营E237,0.06852036971570148,0.35067947772488184,0.28215910800918037,295,64,False,False,11.336910900483787,17.33052821724902,False,17.715358966225956,5.808142489980444,2,2,10,U01
E238,个体经营E238,0.2812152368110642,0.05557311722087048,0.2256421195901937,176,124,False,False,5.370829740005062,17.33052821724902,False,18.27251251910278,7.992944547318106,2,3,11,U07
E239,个体经营E239,0.14921574416432978,0.00039745924337110004,0.1488182849209587,272,243,False,False,5.248001664547859,17.33052821724902,False,17.908347940127577,4.382026634673881,2,1,9,U04
E240,个体经营E240,0.5869587610243628,0.6896146194199854,0.10265585839562252,2,11,True,True,16.419433985901676,17.33052821724902,False,17.707319763768485,6.992096427415888,2,3,11,U08
E241,个体经营E241,0.3151720582668819,0.028746156582924252,0.28642590168395765,127,157,False,False,4.141349777356196,17.33052821724902,False,17.748474262447036,5.003946305945459,2,1,9,U05
E242,个体经营E242,0.3904154552390129,0.7023910477384422,0.3119755924994293,28,10,True,True,17.001539984802537,17.33052821724902,False,16.94012418702105,6.244166900663736,1,3,7,U01
E243,***科技有限公司,0.2888573155295145,0.0012797050105478591,0.28757761051896663,163,224,False,False,3.7765255649080176,17.33052821724902,False,17.552962701887523,5.117993812416755,2,1,9,U06
E244,个体经营E244,0.3245398933275353,0.00011394000631706422,0.32442595332121826,115,265,False,False,3.514987554777554,17.33052821724902,False,17.87321694236284,5.159055299214529,2,2,10,U02
E245,***建筑劳务有限公司,0.29823518072759153,0.0038133165031153625,0.2944218642244762,152,206,False,False,6.6910400198685025,17.33052821724902,False,17.199006120845944,4.584967478670572,1,1,5,U04
E246,***物业服务有限公司,0.2862203626450713,0.035239248550605104,0.25098111409446616,169,144,False,False,4.545954461272727,17.33052821724902,False,17.549960905905376,6.274762021241939,2,3,11,U09
E247,***石化有限公司,0.3612994327027836,0.028216216393556152,0.33308321630922744,56,158,True,False,3.8133358026916055,17.33052821724902,False,17.47176701038147,5.278114659230517,2,2,10,U03
E248,***智能科技有限公司,0.35646026067744946,1.3567127208560542e-05,0.3564466935502409,61,279,True,False,3.222800448323926,17.33052821724902,False,17.45891589025803,5.942799375126701,2,2,10,U04
E249,***建筑工程有限公司,0.19936461638605946,0.4010147744175127,0.20165015803145325,258,48,False,True,6.781383210743492,17.33052821724902,False,18.22326586053295,4.700480365792417,2,1,9,U07
E250,***塑料厂,0.2920076461938734,0.00031118918077993797,0.2916964570130935,158,245,False,False,4.219625454620624,17.33052821724902,False,17.72878107912099,5.438079308923196,2,2,10,U05
E251,***医疗器械有限责任公司,0.29317393502378014,0.0004717266137176274,0.2927022084100625,155,235,False,False,4.910489215755713,17.33052821724902,False,17.141765013405813,6.169610732491456,1,3,7,U02
E252,***印务有限公司,0.28149587248586455,0.0013863246028665624,0.28010954788299797,175,223,False,False,3.698247496107341,17.33052821724902,False,18.158648908024386,5.0238805208462765,2,1,9,U08
E253,***钢结构工程有限公司,0.35628424228790145,1.5113737103570297e-05,0.3562691285507979,63,278,False,False,3.503063795402845,17.33052821724902,False,17.635714459126383,6.052089168924417,2,2,10,U06
E254,***设备安装工程有限公司,0.3309868220094653,0.009649168770701929,0.32133765323876334,96,188,False,False,4.2326831642960805,17.33052821724902,False,17.55853211001884,4.127134385045092,2,0,8,U05
E255,个体经营E255,0.278178251834794,9.183445256273669e-05,0.2780864173822313,180,266,False,False,3.6887022486105443,17.33052821724902,False,17.939944441548313,5.802118375377063,2,2,10,U07
E256,***物资有限公司,0.26306297781868265,0.004099899468214862,0.2589630783504678,205,202,False,False,3.6074865328519365,17.33052821724902,False,17.66177145579149,5.583496308781699,2,2,10,U08
E257,***门窗安装有限公司,0.25357114383225493,0.013662375344280992,0.23990876848797393,218,182,False,False,4.012516539002857,17.33052821724902,False,17.64268586853529,4.919980925828125,2,1,9,U09
E258,***国际货运有限公司,0.2663850816615998,0.3108130961692311,0.044428014507631286,200,84,False,False,3.360229365922957,17.33052821724902,False,18.310257835200524,6.091309882077698,2,2,10,U09
E259,***文化传媒有限公司,0.21278087577904156,0.001392258915915608,0.21138861686312596,252,221,False,False,6.826704923459026,17.33052821724902,False,17.831286738410107,6.597145701886651,2,3,11,U10
E260,***广告有限公司,0.3729490772800335,0.00045783067592177726,0.37249124660411176,44,237,True,False,3.5937225673810778,17.33052821724902,False,17.659168164289206,6.306275286948016,2,3,11,U01
E261,***医疗器械有限公司,0.3895329748000459,0.0002541074392092107,0.38927886736083667,30,254,True,False,3.793162902041061,17.33052821724902,False,17.174528023895572,6.3784261836515865,1,3,7,U03
E262,个体经营E262,0.25776620015245205,0.0038739706273245773,0.25389222952512747,212,205,False,False,3.845800096993044,17.33052821724902,False,17.67315220563089,5.488937726156687,2,2,10,U10
E263,***通信工程有限公司,0.32488545254819284,0.00018922766106269074,0.3246962248871302,112,260,False,False,4.1586296888329075,17.33052821724902,False,17.62625596637793,5.099866427824199,2,1,9,U10
E264,个体经营E264,0.15649732819111323,0.4430068343010833,0.28650950610997006,270,36,False,True,16.61493545824106,17.33052821724902,False,17.196624253797,7.32052696227274,1,3,7,U04
E265,***净化工程有限公司,0.2667936233518962,0.0011033545061973292,0.2656902688456989,195,226,False,False,6.2480331735547425,17.33052821724902,False,17.787718997015133,6.29156913955832,2,3,11,U02
E266,***煤矿机械有限公司,0.31064481587100345,0.023983188086316394,0.28666162778468707,131,164,False,False,4.1497548423647315,17.33052821724902,False,17.323571477979524,4.605170185988092,1,1,5,U05
E267,***林园艺场,0.2448753630163174,0.0602582550144927,0.1846171080018247,225,119,False,False,6.018566537158914,17.33052821724902,False,16.779800649835565,3.970291913552122,1,0,4,U07
E268,***建筑劳务有限公司,0.1158710097427264,0.01792374584325568,0.09794726389947073,284,175,False,False,7.68193669050135,17.33052821724902,False,17.36642502041961,3.367295829986474,1,0,4,U08
E269,***节能服务有限公司,0.332793025087515,0.02064337071180716,0.31214965437570785,91,168,False,False,5.600286081084976,17.33052821724902,False,17.416681970110243,4.48863636973214,2,1,9,U01
E270,个体经营E270,0.33927713264606724,0.002399879225695108,0.3368772534203721,80,212,False,False,3.931166111853549,17.33052821724902,False,17.244329606314025,4.875197323201151,1,1,5,U06
E271,***科技有限公司,0.3105361036826184,8.128788282606756e-05,0.31045481579979234,132,268,False,False,4.432799883286186,17.33052821724902,False,18.085507264700563,6.400257445308821,2,3,11,U03
E272,个体经营E272,0.3367408914208419,0.00013742631197540385,0.3366034651088665,85,263,False,False,3.717768357137038,17.33052821724902,False,17.007873292577735,5.87493073085203,1,2,6,U10
E273,个体经营E273,0.291848140777656,0.008892413964117834,0.28295572681353814,160,191,False,False,4.483696084637608,17.33052821724902,False,17.388788159442928,8.60135049942296,1,3,7,U05
E274,***建筑劳务有限公司,0.2524580794191365,0.035352178470120815,0.2171059009490157,219,143,False,False,7.555676540009112,17.33052821724902,False,16.326932084214114,3.2188758248682006,1,0,4,U09
