split_id,firm,y_true,rating,p_a,p_b
2,E67,0,B,0.33881714760517395,0.038169590042746934
2,E75,0,C,0.12678698619267664,0.038169590042746934
2,E83,0,B,0.2933723577989406,0.038169590042746934
2,E87,1,C,0.5019152702631475,0.07961368752317831
2,E88,0,A,0.28824840677138674,0.038169590042746934
2,E91,0,A,0.33698530266944715,0.06988916723896146
2,E92,0,C,0.48244221007872534,0.07961368752317831
2,E93,0,B,0.38750167228748955,0.06988916723896146
2,E96,0,C,0.504605321020184,0.14217156872249542
3,E10,0,B,0.07248982902257409,0.056303538624139525
3,E103,1,D,0.4455900516586759,0.8205480354351394
3,E11,0,C,0.08325435323610905,0.04738059652623496
3,E115,1,D,0.7727363815259225,0.8205480354351394
3,E118,1,D,0.5602428111368539,0.8205480354351394
3,E12,0,B,0.09050132051712001,0.04999064758215062
3,E13,0,A,0.09482644946723937,0.04425394113069248
3,E28,0,B,0.0708036435701913,0.04738059652623496
3,E29,1,C,0.08716980330444687,0.060217371494270415
3,E39,0,C,0.12495189633085585,0.047343211837252264
3,E4,0,C,0.03763161265485047,0.049303604989467294
3,E45,1,B,0.0951817202191423,0.04027891852552034
3,E5,0,B,0.054142574021621766,0.04027891852552034
3,E57,0,B,0.08218553220125267,0.04027891852552034
3,E59,0,A,0.09399517444377516,0.04675558496584277
3,E60,0,B,0.17638396174696397,0.047318082274731305
3,E63,0,B,0.11409416793800026,0.04731969074955704
3,E70,0,B,0.16283313570050656,0.04254896216069975
3,E71,0,B,0.14169747341115674,0.05637483365490384
3,E73,0,C,0.1685129231416122,0.04924697262508638
3,E84,0,A,0.1507912057037772,0.04027891852552034
3,E85,0,B,0.19779929622544648,0.0527134316076229
3,E95,0,B,0.11142813683616958,0.046106590288379413
3,E97,0,B,0.18901482911346495,0.043690072876651546
3,E99,1,D,0.6354435449744352,0.8205480354351394
4,E101,1,D,0.9133684909938422,0.8146311734329339
4,E107,1,D,0.4627814544608519,0.8146311734329339
4,E110,0,C,0.6140761557358242,0.15417630378905778
4,E119,1,D,0.7871793591393503,0.8146311734329339
4,E123,1,D,0.7792847587801905,0.8146311734329339
4,E15,0,A,0.091079863774426,0.06220442437308737
4,E17,0,A,0.13400848363465623,0.0392657137321108
4,E23,0,B,0.08752458249557286,0.05836983611115875
4,E37,0,B,0.13483173681321842,0.0392657137321108
4,E41,0,C,0.20186208911594328,0.0392657137321108
4,E46,0,C,0.2235204194899771,0.0392657137321108
4,E51,0,B,0.12582361993968394,0.0392657137321108
4,E52,1,D,0.22421479806547448,0.8146311734329339
4,E55,0,C,0.21271663595194945,0.0392657137321108
4,E58,0,B,0.25567685011252284,0.04755263402791094
4,E6,0,A,0.12767370348347917,0.0392657137321108
4,E65,0,B,0.31895788109845397,0.05618855147799662
4,E69,0,C,0.040538139969678574,0.10185537851411784
4,E7,0,A,0.08647083535300339,0.05836983611115875
4,E72,0,C,0.37900507710788967,0.09373856616823432
4,E80,0,C,0.40582478332640515,0.18454847110925537
4,E81,0,A,0.32287177093785846,0.05618855147799662
4,E9,0,A,0.1212612446788345,0.05836983611115875
4,E94,0,C,0.2770348749323125,0.05567754895870324
5,E100,1,D,0.24772926318781613,0.8146311734329339
5,E105,0,C,0.3210985425268172,0.20564112106189095
5,E108,1,D,0.6589839892862147,0.8146311734329339
5,E111,1,D,0.26283811270957325,0.8146311734329339
5,E116,1,D,0.5189479997464383,0.8146311734329339
5,E122,1,D,0.4332481779389894,0.8146311734329339
5,E2,0,A,0.06327121787156392,0.03797062571557737
5,E24,0,A,0.1837245305546776,0.03797062571557737
5,E25,0,C,0.21283303569181913,0.03797062571557737
5,E26,0,A,0.374635194301215,0.03797062571557737
5,E33,0,B,0.18365668441136557,0.03797062571557737
5,E34,0,B,0.18256049248427067,0.03797062571557737
5,E35,0,B,0.13385290775206649,0.04717975178436142
5,E38,0,B,0.2568368713125149,0.03797062571557737
5,E49,0,C,0.2812509068382277,0.03797062571557737
5,E50,0,C,0.23406918778744115,0.08975918372975153
5,E66,0,B,0.25549688027468276,0.07686739118615009
5,E68,0,C,0.43276830606239736,0.19638217147355252
5,E74,0,B,0.14673941665077622,0.07686739118615009
5,E77,0,C,0.2989318058016681,0.2346406031684303
5,E78,0,C,0.3436755291821004,0.17105431391566006
5,E86,0,C,0.09210935518285701,0.19638217147355252
5,E89,0,A,0.5122070187188328,0.10929683271384884
5,E90,0,C,0.434750058354024,0.03797062571557737
6,E106,0,B,0.42823820088407016,0.06896887397698308
6,E113,1,D,0.9389600648368643,0.8226084027411831
6,E13,0,A,0.13722942407679506,0.039652470138389836
6,E18,0,A,0.18504496218073793,0.05638455415306501
6,E19,0,A,0.12228662572051621,0.039652470138389836
6,E20,0,B,0.10853510260891608,0.05638455415306501
6,E25,0,C,0.21820375788449753,0.039652470138389836
6,E32,0,B,0.2746100535951368,0.039652470138389836
6,E34,0,B,0.16474649585765047,0.05638455415306501
6,E36,1,D,0.1709592410146461,0.8226084027411831
6,E52,1,D,0.27431875404079326,0.8226084027411831
6,E57,0,B,0.16682497291351175,0.05638455415306501
6,E60,0,B,0.38777686862090205,0.07375705314719715
6,E63,0,B,0.25814707377219653,0.07375705314719715
6,E68,0,C,0.4706241306345764,0.12500599274520335
6,E70,0,B,0.36845789152578556,0.039652470138389836
6,E71,0,B,0.2778085715022903,0.06896887397698308
6,E74,0,B,0.16096275608881638,0.07375705314719715
6,E81,0,A,0.2715227708642614,0.039652470138389836
6,E82,1,D,0.4495253993801286,0.8226084027411831
6,E84,0,A,0.2648407196779305,0.039652470138389836
6,E87,1,C,0.4657259028933311,0.06896887397698308
6,E88,0,A,0.3158079812038696,0.039652470138389836
6,E89,0,A,0.4488647955915352,0.06896887397698308
6,E90,0,C,0.43588333431034243,0.039652470138389836
7,E100,1,D,0.4811277297610521,0.8045471803450742
7,E101,1,D,0.8300178300718857,0.8045471803450742
7,E107,1,D,0.5047333896863686,0.8045471803450742
7,E11,0,C,0.1681091195175945,0.1395851249398101
7,E112,1,D,0.6008898696748725,0.8045471803450742
7,E114,1,D,0.6863894942596771,0.8045471803450742
7,E121,1,D,0.5975585821896546,0.8045471803450742
7,E15,0,A,0.10237437567102906,0.03811292811144092
7,E26,0,A,0.26756941023722214,0.03811292811144092
7,E27,0,A,0.24388288135599626,0.05904259759280941
7,E31,0,A,0.14007599356661224,0.05904259759280941
7,E35,0,B,0.111038478905206,0.05904259759280941
7,E39,0,C,0.31969500831196823,0.0640335836776758
7,E4,0,C,0.13463448772707493,0.03811292811144092
7,E51,0,B,0.10181920788668758,0.03811292811144092
7,E56,0,C,0.18644786087592757,0.03811292811144092
7,E6,0,A,0.13061952584833053,0.03811292811144092
7,E64,0,A,0.14662923296182895,0.03811292811144092
7,E66,0,B,0.2482395629947651,0.0640335836776758
7,E76,0,B,0.2829159072931149,0.03811292811144092
7,E77,0,C,0.21628982705248892,0.21025996226342242
7,E78,0,C,0.22210498177116392,0.061056101208339514
7,E83,0,B,0.35886481771178463,0.03811292811144092
7,E85,0,B,0.29903148445117167,0.03811292811144092
7,E98,0,B,0.2668553434208382,0.061056101208339514
8,E10,0,B,0.08264925572465855,0.04331473753115473
8,E102,1,D,0.6803228980830213,0.8129138906986427
8,E110,0,C,0.499826335692066,0.0775496913415797
8,E116,1,D,0.5190322424300234,0.8129138906986427
8,E118,1,D,0.4773648211729239,0.8129138906986427
8,E12,0,B,0.12936328758722287,0.07165697003240955
8,E120,1,D,0.9945546929742256,0.8129138906986427
8,E122,1,D,0.6329372547851783,0.8129138906986427
8,E17,0,A,0.10934061169186027,0.037471309888815175
8,E21,0,B,0.052095799398235304,0.05677339384145386
8,E22,0,A,0.0977560960044317,0.037471309888815175
8,E23,0,B,0.05745797558350677,0.05677339384145386
8,E3,0,C,0.03910400782744931,0.0654222762716428
8,E37,0,B,0.07664547682310051,0.037471309888815175
8,E38,0,B,0.12414138779946343,0.057898430368731525
8,E41,0,C,0.12654481341987397,0.057898430368731525
8,E44,0,C,0.11740971517150905,0.057898430368731525
8,E45,1,B,0.10623263829044195,0.037471309888815175
8,E48,0,A,0.1075933146304248,0.037471309888815175
8,E53,0,C,0.1844937112425241,0.037471309888815175
8,E58,0,B,0.16162529161680955,0.037471309888815175
8,E67,0,B,0.16349255547563962,0.037471309888815175
8,E72,0,C,0.5932546971083938,0.0534324221546571
8,E75,0,C,0.09927192606343649,0.04331473753115473
8,E91,0,A,0.2511497482417538,0.03927175418096437
9,E108,1,D,0.8213976510708202,0.8146311734329339
9,E115,1,D,0.7945178401891458,0.8146311734329339
9,E119,1,D,0.8249384981502814,0.8146311734329339
9,E123,1,D,0.8137500356293667,0.8146311734329339
9,E14,0,C,0.13543023718851416,0.03933683068039432
9,E16,0,A,0.15602072609240064,0.039873379402783515
9,E2,0,A,0.05914215166864261,0.03880324749824003
9,E24,0,A,0.16142905978074343,0.039873379402783515
9,E33,0,B,0.15711131925876795,0.039873379402783515
9,E42,0,A,0.19940766461743675,0.10762255655680027
9,E43,0,B,0.23894423592074743,0.11237451541007812
9,E46,0,C,0.2044001822920739,0.039873379402783515
9,E5,0,B,0.11977031771073278,0.047463800720288975
9,E54,0,A,0.19675546892955917,0.03880324749824003
9,E55,0,C,0.28188141131098293,0.039873379402783515
9,E62,0,B,0.2608467388146639,0.039873379402783515
9,E69,0,C,0.0326052817686632,0.1095806570179252
9,E73,0,C,0.38623656725250555,0.08954433001213952
9,E79,0,B,0.39002777151124474,0.07242963763673951
9,E8,0,A,0.07761306291330587,0.03880324749824003
9,E80,0,C,0.5249269864406374,0.1932373264998599
9,E92,0,C,0.5101286596797332,0.17085011955947016
9,E96,0,C,0.4255901230392683,0.1967091490243329
9,E99,1,D,0.7417751959553728,0.8146311734329339
10,E1,0,A,0.027266679635302552,0.07968249898496332
10,E103,1,D,0.4314314091411484,0.8228291844595169
10,E104,0,C,0.3192855312612483,0.12381369506667851
10,E105,0,C,0.3339202405418207,0.1693445957063342
10,E109,1,D,0.4253871397684404,0.8228291844595169
10,E111,1,D,0.497781349885325,0.8228291844595169
10,E117,1,D,0.7196683030887255,0.8228291844595169
10,E28,0,B,0.06860039939090479,0.03906630955531255
10,E29,1,C,0.10692837520451828,0.11711922796481619
10,E30,0,B,0.08406796444680069,0.05013449351401838
10,E40,0,C,0.09857722904990726,0.03906630955531255
10,E47,0,C,0.07349825837655524,0.060370693029553335
10,E49,0,C,0.11014134204943404,0.03906630955531255
10,E50,0,C,0.15862654459230519,0.08052483363484435
10,E59,0,A,0.09664472512222073,0.060370693029553335
10,E61,0,B,0.09365390144470474,0.060370693029553335
10,E65,0,B,0.1498868350482165,0.03906630955531255
10,E7,0,A,0.033338998267353766,0.060370693029553335
10,E86,0,C,0.27076347761019676,0.08533036196146267
10,E9,0,A,0.03603552852769223,0.060370693029553335
10,E93,0,B,0.25090652848312356,0.13571878754864672
10,E94,0,C,0.191851635383212,0.09038225682666269
10,E95,0,B,0.11881188132735197,0.09760519148656487
10,E97,0,B,0.24788541262383598,0.1825542007460204
11,E1,0,A,0.22700895734072676,0.13257219014112975
11,E10,0,B,0.34291244980113766,0.03922236684603399
11,E105,0,C,0.4941442631445759,0.19330358136987189
11,E107,1,D,0.5823298800553065,0.8151142897839792
11,E11,0,C,0.20562906333996872,0.14721122205133966
11,E113,1,D,0.8445822156536188,0.8151142897839792
11,E122,1,D,0.6150222020823886,0.8151142897839792
11,E123,1,D,0.8210352632157302,0.8151142897839792
11,E16,0,A,0.33442984154096317,0.03922236684603399
11,E19,0,A,0.3069586512944697,0.03922236684603399
11,E21,0,B,0.23419369758710112,0.06639369402056862
11,E34,0,B,0.2439732570832261,0.03922236684603399
11,E35,0,B,0.24166250109304774,0.06639369402056862
11,E36,1,D,0.272655057921394,0.8151142897839792
11,E37,0,B,0.30892369630764505,0.03922236684603399
11,E62,0,B,0.34709191871912853,0.03922236684603399
11,E66,0,B,0.3784947696200977,0.08065741925067081
11,E69,0,C,0.09337632148584174,0.09015970180451507
11,E75,0,C,0.20555223314765425,0.03922236684603399
11,E83,0,B,0.48111816108069233,0.03922236684603399
11,E9,0,A,0.2620876077183318,0.06639369402056862
11,E90,0,C,0.45339224564496633,0.03922236684603399
11,E94,0,C,0.40605506367703403,0.060155794016341003
11,E95,0,B,0.3982051811377611,0.06639369402056862
11,E98,0,B,0.4510453421915967,0.060155794016341003
12,E101,1,D,0.8964642463993022,0.8129138906986427
12,E102,1,D,0.7109569351128843,0.8129138906986427
12,E109,1,D,0.46023348268570025,0.8129138906986427
12,E118,1,D,0.5919213068558082,0.8129138906986427
12,E120,1,D,0.9849687026577151,0.8129138906986427
12,E17,0,A,0.08792028646319837,0.037244883528039945
12,E20,0,B,0.09020178213115079,0.08113957307363903
12,E22,0,A,0.0782957621449972,0.037244883528039945
12,E23,0,B,0.05568613071806926,0.057357344591814845
12,E3,0,C,0.04237678019787922,0.057357344591814845
12,E45,1,B,0.109976561126491,0.045040246792962944
12,E46,0,C,0.10449247979426281,0.037244883528039945
12,E55,0,C,0.33758616837205396,0.037244883528039945
12,E58,0,B,0.11020041184142375,0.037244883528039945
12,E63,0,B,0.17673782640640998,0.05348751766065885
12,E64,0,A,0.14279309416793318,0.07579420561799538
12,E67,0,B,0.15737346316292142,0.037244883528039945
12,E68,0,C,0.48397175967641126,0.09412616579426528
12,E71,0,B,0.2073207051787187,0.10506417289743175
12,E76,0,B,0.19141779831529385,0.05348751766065885
12,E80,0,C,0.420538823123865,0.14557245704903338
12,E89,0,A,0.3584497671815475,0.13831645203820025
12,E92,0,C,0.38628288470208044,0.06681431202586395
12,E93,0,B,0.23761627152785694,0.06532642440981067
12,E97,0,B,0.21075560282689787,0.06906029220597874
13,E103,1,D,0.4950804624855105,0.8129138906986427
13,E110,0,C,0.4261417784596507,0.12505428544739694
13,E114,1,D,0.6076225996276832,0.8129138906986427
13,E115,1,D,0.8286085529927967,0.8129138906986427
13,E12,0,B,0.125227484815795,0.12251058803514066
13,E121,1,D,0.6539885124659593,0.8129138906986427
13,E2,0,A,0.036517551331795677,0.051786671919844346
13,E24,0,A,0.07106517126888237,0.03946580302582154
13,E26,0,A,0.1297226604186671,0.03946580302582154
13,E29,1,C,0.10944127029695656,0.11329179225078774
13,E30,0,B,0.10017665678645853,0.05513700375522056
13,E32,0,B,0.15782930468525305,0.051786671919844346
13,E4,0,C,0.044661367077662883,0.03946580302582154
13,E42,0,A,0.13430590456142674,0.10514320215150506
13,E5,0,B,0.06572103187734014,0.051786671919844346
13,E51,0,B,0.09438649478906733,0.03946580302582154
13,E60,0,B,0.18403490243618859,0.10514320215150506
13,E70,0,B,0.16694103789942516,0.051786671919844346
13,E74,0,B,0.15313784008621503,0.06127885919573527
13,E79,0,B,0.26290259207028405,0.06229699081146714
13,E8,0,A,0.04796850567351184,0.051786671919844346
13,E84,0,A,0.17318163476150064,0.03946580302582154
13,E86,0,C,0.2533559369666294,0.1451769810294703
13,E88,0,A,0.1930394947773919,0.03946580302582154
13,E99,1,D,0.7457381170448089,0.8129138906986427
14,E112,1,D,0.5902803324546063,0.8146311734329339
14,E116,1,D,0.5495784905421611,0.8146311734329339
14,E117,1,D,0.6850037304433122,0.8146311734329339
14,E13,0,A,0.11675467262868099,0.03997889289252356
14,E14,0,C,0.12452238889748296,0.03997889289252356
14,E25,0,C,0.2038320083476636,0.03997889289252356
14,E33,0,B,0.10699320760869946,0.04209442047654171
14,E38,0,B,0.21825750021622148,0.03997889289252356
14,E39,0,C,0.28224185687846093,0.06628192258210165
14,E40,0,C,0.15499707208333388,0.03997889289252356
14,E43,0,B,0.20435189354333735,0.10071296933656931
14,E44,0,C,0.12184279346633972,0.03997889289252356
14,E47,0,C,0.16365429036065016,0.051709172805032066
14,E50,0,C,0.2928077022164871,0.10159918479186732
14,E52,1,D,0.24553844022740606,0.8146311734329339
14,E53,0,C,0.1217509891560458,0.041703151548033106
14,E56,0,C,0.2027417188636099,0.03997889289252356
14,E6,0,A,0.10391634758783759,0.041703151548033106
14,E65,0,B,0.3088324127451806,0.049135225062131666
14,E7,0,A,0.0805852474065554,0.058358481812934966
14,E78,0,C,0.20716167302811117,0.06493770584087787
14,E81,0,A,0.28557855699770557,0.049135225062131666
14,E82,1,D,0.4535026385402448,0.8146311734329339
14,E85,0,B,0.349222477615513,0.03997889289252356
15,E100,1,D,0.28453871403623116,0.8221559064663143
15,E104,0,C,0.44683968456295814,0.1286298470482703
15,E106,0,B,0.19616091511535938,0.07684070000861455
15,E108,1,D,0.7494734645118568,0.8221559064663143
15,E111,1,D,0.39788856343943985,0.8221559064663143
15,E119,1,D,0.8745339842186953,0.8221559064663143
15,E15,0,A,0.08112069717123693,0.052314144002680085
15,E18,0,A,0.09335072180498143,0.052314144002680085
15,E27,0,A,0.13854194920825055,0.04104235220296753
15,E28,0,B,0.10245153500172102,0.052314144002680085
15,E31,0,A,0.0863476660970334,0.04104235220296753
15,E41,0,C,0.09595301787617327,0.038744090423941016
15,E48,0,A,0.0995209507273622,0.04104235220296753
15,E49,0,C,0.1148052698088104,0.038744090423941016
15,E54,0,A,0.08875669246892644,0.038744090423941016
15,E57,0,B,0.10487133975359327,0.052314144002680085
15,E59,0,A,0.09845555757678486,0.04104235220296753
15,E61,0,B,0.07515291490610976,0.04104235220296753
15,E72,0,C,0.5148905554113871,0.038744090423941016
15,E73,0,C,0.1335133252446672,0.08120790082523204
15,E77,0,C,0.22010172837470937,0.08120790082523204
15,E87,1,C,0.22870551679536352,0.08120790082523204
15,E91,0,A,0.1879201672752113,0.08120790082523204
15,E96,0,C,0.6511211865958115,0.1286298470482703
16,E10,0,B,0.0959438831402974,0.039983214296773525
16,E103,1,D,0.5285668590180906,0.8151142897839792
16,E108,1,D,0.8010967727763135,0.8151142897839792
16,E113,1,D,0.9096052788079583,0.8151142897839792
16,E120,1,D,0.9904454939685172,0.8151142897839792
16,E20,0,B,0.07147882956733187,0.057871058407102875
16,E22,0,A,0.06941737295008579,0.039983214296773525
16,E27,0,A,0.12305086764508558,0.0571031878976969
16,E30,0,B,0.10662549643911057,0.06699232903020425
16,E40,0,C,0.1410768384113905,0.039983214296773525
16,E48,0,A,0.08321028443535324,0.0571031878976969
16,E54,0,A,0.08025284338785317,0.039983214296773525
16,E60,0,B,0.17759856482665026,0.08921066016710086
16,E66,0,B,0.2482530386886395,0.06611192443118616
16,E67,0,B,0.16282922570767835,0.039983214296773525
16,E72,0,C,0.5164534531887296,0.05522022888488041
16,E74,0,B,0.1550759449126741,0.06611192443118616
16,E75,0,C,0.10811124306067742,0.0405307671501602
16,E76,0,B,0.17930961509361573,0.039983214296773525
16,E78,0,C,0.17105279640859866,0.06964164590994125
16,E83,0,B,0.2704871297951273,0.039983214296773525
16,E91,0,A,0.17078658426549462,0.09691476006742962
16,E94,0,C,0.2072920808627725,0.06872898908309377
16,E95,0,B,0.16061315490310935,0.057871058407102875
16,E99,1,D,0.7072296426192874,0.8151142897839792
17,E102,1,D,0.561091453326321,0.8129138906986427
17,E115,1,D,0.8138521185499434,0.8129138906986427
17,E12,0,B,0.26123095063348306,0.11897312761194273
17,E121,1,D,0.427556563382245,0.8129138906986427
17,E122,1,D,0.6288169079255161,0.8129138906986427
17,E123,1,D,0.8190317574252467,0.8129138906986427
17,E17,0,A,0.1475187087312704,0.05728266263568389
17,E26,0,A,0.19358781932799937,0.038289235039864505
17,E3,0,C,0.07395304850659834,0.038289235039864505
17,E31,0,A,0.12803836259259882,0.038289235039864505
17,E33,0,B,0.1339856815344151,0.038289235039864505
17,E41,0,C,0.19912452933689245,0.038289235039864505
17,E42,0,A,0.2227688398319451,0.08128854753658991
17,E50,0,C,0.32448143042723415,0.08128854753658991
17,E55,0,C,0.23697782408393436,0.038289235039864505
17,E57,0,B,0.1611812430683682,0.05728266263568389
17,E58,0,B,0.28552601345412015,0.0611622369070587
17,E61,0,B,0.12898089993062944,0.038289235039864505
17,E62,0,B,0.2766193458545754,0.038289235039864505
17,E68,0,C,0.42424979733877877,0.12190786683756226
17,E81,0,A,0.20338374527169484,0.038289235039864505
17,E85,0,B,0.3240798307474536,0.038289235039864505
17,E86,0,C,0.37691420021421246,0.11464566920308775
17,E87,1,C,0.407449122428618,0.07821012517572903
17,E93,0,B,0.31077362488565824,0.05879722425814047
18,E1,0,A,0.08476582198350496,0.08970132864875795
18,E101,1,D,0.8902234434847128,0.8129138906986427
18,E105,0,C,0.35688415304036414,0.13872497078880433
18,E107,1,D,0.4023511282482265,0.8129138906986427
18,E11,0,C,0.11599724321102378,0.09696941481725858
18,E118,1,D,0.6082130347911642,0.8129138906986427
18,E16,0,A,0.15584840656214577,0.039507596683678266
18,E2,0,A,0.05678423763798359,0.04290038282861496
18,E29,1,C,0.1667455763892895,0.13872497078880433
18,E34,0,B,0.13225198406610206,0.04290038282861496
18,E39,0,C,0.31614865767653333,0.06588192317634436
18,E4,0,C,0.10860364494475166,0.039507596683678266
18,E44,0,C,0.11881420584966847,0.039507596683678266
18,E49,0,C,0.2984509574213691,0.04290038282861496
18,E52,1,D,0.2253565342020463,0.8129138906986427
18,E53,0,C,0.12564130489828418,0.039507596683678266
18,E56,0,C,0.2302708508008518,0.04290038282861496
18,E65,0,B,0.31759956277457335,0.039507596683678266
18,E70,0,B,0.3712306361376802,0.04290038282861496
18,E73,0,C,0.45352690810371526,0.09285960384430589
18,E82,1,D,0.4793173030439277,0.8129138906986427
18,E84,0,A,0.27014409788305765,0.039507596683678266
18,E89,0,A,0.40166937973136674,0.0858702657975618
18,E9,0,A,0.12929223589148378,0.05434621678608793
18,E97,0,B,0.1831144337975818,0.13872497078880433
19,E104,0,C,0.42898167511903806,0.0642128821560243
19,E110,0,C,0.6401309331198992,0.05029509033357342
19,E114,1,D,0.6991820905546157,0.8221559064663143
19,E117,1,D,0.8056153883631965,0.8221559064663143
19,E119,1,D,0.82590559791985,0.8221559064663143
19,E13,0,A,0.10974680891677825,0.05445314727974087
19,E18,0,A,0.17256466483340796,0.03814364345862288
19,E19,0,A,0.06998845187964992,0.03814364345862288
19,E23,0,B,0.08880374531610637,0.054426546047042806
19,E24,0,A,0.13066129404389468,0.03814364345862288
19,E25,0,C,0.20463020427845804,0.03814364345862288
19,E32,0,B,0.24664825855807757,0.07011354450292542
19,E36,1,D,0.16069984160097273,0.8221559064663143
19,E43,0,B,0.30823151904812984,0.10830983090072513
19,E45,1,B,0.15825942062091664,0.03814364345862288
19,E46,0,C,0.17312671328464654,0.03814364345862288
19,E51,0,B,0.10695599216673024,0.03814364345862288
19,E63,0,B,0.24379506230269535,0.06004812766613508
19,E69,0,C,0.11356106085275776,0.09255341540658146
19,E71,0,B,0.2795181505919533,0.06768894890811336
19,E79,0,B,0.393931803341058,0.052628610729305934
19,E8,0,A,0.0687947244596552,0.03814364345862288
19,E92,0,C,0.4319479225761535,0.07722278041036618
19,E98,0,B,0.38094166336220825,0.03814364345862288
20,E100,1,D,0.25724516899837374,0.8146311734329339
20,E106,0,B,0.18868480748509048,0.07151157114096696
20,E109,1,D,0.4834916063748993,0.8146311734329339
20,E111,1,D,0.34309627041014357,0.8146311734329339
20,E112,1,D,0.6464593486670789,0.8146311734329339
20,E116,1,D,0.5455109102168384,0.8146311734329339
20,E14,0,C,0.0658212941170789,0.038129997504865266
20,E15,0,A,0.07408591362067371,0.044209259518975474
20,E21,0,B,0.06597649030577853,0.06256902239463356
20,E28,0,B,0.0938522562775583,0.044209259518975474
20,E35,0,B,0.08802651439695645,0.06256902239463356
20,E37,0,B,0.09065850376311396,0.038129997504865266
20,E38,0,B,0.12471751844884935,0.042312889057695174
20,E47,0,C,0.09972914038894454,0.06256902239463356
20,E5,0,B,0.06580397569365111,0.06256902239463356
20,E59,0,A,0.11781434919523126,0.06256902239463356
20,E6,0,A,0.06739044154192027,0.038129997504865266
20,E64,0,A,0.11086749088130547,0.044209259518975474
20,E7,0,A,0.019468455775565965,0.06256902239463356
20,E77,0,C,0.28180832239782694,0.22427645188881323
20,E80,0,C,0.509956652084647,0.19138530575149204
20,E88,0,A,0.1638334969402113,0.044209259518975474
20,E90,0,C,0.28063366688070096,0.044209259518975474
20,E96,0,C,0.7142285233735343,0.14654979524101067
21,E1,0,A,0.12500895264426154,0.10707091043816734
21,E108,1,D,0.7604531650170163,0.8151142897839792
21,E109,1,D,0.37093402860825875,0.8151142897839792
21,E112,1,D,0.6655600306575022,0.8151142897839792
21,E119,1,D,0.7613393264927264,0.8151142897839792
21,E16,0,A,0.1829134449675347,0.039671356074476985
21,E24,0,A,0.13703339431976783,0.039671356074476985
21,E26,0,A,0.2450276000212179,0.03911340717551383
21,E27,0,A,0.20850362982067003,0.06146061479001702
21,E32,0,B,0.23200393107773443,0.03911340717551383
21,E4,0,C,0.15922086561252113,0.039671356074476985
21,E41,0,C,0.1450822666466718,0.03911340717551383
21,E43,0,B,0.20987009006237486,0.1032120147121745
21,E54,0,A,0.15910535208113133,0.03911340717551383
21,E55,0,C,0.35738088972785,0.03911340717551383
21,E58,0,B,0.21832907305357083,0.06841957141852431
21,E59,0,A,0.16545047102431396,0.06146061479001702
21,E6,0,A,0.12480493334330932,0.039671356074476985
21,E61,0,B,0.1331019724570601,0.06146061479001702
21,E65,0,B,0.24701182950458675,0.03911340717551383
21,E69,0,C,0.07945814878133858,0.1018551958810746
21,E7,0,A,0.0901203465800275,0.062316670420797526
21,E78,0,C,0.2564224210739607,0.05727928214637301
21,E82,1,D,0.4041388126928328,0.8151142897839792
21,E97,0,B,0.20828037801993446,0.21403775741645154
