enterprise_id,enterprise_name,risk_oof_mean,risk_oof_sd,risk_oof_p05,risk_oof_p10,risk_oof_p50,risk_oof_p90,risk_oof_p95,risk_oof_min,risk_oof_max,risk_oof_test_count,default_label,label_spreading_oof_mean,label_spreading_oof_sd,label_spreading_oof_p05,label_spreading_oof_p10,label_spreading_oof_p50,label_spreading_oof_p90,label_spreading_oof_p95,label_spreading_oof_min,label_spreading_oof_max,label_spreading_oof_test_count,risk_difference_abs,risk_rank,label_spreading_rank,rank_difference,scope,risk_rank_spearman,top20_count,top20_overlap_count,top20_overlap_fraction_of_risk_top20,mean_abs_risk_difference,median_abs_risk_difference,max_abs_risk_difference,high_disagreement_count_threshold_0_20
E108,***商贸有限公司,0.5221807895,0.07630955392,0.4332161706,0.4383446298,0.5032456114,0.6296705299,0.6333603051,0.4280877114,0.6370500803,10,1,0.6213053657,0.3255456162,0.1771407249,0.3209805194,0.5536989601,0.9601881965,0.9686103742,0.03330093033,0.977032552,10,0.09912457622,15,15,0,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E109,***服饰有限公司,0.5493640614,0.0462578312,0.4851852794,0.499541477,0.5402328651,0.6102205923,0.6115104426,0.4708290819,0.612800293,10,1,0.6206337195,0.08742016377,0.4810799568,0.4990651584,0.6535995953,0.7123423413,0.7161896215,0.4630947551,0.7200369017,10,0.07126965808,12,16,4,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E11,***建设工程有限公司,0.07723891572,0.01910622924,0.05463128276,0.05759312487,0.07389775249,0.1001763276,0.1019011056,0.05166944066,0.1036258836,10,0,0.01335849905,0.01720673901,0.005178685592,0.005298252305,0.007738873126,0.02045045447,0.04096950681,0.00505911888,0.06148855915,10,0.06388041667,93,82,-11,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E110,***通讯器材经营部,0.5711527053,0.04945164937,0.5138392346,0.5147376523,0.5718855578,0.6124762668,0.6442755816,0.5129408169,0.6760748965,10,0,0.9823930127,0.008567735059,0.9689672807,0.9734342638,0.9831056523,0.9894700311,0.993430021,0.9645002976,0.997390011,10,0.4112403074,11,1,-10,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E111,***科技有限公司,0.1919246162,0.1135947749,0.05267052758,0.0653011817,0.1848036297,0.3189536769,0.3305907566,0.04003987347,0.3422278363,10,1,0.1324215575,0.1335200096,0.0008044976514,0.001551716036,0.1156449533,0.2423358512,0.3155197082,5.727926698e-05,0.3887035652,10,0.05950305873,49,44,-5,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E112,***机械设备有限公司,0.4170540731,0.07312385423,0.335297303,0.3447501467,0.4098501136,0.5129040595,0.5136905795,0.3258444593,0.5144770996,10,1,0.04345516616,0.04418540069,0.005952002862,0.0101702233,0.02836349954,0.1175763133,0.1217782088,0.001733782421,0.1259801042,10,0.373598907,20,60,40,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E113,***美居科技有限公司,0.7592451553,0.06426424806,0.6949036715,0.7051632303,0.742346717,0.8315439659,0.8617392106,0.6846441128,0.8919344553,10,1,0.6737549338,0.1706440373,0.4603236611,0.5099368815,0.6573828421,0.9426615781,0.9560141455,0.4107104408,0.969366713,10,0.0854902215,4,14,10,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E114,***食品有限责任公司,0.4770804739,0.05032059316,0.4325057874,0.432793938,0.4542880445,0.5421990478,0.5510398015,0.4322176368,0.5598805551,10,1,0.4195693384,0.1241908796,0.2376577429,0.2733819835,0.4280933125,0.5211431271,0.573115789,0.2019335023,0.6250884509,10,0.05751113544,16,25,9,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E115,***装饰工程有限公司,0.7835354924,0.04595042071,0.7152082947,0.7246327416,0.7847242404,0.8331104651,0.8467425405,0.7057838477,0.8603746158,10,1,0.7315377322,0.1472927183,0.5524215042,0.6186757469,0.7335686432,0.9668340159,0.9671734567,0.4861672616,0.9675128975,10,0.05199776021,2,11,9,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E116,***门窗有限公司,0.4160885126,0.08253013203,0.3293626351,0.337784137,0.3938428046,0.532859258,0.5438375386,0.3209411332,0.5548158193,10,1,0.6070968503,0.1307166964,0.42945602,0.4653130649,0.6429079168,0.7064352237,0.7718780979,0.393598975,0.8373209721,10,0.1910083376,21,18,-3,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E117,***人力资源管理咨询有限公司,0.6343060557,0.08357170743,0.5617637808,0.5661233915,0.5980298176,0.7561127553,0.7774135243,0.55740417,0.7987142933,10,1,0.853343901,0.07320487305,0.7811713804,0.7907780969,0.8377635842,0.9688795322,0.9841299872,0.7715646638,0.9993804422,10,0.2190378453,7,4,-3,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E118,***体育用品有限公司,0.3859533716,0.04015990574,0.3350391797,0.3480531379,0.375876988,0.4429217794,0.4496950197,0.3220252215,0.45646826,10,1,0.02915984397,0.01309300837,0.01233665904,0.02293251477,0.02862916021,0.03472017233,0.04561662393,0.001740803316,0.05651307552,10,0.3567935276,23,67,44,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E119,***药房,0.6253065711,0.0645798565,0.5457842173,0.5737662339,0.6110935073,0.6891769584,0.7151665854,0.5178022007,0.7411562125,10,1,0.5979442621,0.13929337,0.4670864725,0.4756706735,0.5919713363,0.6519254759,0.8048079285,0.4585022715,0.9576903811,10,0.02736230901,9,19,10,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E12,***建筑劳务有限公司,0.08202986653,0.0258022163,0.0519856561,0.06003292533,0.08012467447,0.1054632903,0.1173907162,0.04393838686,0.1293181421,10,0,0.004718551622,0.006081791933,0.001140795794,0.001319172651,0.00252345121,0.007036418518,0.01425942285,0.0009624189375,0.02148242719,10,0.0773113149,88,92,4,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E120,***陈列广告有限公司,0.721226934,0.04398398928,0.6659008847,0.6766369927,0.7165969875,0.7608714869,0.7848446425,0.6551647767,0.8088177982,10,1,0.840821778,0.08867857629,0.754483648,0.7563144649,0.8086298912,0.9990694004,0.9990948075,0.7526528312,0.9991202145,10,0.1195948439,5,7,2,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E121,***药业连锁有限公司***药店,0.4662178212,0.08991248205,0.3258990756,0.3653689974,0.4748415052,0.5621951951,0.5730265731,0.2864291539,0.583857951,10,1,0.5127464613,0.06686232906,0.4400161312,0.4463505739,0.5124895696,0.5769197445,0.6143911998,0.4336816885,0.6518626551,10,0.04652864006,18,22,4,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E122,***商贸有限责任公司,0.4500783219,0.1747689831,0.1436253311,0.152095429,0.4981088719,0.6021516604,0.6135603749,0.1351552332,0.6249690895,10,1,0.0003323419888,0.000386756009,1.876622949e-05,2.061255885e-05,0.0002345078466,0.0005820248469,0.0009695279702,1.691990013e-05,0.001357031094,10,0.4497459799,19,115,96,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E123,***创科技有限责任公司,0.7819761114,0.06066292319,0.6808665273,0.7374465977,0.7960858471,0.8270597923,0.8278009393,0.6242864569,0.8285420862,10,1,0.8352189027,0.06629070572,0.7566767181,0.7572146226,0.8361734398,0.8580465158,0.9280987314,0.7561388136,0.9981509469,10,0.05324279131,3,8,5,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E13,***汽车贸易有限公司,0.04053604698,0.01025554743,0.02881579927,0.03020284859,0.03735430366,0.05373417783,0.05576369193,0.02742874995,0.05779320603,10,0,0.01367319744,0.01094449738,6.852656957e-06,1.128718376e-05,0.01603202721,0.02240659153,0.02709657919,2.41813015e-06,0.03178656686,10,0.02686284953,113,80,-33,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E14,个体经营E14,0.03261041867,0.008046498737,0.02076432453,0.02407427639,0.0329584269,0.04024201468,0.04255669026,0.01745437267,0.04487136584,10,0,0.000847708293,0.0004459200423,0.0002147536534,0.0004285144583,0.0009231181371,0.001119049847,0.00140528375,9.928485103e-07,0.001691517654,10,0.03176271037,117,108,-9,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E15,***劳务有限公司,0.07381492047,0.02210332429,0.04902135431,0.05087113544,0.06950399711,0.1036254123,0.1060458755,0.04717157318,0.1084663387,10,0,0.09155904981,0.03862353638,0.02493626694,0.04865729267,0.1034272211,0.1215668651,0.1235573802,0.001215241209,0.1255478954,10,0.01774412934,95,50,-45,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E16,***建筑劳务有限公司,0.04998777847,0.01104106271,0.03468958087,0.03844691028,0.04963599327,0.0624669862,0.06304442813,0.03093225146,0.06362187005,10,0,0.0007569527315,0.0003970346744,0.0003005608378,0.0003686291593,0.0007297886427,0.00110452306,0.001351510487,0.0002324925163,0.001598497913,10,0.04923082574,108,109,1,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E17,***消防工程有限公司,0.04649981408,0.006714314194,0.03947721852,0.04167690036,0.04457789443,0.05349825243,0.05753079014,0.03727753667,0.06156332785,10,0,0.0002147614449,0.0001556587067,8.665111359e-05,0.0001008338401,0.0001805316045,0.0003192688249,0.0004696158205,7.246838711e-05,0.000619962816,10,0.04628505264,111,118,7,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E18,***消防工程有限责任公司,0.04857513816,0.01268746453,0.0307664983,0.03183286557,0.0501081575,0.06117933194,0.06577326523,0.02970013103,0.07036719851,10,0,0.003704699001,0.003800523086,2.498601076e-07,3.129681886e-07,0.00288926035,0.008353439227,0.009323481682,1.867520266e-07,0.01029352414,10,0.04487043916,109,98,-11,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E19,***科技有限公司,0.06543754966,0.02668491786,0.02761414215,0.03065760038,0.06562335285,0.09093656268,0.09760372899,0.02457068392,0.1042708953,10,0,0.0003039938602,0.0004172673405,3.783674244e-05,4.368322022e-05,0.0001351749493,0.0009560548022,0.001090342471,3.199026465e-05,0.00122463014,10,0.0651335558,100,116,16,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E2,***技术有限责任公司,0.02833749753,0.006576471863,0.02125918962,0.02239040344,0.0261436873,0.03642833627,0.03863710619,0.02012797579,0.04084587612,10,0,0.01356925374,0.00469687667,0.006850799,0.008785147424,0.01450138034,0.01826895234,0.01879609407,0.004916450576,0.0193232358,10,0.01476824379,119,81,-38,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E20,***贸易有限公司,0.04546270238,0.0133597347,0.0286020064,0.03126598193,0.04367250257,0.06402096704,0.06499736534,0.02593803087,0.06597376364,10,0,0.001453512535,0.002748678338,1.962362381e-05,2.086801905e-05,0.0003305028481,0.004612439773,0.006512238312,1.837922857e-05,0.008412036851,10,0.04400918984,112,104,-8,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E21,***建设工程有限公司,0.08415779812,0.01215910231,0.06591866598,0.07419139295,0.08551364751,0.09612822768,0.0966771292,0.05764593901,0.09722603072,10,0,0.1887243965,0.2080818653,0.01080912818,0.02123515391,0.06108273959,0.4899780974,0.5038337684,0.0003831024613,0.5176894393,10,0.1045665984,85,40,-45,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E22,***物流有限公司,0.08272431763,0.01171601235,0.06411662887,0.06901216977,0.08448052502,0.09349623574,0.09732090285,0.05922108796,0.10114557,10,0,0.002512569211,0.003100873757,0.0004855849441,0.000511038299,0.001223015091,0.008088269997,0.008381639238,0.0004601315893,0.008675008479,10,0.08021174842,87,102,15,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E23,***贸易有限公司,0.03337482103,0.007559078312,0.02101795816,0.02495115091,0.03500867128,0.04082479351,0.04138176591,0.01708476541,0.04193873831,10,0,0.001120787427,0.001418785802,0.0001245383258,0.0002487881232,0.0005223986022,0.002398248306,0.003529534361,2.885284194e-07,0.004660820415,10,0.03225403361,116,106,-10,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E24,***建筑工程有限公司,0.04702949043,0.01079664398,0.03379738165,0.03760773545,0.04703657904,0.06125175229,0.06316209082,0.02998702784,0.06507242935,10,0,0.007959901465,0.007621864962,0.0001876873313,0.0003721059019,0.0088731422,0.01442504874,0.018893382,3.268760635e-06,0.02336171527,10,0.03906958897,110,89,-21,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E25,***通讯设备有限公司,0.08202047653,0.01265093024,0.06244474985,0.06726581422,0.08339407542,0.09686547054,0.09749426132,0.05762368548,0.0981230521,10,0,0.2685457579,0.3020174205,3.496805529e-05,5.035205311e-05,0.204079134,0.5332331895,0.6753906412,1.958405747e-05,0.8175480929,10,0.1865252814,89,35,-54,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E26,***金属材料有限公司,0.1342940789,0.03835783272,0.0875650935,0.0957811141,0.1245747018,0.1782110185,0.1865270248,0.07934907291,0.1948430312,10,0,0.0005084964672,0.0003658274089,0.0001151540815,0.0002036536909,0.0004722757313,0.0009494338196,0.001124502839,2.66544722e-05,0.001299571859,10,0.1337855825,61,112,51,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E27,***农业开发有限公司,0.1103832985,0.02152905982,0.07624126876,0.07939351639,0.113626318,0.1369068444,0.137933333,0.07308902112,0.1389598216,10,0,0.000242014599,0.0001600453353,0.0001328495843,0.0001352301627,0.0001866234419,0.0004042598067,0.0005286279649,0.0001304690059,0.000652996123,10,0.1101412839,70,117,47,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E28,***景观工程有限公司,0.09966092865,0.01717692788,0.07890170614,0.08259285105,0.09517578696,0.1193350508,0.122588717,0.07521056123,0.1258423832,10,0,0.01598741455,0.008853104518,0.004412731288,0.007679837392,0.01569433244,0.02388698403,0.02833566759,0.001145625184,0.03278435116,10,0.0836735141,76,77,1,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E29,***建筑劳务有限公司,0.07253671793,0.01361709077,0.05327593081,0.05370720819,0.07142488688,0.08548890218,0.09013791241,0.05284465343,0.09478692263,10,1,0.01621919939,0.01684738785,0.003206168478,0.003390898517,0.009113875623,0.04067028777,0.04625597934,0.003021438438,0.05184167092,10,0.05631751854,96,76,-20,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E3,***电子(中国)有限公司***分公司,0.02153611417,0.005366525344,0.01541193448,0.01709205939,0.0208068941,0.025281018,0.02974551932,0.01373180958,0.03421002064,10,0,0.3132519581,0.2331027437,0.002415808293,0.002434197215,0.4047808615,0.4757961882,0.583377201,0.002397419371,0.6909582137,10,0.2917158439,123,30,-93,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E30,***建筑工程有限公司,0.07713913412,0.01773649359,0.05553434881,0.05921251275,0.07564411217,0.1024182862,0.1031438115,0.05185618487,0.1038693367,10,0,0.1238970352,0.1215664758,0.01357194466,0.0180452464,0.09428325334,0.2782143864,0.3428770607,0.00909864291,0.407539735,10,0.04675790103,94,46,-48,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E31,***食品有限公司,0.0367643069,0.007319852176,0.02435108092,0.02941905964,0.03807940847,0.04188668071,0.04411473716,0.01928310221,0.04634279361,10,0,0.00113923452,0.0006867364895,0.0002274504872,0.0004274567061,0.0010636149,0.001883618654,0.002197274369,2.74442684e-05,0.002510930083,10,0.03562507238,115,105,-10,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E32,***建筑劳务有限公司,0.09279588464,0.01108628176,0.07407839152,0.08012089358,0.09520077845,0.104597557,0.105034173,0.06803588946,0.105470789,10,0,0.05683247003,0.03388922402,0.008385355479,0.01538532879,0.05273977727,0.09020441385,0.1011663077,0.001385382173,0.1121282016,10,0.03596341461,79,56,-23,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E33,***园林有限责任公司,0.09823760896,0.01943264216,0.0695267286,0.07475272273,0.1030535279,0.1158892222,0.119515204,0.06430073447,0.1231411858,10,0,0.06912126923,0.0664595539,0.01774281409,0.03546782544,0.04054998876,0.1911766827,0.1921742222,1.780274029e-05,0.1931717617,10,0.02911633973,77,53,-24,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E34,***建设工程有限公司,0.1015652078,0.02341628234,0.07223628294,0.07372993823,0.09601488643,0.1393444528,0.1398434978,0.07074262766,0.1403425428,10,0,0.004468022752,0.003114949528,0.000333379983,0.0006318829979,0.003524492405,0.008897297155,0.009108811433,3.487696803e-05,0.009320325711,10,0.09709718503,75,93,18,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E35,***商贸有限公司,0.08567951436,0.01484132083,0.06549022671,0.07299996107,0.08519443766,0.1006056864,0.1037214418,0.05798049236,0.1068371971,10,0,0.0001531406799,0.0001215555533,3.107353889e-05,4.782287638e-05,9.656153506e-05,0.0002985761216,0.0003301682302,1.432420139e-05,0.0003617603389,10,0.08552637368,83,120,37,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E36,***超硬材料有限公司,0.05081789908,0.008947238662,0.0390845084,0.03998372784,0.05130218537,0.06163613971,0.06222455263,0.03818528896,0.06281296556,10,1,0.0001777103499,0.0004695910605,7.993312544e-07,8.584182203e-07,1.309714008e-05,0.0003099725933,0.0009078103085,7.402442884e-07,0.001505648024,10,0.05064018873,107,119,12,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E37,***木业有限公司,0.084549486,0.01474709212,0.06902232176,0.07194337804,0.08019785721,0.1088428529,0.1103470035,0.06610126549,0.1118511542,10,0,0.01443269784,0.02269882979,0.002380662062,0.004504051923,0.00785465515,0.02074297076,0.04946954734,0.0002572722007,0.07819612393,10,0.07011678816,84,78,-6,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E38,***建设工程有限公司,0.1218095512,0.02099614329,0.09605446178,0.09740112963,0.1210452217,0.1460270212,0.1521819838,0.09470779394,0.1583369464,10,0,0.004323087275,0.00341263502,0.002493393577,0.002542960283,0.003148343591,0.005875200433,0.009816183739,0.002443826871,0.01375716705,10,0.117486464,63,95,32,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E39,***建筑劳务有限公司,0.1815109557,0.05025346351,0.101534144,0.1077965125,0.192360959,0.2307578892,0.2354836477,0.09527177555,0.2402094062,10,0,0.4240815213,0.2580061642,0.08912375379,0.1103669242,0.3756962644,0.7888667014,0.8428878139,0.06788058335,0.8969089264,10,0.2425705656,52,24,-28,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E4,***发展有限责任公司,0.03106769432,0.01426913404,0.01406654216,0.01750548103,0.03099625089,0.04400979025,0.05297169254,0.01062760328,0.06193359484,10,0,0.00055258995,0.0003795345534,0.0002451275633,0.0002778592258,0.0003798518616,0.001038638235,0.001204628622,0.0002123959007,0.001370619009,10,0.03051510437,118,111,-7,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E40,***财税咨询服务有限公司,0.08113873174,0.01138659926,0.06450283655,0.0681229398,0.08532013695,0.09293248415,0.09478292459,0.06088273329,0.09663336503,10,0,0.03714879341,0.04872446959,0.002535616312,0.002839127189,0.02187008374,0.06855397484,0.1166214549,0.002232105434,0.164688935,10,0.04398993833,90,63,-27,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E41,***物业发展有限公司,0.07916167381,0.01456430231,0.06280081341,0.06777391311,0.07491474539,0.09683047914,0.1027765482,0.05782771371,0.1087226172,10,0,0.004054931828,0.003954492264,0.0003267952358,0.0003681079328,0.002024688281,0.01022107883,0.0107718903,0.0002854825388,0.01132270178,10,0.07510674199,91,96,5,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E42,***园艺场,0.1200846128,0.02762033708,0.08343729333,0.08996997529,0.1314104132,0.1475914741,0.1513724171,0.07690461136,0.1551533601,10,0,0.04660656955,0.08044247334,0.002677763852,0.002908987866,0.02356877192,0.07181039515,0.1706140885,0.002446539839,0.2694177818,10,0.07347804328,66,59,-7,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
E43,***建设工程有限公司,0.1927952664,0.03618161306,0.1637597175,0.1696715645,0.1804403796,0.2145282193,0.2507849127,0.1578478705,0.2870416062,10,0,0.4119034782,0.1524435387,0.1872612605,0.3495699056,0.41003893,0.5416473172,0.5605551888,0.02495261541,0.5794630604,10,0.2191082118,48,26,-22,123_enterprise_aggregated_oof,0.6623931073,25,20,0.8,0.1245917945,0.08549875587,0.4823936031,23
