enterprise_id,enterprise_name,true_rating,true_rating_code,rating_test_count,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,predicted_rating
E39,***建筑劳务有限公司,C,2,10,0.03156055599,0.1868946046,0.5546545553,0.2268902841,C
E4,***发展有限责任公司,C,2,10,0.8365524233,0.1422401723,0.01966253017,0.001544874154,A
E40,***财税咨询服务有限公司,C,2,10,0.2585066359,0.4864669341,0.2304908913,0.02453553864,B
E41,***物业发展有限公司,C,2,10,0.2632023434,0.4826816157,0.2296055995,0.02451044142,B
E42,***园艺场,A,0,10,0.2277545477,0.4957908568,0.2464440454,0.03001055007,B
E43,***建设工程有限公司,B,1,10,0.02864628079,0.1831024832,0.5652103286,0.2230409074,C
E44,***商贸有限公司,C,2,10,0.1638434468,0.4890601468,0.3069656568,0.04013074963,B
E45,个体经营E45,B,1,10,0.1719808504,0.4556342672,0.3325502,0.03983468243,B
E46,***广告传媒有限公司,C,2,10,0.3322082119,0.4768168822,0.1734490976,0.01752580835,B
E47,***控制设备有限责任公司,C,2,10,0.4675527372,0.4188461442,0.1029068919,0.01069422673,A
E48,***化工有限公司,A,0,10,0.3885192523,0.4578485486,0.1407586473,0.01287355185,B
E49,***地球环保科技有限公司,C,2,10,0.1447706998,0.4599651571,0.3414592498,0.05380489326,B
E5,***供应链管理有限公司,B,1,10,0.44563581,0.4246987888,0.1189050375,0.01076036368,A
E50,***建筑劳务有限公司,C,2,10,0.09871689124,0.3764145584,0.438488563,0.08637998736,C
E51,***物流有限公司,B,1,10,0.3741314809,0.4550339424,0.1563114632,0.01452311342,B
E52,***商贸有限公司,D,3,10,0.03081621408,0.1983248499,0.5612955915,0.2095633445,C
E53,***文化传媒有限公司,C,2,10,0.2830947143,0.5065805448,0.1919523412,0.01837239971,B
E54,***新技术开发有限公司,A,0,10,0.3637915444,0.4549879111,0.1643640293,0.01685651523,B
E55,***集团有限公司***电力设备分公司,C,2,10,0.04640770196,0.2356023137,0.5255918889,0.1923980955,C
E56,***家居材料***有限公司,C,2,10,0.2668057947,0.5169195604,0.1967804446,0.01949420029,B
E57,***机械设备有限公司,B,1,10,0.2533585644,0.4760606091,0.2434303745,0.02715045194,B
E58,***油气工程建设有限责任公司,B,1,10,0.07754966821,0.3337753476,0.4969446413,0.09173034286,C
E59,***商贸有限公司,A,0,10,0.39222539,0.4484061937,0.1453300803,0.01403833608,B
E6,***装饰设计工程有限公司,A,0,10,0.4517104353,0.4342980857,0.1039507578,0.01004072126,A
E60,***机械租赁有限公司,B,1,10,0.04779335519,0.237488203,0.5650566931,0.1496617488,C
E61,***调味品有限公司,B,1,10,0.5304178441,0.3648697431,0.09558386392,0.009128548859,A
E62,***工程造价咨询有限公司***分公司,B,1,10,0.140004113,0.3937075915,0.3938522464,0.07243604909,C
E63,***科技有限公司,B,1,10,0.3328017731,0.4495530828,0.1975743602,0.02007078397,B
E64,***图书有限责任公司,A,0,10,0.3599987423,0.4632220804,0.1618057413,0.01497343607,B
E65,***商贸有限公司,B,1,10,0.4413008548,0.4309871357,0.1169065111,0.01080549847,A
E66,***快递有限公司,B,1,10,0.3398314832,0.4570420422,0.1837588942,0.01936758047,B
E67,***信息技术有限公司,B,1,10,0.1023828488,0.3933490788,0.4388181054,0.065449967,C
E68,***花木总公司,C,2,10,0.0199098278,0.1132741574,0.5210064589,0.3458095559,C
E69,***电子器材经营部,C,2,10,0.01909290678,0.1306030584,0.5180182558,0.332285779,C
E7,***家电有限公司***分公司,A,0,10,0.2187589187,0.4480978562,0.2912345543,0.04190867079,B
E70,***科技有限公司,B,1,10,0.1111893358,0.4034900287,0.4232532082,0.06206742733,C
E71,***农业科技有限公司,B,1,10,0.05714849313,0.2553450683,0.5357309836,0.1517754551,C
E72,***图书有限公司,C,2,10,0.224081666,0.4411052959,0.2949614521,0.03985158598,B
E73,***商贸有限责任公司,C,2,10,0.1177410667,0.4177090407,0.4013014796,0.06324841299,B
E74,***蔬菜专业合作社,B,1,10,0.2512748986,0.4715245681,0.2512064149,0.02599411846,B
E75,***酒店管理有限公司,C,2,10,0.3733099667,0.4513222373,0.1597206255,0.0156471705,B
E76,***信息科技有限公司,B,1,10,0.143762845,0.4162588275,0.3896056296,0.0503726979,B
E77,***机电设备有限公司,C,2,10,0.005767771955,0.04501304419,0.3319208401,0.6172983437,D
E78,个体经营E78,C,2,10,0.2368162332,0.4838701254,0.2522760951,0.02703754631,B
E79,***鞋业有限公司,B,1,10,0.1244028745,0.4107720475,0.4052144582,0.05961061977,B
E8,***科学研究院有限公司,A,0,10,0.4671142751,0.4077022329,0.1147930366,0.01039045539,A
E80,***实业有限责任公司,C,2,10,0.05656390957,0.2785693144,0.5215631487,0.1433036274,C
E81,***机械设备有限公司,A,0,10,0.2713179892,0.488736528,0.2175946691,0.0223508137,B
E82,***商贸有限公司,D,3,10,0.009850393231,0.07101849822,0.4788590083,0.4402721002,C
E83,***社会福利院（***社会福利社会化服务中心）,B,1,10,0.005655691249,0.04440124924,0.3487565692,0.6011864903,D
E84,***建材有限公司,A,0,10,0.1621008833,0.4590091733,0.3403481542,0.03854178916,B
E85,***安防科技有限公司,B,1,10,0.1217904759,0.4036699176,0.4128861776,0.06165342889,C
E86,***地质工程勘察院***分院,C,2,10,0.005744027788,0.03842492237,0.2815467466,0.6742843032,D
E87,***实业有限责任公司,C,2,10,0.03066321976,0.1926614533,0.5688225598,0.2078527671,C
E88,***贸易有限公司,A,0,10,0.200169486,0.4945938566,0.2760945073,0.02914215012,B
E89,***物资有限公司,A,0,10,0.195507607,0.4817972951,0.2907791341,0.03191596382,B
E9,***生活用品服务有限公司***分公司,A,0,10,0.7706825133,0.1972948908,0.02950535733,0.002517238564,A
E90,***文化传媒有限责任公司,C,2,10,0.02114384787,0.1315066562,0.5574480611,0.2899014348,C
E91,***科技实业有限公司,A,0,10,0.218823738,0.4996302082,0.2523198338,0.02922622001,B
E92,***地质灾害防治有限公司,C,2,10,0.0134542674,0.09505302882,0.4977000721,0.3937926317,C
E93,***电脑设计事务所,B,1,10,0.08971166813,0.3665786504,0.4638645391,0.07984514236,C
E94,***汽车美容有限公司,C,2,10,0.06049753634,0.2779114325,0.5256190847,0.1359719464,C
E95,***兰花店,B,1,10,0.5417523326,0.3563155164,0.09393326349,0.007998887559,A
E96,***土地整理有限公司,C,2,10,0.001163220835,0.009605460201,0.1061703665,0.8830609525,D
E97,***美工装饰部,B,1,10,0.1302651494,0.4116158575,0.4007101737,0.05740881935,B
E98,***文化传播有限公司,B,1,10,0.04531321443,0.2389081242,0.5731708915,0.1426077699,C
E99,***建筑工程有限责任公司,D,3,10,0.003159779705,0.021941171,0.2306440059,0.7442550434,D
