enterprise_id,enterprise_name,risk_mean,risk_p90,risk_used,risk_used_column,pD,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,max_loan_limit_10k,eligible_for_optimization,optimization_uncertainty_flag,uncertainty_cap_applied,d_probability_reject_flag,rate_index,interest_rate,interest_rate_percent,fitted_churn_A,fitted_churn_B,fitted_churn_C,rating_mixture_customer_churn_mass,acceptance_probability_A_i_r,nonacceptance_probability_including_D,risk_variant,lgd,funding_cost_rate,unit_expected_interest_per_10k,unit_expected_credit_loss_per_10k,unit_expected_funding_cost_per_10k,unit_expected_net_return_per_10k,candidate_rate_is_observed_attachment3_point,eligible_candidate
E172,***物流有限公司,0.05935152676,0.08354774056,0.05935152676,risk_mean,0.01322276415,0.4092518782,0.4420067154,0.1355186422,0.01322276415,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9867772358,0.0132227642,mean,0.5,0.03,0.03712842001,0.02928336776,0.02960331707,-0.02175826482,True,True
E173,***贸易有限责任公司,0.03266440506,0.0547491319,0.03266440506,risk_mean,0.005215886651,0.6390523179,0.296952865,0.05877893046,0.005215886651,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9947841134,0.00521588664,mean,0.5,0.03,0.03849160329,0.01624701561,0.0298435234,-0.007598935728,True,True
E174,***工程技术有限公司,0.04645413672,0.0721865749,0.04645413672,risk_mean,0.01453771835,0.3862271997,0.4524429674,0.1467921145,0.01453771835,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9854622816,0.0145377184,mean,0.5,0.03,0.03758733928,0.02288939978,0.02956386845,-0.01486592895,True,True
E175,***食品集团有限公司,0.1170926019,0.2276181266,0.1170926019,risk_mean,0.003257057422,0.7396413693,0.2194902257,0.03761134754,0.003257057422,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9967429425,0.00325705746,mean,0.5,0.03,0.03520126872,0.05835561228,0.02990228828,-0.05305663184,True,True
E176,***科技有限公司,0.03166893663,0.04811169155,0.03166893663,risk_mean,0.007422265812,0.5538546789,0.3573006024,0.08142245285,0.007422265812,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9925777341,0.00742226585,mean,0.5,0.03,0.03844575411,0.01571694068,0.02977733202,-0.007048518595,True,True
E177,***电力工程有限公司,0.08746342911,0.1209037627,0.08746342911,risk_mean,0.03866513704,0.1875240991,0.4684460211,0.3053647428,0.03866513704,50,True,True,True,False,0,0.04,4,0,0,0,0,0.961334863,0.038665137,mean,0.5,0.03,0.03509012877,0.04204082182,0.02884004589,-0.03579073894,True,True
E178,***贸易有限公司,0.07076990542,0.1444771478,0.07076990542,risk_mean,0.0009628317379,0.9059455425,0.08164330329,0.01144832249,0.0009628317379,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9990371683,0.00096283172,mean,0.5,0.03,0.03713341609,0.03535088296,0.02997111505,-0.02818858191,True,True
E179,***园林有限公司,0.07597864058,0.1012225918,0.07597864058,risk_mean,0.02941800162,0.2344639894,0.4822645236,0.2538534853,0.02941800162,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9705819983,0.0294180017,mean,0.5,0.03,0.0358735399,0.0368717504,0.02911745995,-0.03011567045,True,True
E180,***电气有限公司,0.03328246558,0.0609878737,0.03328246558,risk_mean,0.00681476581,0.5749954224,0.3428802571,0.07530955468,0.00681476581,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9931852342,0.00681476582,mean,0.5,0.03,0.03840518323,0.01652782669,0.02979555703,-0.007918200479,True,True
E181,***食品有限公司,0.08976755602,0.1738779091,0.08976755602,risk_mean,0.00494868576,0.6511524813,0.2879467032,0.05595212967,0.00494868576,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9950513142,0.00494868583,mean,0.5,0.03,0.03622911958,0.04466166229,0.02985153943,-0.03828408214,True,True
E182,***新材料科技有限公司,0.03941105035,0.05845051675,0.03941105035,risk_mean,0.007605213329,0.5477846364,0.361364454,0.08324569628,0.007605213329,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9923947867,0.00760521332,mean,0.5,0.03,0.03813133863,0.01955566045,0.0297718436,-0.01119616542,True,True
E183,***建设工程有限公司,0.1000379791,0.1373966554,0.1000379791,risk_mean,0.1136824695,0.06749019864,0.3066884333,0.5121388985,0.1136824695,50,True,True,True,False,0,0.04,4,0,0,0,0,0.8863175304,0.1136824696,mean,0.5,0.03,0.03190608463,0.04433270729,0.02658952591,-0.03901614857,True,True
E184,***建筑装饰工程有限公司,0.1026369757,0.1309602566,0.1026369757,risk_mean,0.06503170842,0.1177485484,0.4066420549,0.4105776883,0.06503170842,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9349682916,0.0650317084,mean,0.5,0.03,0.03356023895,0.04798115891,0.02804904875,-0.04246996871,True,True
E185,***生态魔芋有限公司,0.04370184396,0.0789789551,0.04370184396,risk_mean,0.004728571965,0.6614648458,0.2801972528,0.0536093294,0.004728571965,50,True,True,True,False,0,0.04,4,0,0,0,0,0.995271428,0.004728572,mean,0.5,0.03,0.03807104925,0.02174759832,0.02985814284,-0.01353469191,True,True
E186,***建筑劳务有限公司,0.09599836002,0.1387587353,0.09599836002,risk_mean,0.07314605687,0.1052481452,0.3875873553,0.4340184426,0.07314605687,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9268539431,0.0731460569,mean,0.5,0.03,0.03351509938,0.04448822926,0.02780561829,-0.03877874817,True,True
E187,个体经营E187,0.6080938535,0.7016698613,0.6080938535,risk_mean,0.8084327303,0.002194899312,0.01565307344,0.173719297,0.8084327303,0,False,True,False,True,0,0.04,4,0,0,0,0,0.1915672698,0.8084327302,mean,0.5,0.03,0.003003055619,0.05824543963,0.005747018093,-0.06098940211,True,False
E188,***硬质合金有限公司,0.03765325996,0.05845571905,0.03765325996,risk_mean,0.0078840769,0.5387798254,0.3673267933,0.08600930441,0.0078840769,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9921159231,0.00788407689,mean,0.5,0.03,0.03819038097,0.01867819938,0.02976347769,-0.0102512961,True,True
E189,***石油工程技术服务有限公司,0.08558044961,0.1097051406,0.08558044961,risk_mean,0.03626178088,0.1978942018,0.4729614639,0.2928825534,0.03626178088,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9637382191,0.0362617809,mean,0.5,0.03,0.03525044276,0.04123857505,0.02891214657,-0.03490027886,True,True
E190,***劳务有限公司,0.04801111119,0.07257927492,0.04801111119,risk_mean,0.00948964907,0.4921144882,0.3968316134,0.1015642493,0.00948964907,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9905103509,0.0094896491,mean,0.5,0.03,0.03771819393,0.0237777513,0.02971531053,-0.01577486789,True,True
E191,***商贸有限责任公司,0.08893492673,0.1998784088,0.08893492673,risk_mean,0.002114290595,0.8141728976,0.1589417864,0.02477102542,0.002114290595,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9978857094,0.00211429058,mean,0.5,0.03,0.03636555268,0.04437344623,0.02993657128,-0.03794446483,True,True
E192,***建设工程有限公司,0.1622654,0.1981223657,0.1622654,risk_mean,0.1470839444,0.0510812494,0.2567367831,0.5450980231,0.1470839444,50,True,True,True,False,0,0.04,4,0,0,0,0,0.8529160556,0.1470839444,mean,0.5,0.03,0.02858069163,0.06919938246,0.02558748167,-0.06620617251,True,True
E193,个体经营E193,0.02959403557,0.04726617672,0.02959403557,risk_mean,0.006828110355,0.574514004,0.3432130772,0.0754448084,0.006828110355,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9931718896,0.0068281104,mean,0.5,0.03,0.03855119701,0.01469598211,0.02979515669,-0.005939941787,True,True
E194,***文化传播有限公司,0.04221497419,0.06029065238,0.04221497419,risk_mean,0.01873260766,0.327176318,0.473508747,0.1805823274,0.01873260766,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9812673924,0.0187326076,mean,0.5,0.03,0.03759372859,0.02071208882,0.02943802177,-0.012556382,True,True
E195,***医药有限公司,0.03274305492,0.04907034401,0.03274305492,risk_mean,0.01002706307,0.4782204196,0.4051139819,0.1066385354,0.01002706307,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9899729369,0.0100270631,mean,0.5,0.03,0.03830232795,0.01620736912,0.02969918811,-0.007604229282,True,True
E196,***地质制图印刷厂,0.03882241812,0.05759835032,0.03882241812,risk_mean,0.01117580017,0.4509587937,0.4205950769,0.1172703292,0.01117580017,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9888241998,0.0111758002,mean,0.5,0.03,0.03801742613,0.01919427327,0.02966472599,-0.01084157313,True,True
E197,***医疗设备有限公司,0.03592617365,0.05779302789,0.03592617365,risk_mean,0.01491561642,0.3800714929,0.4550434587,0.149969432,0.01491561642,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9850843836,0.0149156164,mean,0.5,0.03,0.03798776284,0.01769515631,0.02955253151,-0.009259924982,True,True
E198,***商贸有限公司,0.1107815779,0.1707146264,0.1107815779,risk_mean,0.00625022041,0.5961154699,0.3280873866,0.06954692303,0.00625022041,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9937497795,0.00625022047,mean,0.5,0.03,0.03534642444,0.05504458431,0.02981249339,-0.04951065326,True,True
E199,***建筑劳务有限公司,0.1077748206,0.1627475946,0.1077748206,risk_mean,0.08451764404,0.09136569967,0.3623901007,0.4617265555,0.08451764404,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9154823559,0.08451764413,mean,0.5,0.03,0.03267265637,0.04933297333,0.02746447068,-0.04412478764,True,True
E200,个体经营E200,0.09616659389,0.1671704252,0.09616659389,risk_mean,0.003299186828,0.7371506583,0.2214725073,0.03807764761,0.003299186828,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9967008132,0.00329918679,mean,0.5,0.03,0.03603405964,0.04792466117,0.0299010244,-0.04179162593,True,True
E201,***物流有限责任公司,0.09619321977,0.1286568947,0.09619321977,risk_mean,0.03038467718,0.2285349232,0.481378426,0.2597019737,0.03038467718,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9696153229,0.0303846771,mean,0.5,0.03,0.03505379612,0.04663520992,0.02908845969,-0.04066987349,True,True
E202,个体经营E202,0.09030216428,0.139219832,0.09030216428,risk_mean,0.09970872276,0.07733652916,0.3318008512,0.4911538969,0.09970872276,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9002912773,0.09970872274,mean,0.5,0.03,0.03275972106,0.04064912541,0.02700873832,-0.03489814267,True,True
E203,***建设工程有限公司,0.1189196725,0.1451006664,0.1189196725,risk_mean,0.0861904014,0.08960235025,0.3588478935,0.4653593548,0.0861904014,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9138095986,0.08619040145,mean,0.5,0.03,0.03220558641,0.05433496909,0.02741428796,-0.04954367064,True,True
E204,***科技发展有限公司,0.04546017552,0.06585224095,0.04546017552,risk_mean,0.02254620073,0.2869632324,0.4818081498,0.2086824171,0.02254620073,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9774537993,0.0225462007,mean,0.5,0.03,0.03732074312,0.02221761064,0.02932361398,-0.0142204815,True,True
E205,个体经营E205,0.03184472117,0.05060377805,0.03184472117,risk_mean,0.003802746898,0.7086132077,0.2439710321,0.04361301328,0.003802746898,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9961972531,0.00380274692,mean,0.5,0.03,0.03857894517,0.01586181188,0.02988591759,-0.007168784297,True,True
E206,***建设工程有限公司,0.06257196707,0.0875170798,0.06257196707,risk_mean,0.02608655695,0.2573742365,0.4837662261,0.2327729805,0.02608655695,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9739134431,0.0260865569,mean,0.5,0.03,0.03651895053,0.03046983995,0.02921740329,-0.02316829271,True,True
E207,个体经营E207,0.08437957589,0.1144858602,0.08437957589,risk_mean,0.08517705778,0.09066312358,0.3609885881,0.4631712306,0.08517705778,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9148229423,0.08517705772,mean,0.5,0.03,0.03350522282,0.03859618594,0.02744468827,-0.03253565139,True,True
