enterprise_id,enterprise_name,label_spreading_oof_mean,label_spreading_oof_sd,label_spreading_oof_p05,label_spreading_oof_p10,label_spreading_oof_p50,label_spreading_oof_p90,label_spreading_oof_p95,label_spreading_oof_min,label_spreading_oof_max,label_spreading_oof_test_count,default_label
E22,***物流有限公司,0.002512569211,0.003100873757,0.0004855849441,0.000511038299,0.001223015091,0.008088269997,0.008381639238,0.0004601315893,0.008675008479,10,0
E23,***贸易有限公司,0.001120787427,0.001418785802,0.0001245383258,0.0002487881232,0.0005223986022,0.002398248306,0.003529534361,2.885284194e-07,0.004660820415,10,0
E24,***建筑工程有限公司,0.007959901465,0.007621864962,0.0001876873313,0.0003721059019,0.0088731422,0.01442504874,0.018893382,3.268760635e-06,0.02336171527,10,0
E25,***通讯设备有限公司,0.2685457579,0.3020174205,3.496805529e-05,5.035205311e-05,0.204079134,0.5332331895,0.6753906412,1.958405747e-05,0.8175480929,10,0
E26,***金属材料有限公司,0.0005084964672,0.0003658274089,0.0001151540815,0.0002036536909,0.0004722757313,0.0009494338196,0.001124502839,2.66544722e-05,0.001299571859,10,0
E27,***农业开发有限公司,0.000242014599,0.0001600453353,0.0001328495843,0.0001352301627,0.0001866234419,0.0004042598067,0.0005286279649,0.0001304690059,0.000652996123,10,0
E28,***景观工程有限公司,0.01598741455,0.008853104518,0.004412731288,0.007679837392,0.01569433244,0.02388698403,0.02833566759,0.001145625184,0.03278435116,10,0
E29,***建筑劳务有限公司,0.01621919939,0.01684738785,0.003206168478,0.003390898517,0.009113875623,0.04067028777,0.04625597934,0.003021438438,0.05184167092,10,1
E3,***电子(中国)有限公司***分公司,0.3132519581,0.2331027437,0.002415808293,0.002434197215,0.4047808615,0.4757961882,0.583377201,0.002397419371,0.6909582137,10,0
E30,***建筑工程有限公司,0.1238970352,0.1215664758,0.01357194466,0.0180452464,0.09428325334,0.2782143864,0.3428770607,0.00909864291,0.407539735,10,0
E31,***食品有限公司,0.00113923452,0.0006867364895,0.0002274504872,0.0004274567061,0.0010636149,0.001883618654,0.002197274369,2.74442684e-05,0.002510930083,10,0
E32,***建筑劳务有限公司,0.05683247003,0.03388922402,0.008385355479,0.01538532879,0.05273977727,0.09020441385,0.1011663077,0.001385382173,0.1121282016,10,0
E33,***园林有限责任公司,0.06912126923,0.0664595539,0.01774281409,0.03546782544,0.04054998876,0.1911766827,0.1921742222,1.780274029e-05,0.1931717617,10,0
E34,***建设工程有限公司,0.004468022752,0.003114949528,0.000333379983,0.0006318829979,0.003524492405,0.008897297155,0.009108811433,3.487696803e-05,0.009320325711,10,0
E35,***商贸有限公司,0.0001531406799,0.0001215555533,3.107353889e-05,4.782287638e-05,9.656153506e-05,0.0002985761216,0.0003301682302,1.432420139e-05,0.0003617603389,10,0
E36,***超硬材料有限公司,0.0001777103499,0.0004695910605,7.993312544e-07,8.584182203e-07,1.309714008e-05,0.0003099725933,0.0009078103085,7.402442884e-07,0.001505648024,10,1
E37,***木业有限公司,0.01443269784,0.02269882979,0.002380662062,0.004504051923,0.00785465515,0.02074297076,0.04946954734,0.0002572722007,0.07819612393,10,0
E38,***建设工程有限公司,0.004323087275,0.00341263502,0.002493393577,0.002542960283,0.003148343591,0.005875200433,0.009816183739,0.002443826871,0.01375716705,10,0
E39,***建筑劳务有限公司,0.4240815213,0.2580061642,0.08912375379,0.1103669242,0.3756962644,0.7888667014,0.8428878139,0.06788058335,0.8969089264,10,0
E4,***发展有限责任公司,0.00055258995,0.0003795345534,0.0002451275633,0.0002778592258,0.0003798518616,0.001038638235,0.001204628622,0.0002123959007,0.001370619009,10,0
E40,***财税咨询服务有限公司,0.03714879341,0.04872446959,0.002535616312,0.002839127189,0.02187008374,0.06855397484,0.1166214549,0.002232105434,0.164688935,10,0
E41,***物业发展有限公司,0.004054931828,0.003954492264,0.0003267952358,0.0003681079328,0.002024688281,0.01022107883,0.0107718903,0.0002854825388,0.01132270178,10,0
E42,***园艺场,0.04660656955,0.08044247334,0.002677763852,0.002908987866,0.02356877192,0.07181039515,0.1706140885,0.002446539839,0.2694177818,10,0
E43,***建设工程有限公司,0.4119034782,0.1524435387,0.1872612605,0.3495699056,0.41003893,0.5416473172,0.5605551888,0.02495261541,0.5794630604,10,0
E44,***商贸有限公司,0.0006635908656,0.0005803925447,0.0001107186213,0.0001557503628,0.0005154637042,0.001594691645,0.001648257754,6.568687981e-05,0.001701823864,10,0
E45,个体经营E45,0.0429409126,0.0521417454,0.004256120303,0.004803675998,0.02717943122,0.06481354659,0.1248985043,0.003708564608,0.1849834621,10,1
E46,***广告传媒有限公司,0.09880319803,0.1793868692,7.902325293e-07,8.479296432e-07,0.02002814859,0.4360764354,0.4382557641,7.325354154e-07,0.4404350928,10,0
E47,***控制设备有限责任公司,0.0004659956259,0.0005906165901,5.231039688e-05,0.0001039830972,0.0001797335453,0.001449986343,0.001551957834,6.376965991e-07,0.001653929325,10,0
E48,***化工有限公司,0.004325117542,0.005741645419,0.0001090670144,0.0002093858007,0.001221284088,0.01349394835,0.01361824236,8.748228163e-06,0.01374253636,10,0
E49,***地球环保科技有限公司,0.2211412765,0.3051998585,0.009300860906,0.01856796384,0.04385693482,0.5507004707,0.7165918305,3.375796996e-05,0.8824831903,10,0
E5,***供应链管理有限公司,0.01267729675,0.009424639194,0.001154236604,0.001444782738,0.01037543155,0.02434558697,0.02716789918,0.000863690471,0.02999021139,10,0
E50,***建筑劳务有限公司,0.007612727653,0.007046266674,0.003395026894,0.004291769148,0.005392916726,0.009520811456,0.01837452081,0.00249828464,0.02722823017,10,0
E51,***物流有限公司,0.008164820829,0.02235803782,6.262129956e-05,0.0001151388263,0.0001862489341,0.01487742498,0.04311452056,1.010377278e-05,0.07135161614,10,0
E52,***商贸有限公司,0.02000022898,0.01376625134,0.008215449666,0.008588428198,0.01415977762,0.03934474458,0.04434390206,0.007842471135,0.04934305953,10,1
E53,***文化传媒有限公司,0.2869598797,0.258383236,0.000808873216,0.001012546266,0.3125324984,0.4387869704,0.656784683,0.0006052001663,0.8747823957,10,0
E54,***新技术开发有限公司,7.899397132e-05,0.0001278437291,3.072704573e-06,3.741349553e-06,3.123312975e-05,0.0002238135327,0.0003132867668,2.404059593e-06,0.0004027600009,10,0
E55,***集团有限公司***电力设备分公司,0.1827128105,0.1431324308,0.07145586119,0.07247839327,0.100160617,0.3328856231,0.4140397498,0.07043332912,0.4951938766,10,0
E56,***家居材料***有限公司,0.009291440505,0.004301565832,0.002396046829,0.004743737645,0.01040987864,0.01317401535,0.01334142473,4.835601296e-05,0.01350883411,10,0
E57,***机械设备有限公司,0.009724407479,0.00859342081,0.0002115181689,0.0003895606155,0.009709428395,0.01649478224,0.02230187953,3.347572229e-05,0.02810897681,10,0
E58,***油气工程建设有限责任公司,0.01763073373,0.007979599987,0.007476941057,0.007854588002,0.01664796797,0.02413983549,0.0295432549,0.007099294112,0.0349466743,10,0
E59,***商贸有限公司,0.02642005825,0.0550718504,8.7234678e-05,0.0001690183408,0.0003580890359,0.1078100737,0.1308821372,5.451015238e-06,0.1539542008,10,0
E6,***装饰设计工程有限公司,0.02905768496,0.03020482133,0.01165825855,0.01211484403,0.01882685529,0.03902691125,0.07614392716,0.01120167306,0.1132609431,10,0
E60,***机械租赁有限公司,0.2904013582,0.2055608253,0.0128520986,0.01618521013,0.3384905723,0.4753010304,0.5263403653,0.009518987083,0.5773797003,10,0
E61,***调味品有限公司,0.004930858557,0.005882938727,0.000397415114,0.0005570516949,0.0006914488416,0.01398495912,0.01405690756,0.0002377785332,0.01412885599,10,0
E62,***工程造价咨询有限公司***分公司,0.4992779919,0.2886325858,0.0205033147,0.03369213727,0.5061274596,0.8057415393,0.8256545355,0.007314492137,0.8455675317,10,0
E63,***科技有限公司,4.657174863e-05,4.315941844e-05,2.481072349e-06,2.944033629e-06,3.093739878e-05,0.000104188268,0.0001200535718,2.018111069e-06,0.0001359188756,10,0
E64,***图书有限责任公司,0.05816742627,0.09168119728,0.007169938156,0.01366233294,0.03446928361,0.07747386519,0.1968277484,0.0006775433712,0.3161816316,10,0
E65,***商贸有限公司,0.003278454251,0.002226940715,0.0005407177426,0.0005673721451,0.00336849817,0.006480653498,0.006519656073,0.0005140633401,0.006558658648,10,0
E66,***快递有限公司,0.1631031293,0.2655967774,0.00845620252,0.01346229286,0.0264328483,0.4435030696,0.6305957206,0.003450112184,0.8176883716,10,0
E67,***信息技术有限公司,0.04910046906,0.03385797116,0.01182672569,0.01736491032,0.04254558149,0.09169117737,0.1025854809,0.006288541053,0.1134797845,10,0
E68,***花木总公司,0.5216594566,0.0796404121,0.4356464424,0.4704561059,0.5148591631,0.5721128929,0.6423940259,0.4008367788,0.7126751588,10,0
E69,***电子器材经营部,0.07185470939,0.03007803887,0.03412494963,0.05015006967,0.06905828332,0.0956717851,0.115551627,0.0180998296,0.1354314689,10,0
E7,***家电有限公司***分公司,0.1318793032,0.1702928298,0.01885785392,0.02111360106,0.04529568355,0.3199000713,0.4190986427,0.01660210679,0.518297214,10,0
E70,***科技有限公司,0.03066517147,0.0582223025,0.0008722406904,0.001567357635,0.01431528022,0.03830102867,0.1168110563,0.0001771237463,0.1953210839,10,0
E71,***农业科技有限公司,0.1828670977,0.1282464023,2.736374532e-05,4.144613351e-05,0.243166393,0.2791803478,0.2992865809,1.328135713e-05,0.3193928139,10,0
E72,***图书有限公司,0.287666884,0.2076014601,0.000173236624,0.0003268961958,0.3312806492,0.4763266868,0.4784800323,1.957705229e-05,0.4806333779,10,0
E73,***商贸有限责任公司,0.003514123318,0.003019392374,0.000401490515,0.0004233834439,0.00265385535,0.008412392575,0.008690808454,0.0003795975862,0.008969224333,10,0
E74,***蔬菜专业合作社,0.02082775941,0.04831917758,0.001643727975,0.00192130883,0.005802381214,0.02911220753,0.09351712425,0.00136614712,0.157922041,10,0
E75,***酒店管理有限公司,0.0008554073199,0.001109564128,4.245914702e-06,8.360043979e-06,0.0003503779382,0.001798609031,0.002606337832,1.317854245e-07,0.003414066633,10,0
E76,***信息科技有限公司,0.01300029718,0.0107996878,0.001668137792,0.001780108776,0.01175907789,0.02348250743,0.02724541415,0.001556166808,0.03100832087,10,0
E77,***机电设备有限公司,0.6148706578,0.2397296183,0.2553675025,0.4034196164,0.7304729274,0.8042196574,0.8439604195,0.1073153886,0.8837011817,10,0
E78,个体经营E78,0.06843303849,0.1032725917,0.002099200552,0.00277293081,0.03045314196,0.2094406934,0.2615446077,0.001425470293,0.3136485221,10,0
E79,***鞋业有限公司,0.01756694672,0.005023225109,0.009999617466,0.0127789209,0.01835055829,0.02178036015,0.02338295155,0.007220314031,0.02498554295,10,0
E8,***科学研究院有限公司,0.01676907097,0.01408591933,2.809122209e-06,5.521039328e-06,0.0181513583,0.03105401282,0.03761189785,9.720509045e-08,0.04416978287,10,0
E80,***实业有限责任公司,0.7291903242,0.1722589591,0.5492127101,0.5568328838,0.6485520396,0.9401146359,0.9474376251,0.5415925365,0.9547606143,10,0
E81,***机械设备有限公司,0.0003546332728,0.0003561552681,3.3484794e-05,4.395889501e-05,0.0002233933164,0.0007627619467,0.0009528815458,2.301069299e-05,0.001143001145,10,0
E82,***商贸有限公司,0.2187013257,0.06330852915,0.1190857939,0.1559521651,0.2262883258,0.2866219453,0.2962781365,0.08221942284,0.3059343277,10,1
E83,***社会福利院（***社会福利社会化服务中心）,0.8638831037,0.1018021194,0.6746220742,0.6793241026,0.9040178249,0.9263270713,0.9443622324,0.6699200459,0.9623973935,10,0
E84,***建材有限公司,0.002737180768,0.001122555426,0.001749726606,0.001851337165,0.002197120471,0.003839464643,0.00456930537,0.001648116047,0.005299146097,10,0
E85,***安防科技有限公司,0.02700750147,0.01687323332,0.007049581667,0.01313917055,0.02481712267,0.04267661922,0.05344767303,0.0009599927854,0.06421872683,10,0
E86,***地质工程勘察院***分院,0.2321253471,0.1103977827,0.08672644061,0.1692851006,0.2087844067,0.3824233641,0.3835902333,0.004167780664,0.3847571025,10,0
E87,***实业有限责任公司,0.7164698741,0.2517410374,0.3368487821,0.668606332,0.7926410103,0.8312035514,0.832475049,0.005091232194,0.8337465466,10,1
E88,***贸易有限公司,0.01418885159,0.009828046889,0.00593603047,0.008409372128,0.01165192358,0.02418280493,0.03144112791,0.003462688812,0.03869945088,10,0
E89,***物资有限公司,0.3697902553,0.1724394669,0.2385060747,0.2420902913,0.3133699946,0.4757674556,0.6472175809,0.2349218582,0.8186677062,10,0
E9,***生活用品服务有限公司***分公司,0.03980214336,0.0330687231,9.657470614e-06,1.596062921e-05,0.0348708536,0.0764849907,0.09238592125,3.354312015e-06,0.1082868518,10,0
E90,***文化传媒有限责任公司,0.04919329668,0.1261204879,0.001164617945,0.001178373203,0.00255423184,0.1002642221,0.2518888726,0.001150862688,0.403513523,10,0
E91,***科技实业有限公司,0.002277003229,0.004115056513,0.0003558317164,0.0005572357443,0.000992030622,0.003061496245,0.00847330124,0.0001544276884,0.01388510624,10,0
E92,***地质灾害防治有限公司,0.3234875873,0.2228830839,0.1180789743,0.1435712517,0.3060646606,0.4134632872,0.6556229216,0.09258669694,0.8977825561,10,0
E93,***电脑设计事务所,0.03406532452,0.02894239881,0.00350518397,0.004363202337,0.02789162822,0.07010060052,0.07967279899,0.002647165604,0.08924499745,10,0
E94,***汽车美容有限公司,0.03433897995,0.03240206059,0.003700001601,0.003878074601,0.03077685657,0.08352975199,0.08978616788,0.003521928602,0.09604258377,10,0
E95,***兰花店,0.3877684784,0.2981207146,0.007556941273,0.01068013275,0.4520642215,0.7847713613,0.8076561802,0.004433749794,0.8305409991,10,0
E96,***土地整理有限公司,0.8117416957,0.2526618468,0.3845843057,0.6361207979,0.8952850358,0.9599841983,0.971868306,0.1330478135,0.9837524138,10,0
E97,***美工装饰部,0.07658734079,0.1055752628,0.0072506509,0.007521906337,0.03243748997,0.1706407342,0.2599351216,0.006979395464,0.349229509,10,0
E98,***文化传播有限公司,0.003738187284,0.00404626201,0.001021030442,0.001314947726,0.001926810229,0.007071929013,0.01060748753,0.0007271131574,0.01414304604,10,0
E99,***建筑工程有限责任公司,0.8439635045,0.07589312559,0.7342895571,0.7885976427,0.8404619251,0.9234672463,0.9342329868,0.6799814716,0.9449987273,10,1
